address,price,movein_t,movein_d,bedrooms
2411 Durant Ave,2200.0,1433142000.0,2015-06-01,1
2411 Durant Ave,2030.0,1401606000.0,2014-06-01,1
2411 Durant Ave,2495.0,1433142000.0,2015-06-01,1
2411 Durant Ave,2400.0,1433142000.0,2015-06-01,1
2411 Durant Ave,1517.0,1401606000.0,2014-06-01,2
2419 Durant Ave,2200.0,1433142000.0,2015-06-01,1
2419 Durant Ave,1416.0,1401606000.0,2014-06-01,0
2419 Durant Ave,1213.0,1401606000.0,2014-06-01,0
2419 Durant Ave,1517.0,1414825200.0,2014-11-01,0
2419 Durant Ave,1416.0,1401606000.0,2014-06-01,0
2419 Durant Ave,1595.0,1433142000.0,2015-06-01,0
2419 Durant Ave,1595.0,1433142000.0,2015-06-01,0
2419 Durant Ave,1595.0,1433142000.0,2015-06-01,0
2419 Durant Ave,1595.0,1433142000.0,2015-06-01,0
2419 Durant Ave,1595.0,1433142000.0,2015-06-01,0
2419 Durant Ave,1595.0,1433142000.0,2015-06-01,0
2419 Durant Ave,1416.0,1401606000.0,2014-06-01,1
2419 Durant Ave,1595.0,1433142000.0,2015-06-01,0
2419 Durant Ave,1595.0,1433142000.0,2015-06-01,0
2419 Durant Ave,1695.0,1435734000.0,2015-07-01,0
2419 Durant Ave,1595.0,1433142000.0,2015-06-01,0
2419 Durant Ave,2030.0,1401606000.0,2014-06-01,1
2419 Durant Ave,2030.0,1401606000.0,2014-06-01,1
2419 Durant Ave,2030.0,1401606000.0,2014-06-01,1
2419 Durant Ave,2200.0,1433142000.0,2015-06-01,1
2419 Durant Ave,2200.0,1433142000.0,2015-06-01,1
2110 Kittredge St,1800.0,1443250800.0,2015-09-26,0
2110 Kittredge St,1650.0,1435734000.0,2015-07-01,0
2110 Kittredge St,1269.0,1404716400.0,2014-07-07,0
2110 Kittredge St,1800.0,1443682800.0,2015-10-01,0
2110 Kittredge St,1523.0,1409554800.0,2014-09-01,1
2110 Kittredge St,1497.0,1397545200.0,2014-04-15,1
2110 Kittredge St,1750.0,1428217200.0,2015-04-05,1
2110 Kittredge St,1548.0,1413010800.0,2014-10-11,1
2110 Kittredge St,1800.0,1442214000.0,2015-09-14,1
2138 Kittredge St,1523.0,1414825200.0,2014-11-01,1
2231 Shattuck Ave,660.0,1396335600.0,2014-04-01,1
2231 Shattuck Ave,609.0,1406876400.0,2014-08-01,1
2231 Shattuck Ave,660.0,1406876400.0,2014-08-01,1
2231 Shattuck Ave,660.0,1406876400.0,2014-08-01,1
2231 Shattuck Ave,695.0,1433142000.0,2015-06-01,1
2231 Shattuck Ave,670.0,1438412400.0,2015-08-01,1
2231 Shattuck Ave,700.0,1438412400.0,2015-08-01,1
2231 Shattuck Ave,700.0,1441090800.0,2015-09-01,1
2231 Shattuck Ave,711.0,1393660800.0,2014-03-01,1
2231 Shattuck Ave,700.0,1438412400.0,2015-08-01,1
2231 Shattuck Ave,733.0,1433142000.0,2015-06-01,1
2231 Shattuck Ave,730.0,1435474800.0,2015-06-28,1
2231 Shattuck Ave,1015.0,1438412400.0,2015-08-01,1
2231 Shattuck Ave,770.0,1435734000.0,2015-07-01,1
2001 Allston Way,975.0,1409468400.0,2014-08-31,0
2001 Allston Way,1189.0,1413788400.0,2014-10-20,0
2001 Allston Way,1189.0,1409382000.0,2014-08-30,0
2001 Allston Way,1189.0,1409554800.0,2014-09-01,0
2001 Allston Way,975.0,1414911600.0,2014-11-02,0
2001 Allston Way,975.0,1414825200.0,2014-11-01,0
2001 Allston Way,975.0,1404543600.0,2014-07-05,0
2001 Allston Way,975.0,1415433600.0,2014-11-08,0
2001 Allston Way,1189.0,1407999600.0,2014-08-14,0
2001 Allston Way,1189.0,1408604400.0,2014-08-21,0
2001 Allston Way,975.0,1410591600.0,2014-09-13,0
2001 Allston Way,975.0,1411887600.0,2014-09-28,0
2001 Allston Way,975.0,1409986800.0,2014-09-06,0
2001 Allston Way,975.0,1412406000.0,2014-10-04,0
2001 Allston Way,975.0,1416038400.0,2014-11-15,0
2001 Allston Way,975.0,1411628400.0,2014-09-25,0
2001 Allston Way,975.0,1411628400.0,2014-09-25,0
2001 Allston Way,975.0,1414911600.0,2014-11-02,0
2001 Allston Way,975.0,1412492400.0,2014-10-05,0
2001 Allston Way,975.0,1414220400.0,2014-10-25,0
2001 Allston Way,975.0,1410073200.0,2014-09-07,0
2001 Allston Way,975.0,1412406000.0,2014-10-04,0
2001 Allston Way,975.0,1414825200.0,2014-11-01,0
2001 Allston Way,975.0,1411282800.0,2014-09-21,0
2001 Allston Way,975.0,1410678000.0,2014-09-14,0
2001 Allston Way,1699.0,1412406000.0,2014-10-04,0
2001 Allston Way,1699.0,1408172400.0,2014-08-16,0
2001 Allston Way,975.0,1409986800.0,2014-09-06,0
2001 Allston Way,975.0,1409382000.0,2014-08-30,0
2001 Allston Way,975.0,1414220400.0,2014-10-25,0
2001 Allston Way,975.0,1410678000.0,2014-09-14,0
2001 Allston Way,975.0,1411628400.0,2014-09-25,0
2001 Allston Way,1189.0,1416124800.0,2014-11-16,0
2001 Allston Way,1189.0,1412146800.0,2014-10-01,0
2001 Allston Way,1644.0,1410764400.0,2014-09-15,0
2001 Allston Way,1644.0,1415001600.0,2014-11-03,0
2001 Allston Way,1643.0,1433746800.0,2015-06-08,0
2001 Allston Way,1189.0,1408777200.0,2014-08-23,0
2001 Allston Way,1189.0,1411455600.0,2014-09-23,0
2001 Allston Way,1189.0,1408086000.0,2014-08-15,0
2610 Benvenue Ave,3000.0,1433142000.0,2015-06-01,3
2626 Etna St,1900.0,1438412400.0,2015-08-01,1
2626 Etna St,1750.0,1433142000.0,2015-06-01,1
2535 Chilton Way,3650.0,1433142000.0,2015-06-01,3
2535 Chilton Way,2650.0,1433142000.0,2015-06-01,1
2540 Regent St,2329.0,1401778800.0,2014-06-03,2
2540 Regent St,2495.0,1433142000.0,2015-06-01,1
2540 Regent St,2938.0,1401865200.0,2014-06-04,2
2540 Regent St,2495.0,1433142000.0,2015-06-01,2
2540 Regent St,2995.0,1433314800.0,2015-06-03,3
2540 Regent St,2995.0,1433228400.0,2015-06-02,2
2540 Regent St,3750.0,1401778800.0,2014-06-03,3
2540 Regent St,2995.0,1433487600.0,2015-06-05,3
2511 Parker St,2995.0,1433142000.0,2015-06-01,2
2511 Parker St,2995.0,1438412400.0,2015-08-01,2
2511 Parker St,3295.0,1433142000.0,2015-06-01,2
2511 Parker St,3695.0,1433314800.0,2015-06-03,2
2511 Parker St,1695.0,1438412400.0,2015-08-01,0
2511 Parker St,1595.0,1438153200.0,2015-07-29,0
2511 Parker St,1695.0,1440226800.0,2015-08-22,0
2511 Parker St,1695.0,1451635200.0,2016-01-01,0
2511 Parker St,1895.0,1438412400.0,2015-08-01,0
2511 Parker St,1895.0,1438412400.0,2015-08-01,0
2511 Parker St,1750.0,1433142000.0,2015-06-01,1
2511 Parker St,1720.0,1404198000.0,2014-07-01,1
2511 Parker St,1950.0,1435734000.0,2015-07-01,1
2511 Parker St,1923.0,1406876400.0,2014-08-01,1
2511 Parker St,2532.0,1401951600.0,2014-06-05,2
2511 Parker St,2000.0,1433142000.0,2015-06-01,1
2511 Parker St,1995.0,1435734000.0,2015-07-01,1
2511 Parker St,2100.0,1433919600.0,2015-06-10,1
2511 Parker St,2100.0,1433919600.0,2015-06-10,1
2511 Parker St,2532.0,1401778800.0,2014-06-03,2
2511 Parker St,2735.0,1401778800.0,2014-06-03,2
2511 Parker St,2532.0,1401865200.0,2014-06-04,2
2511 Parker St,2900.0,1438412400.0,2015-08-01,2
2511 Parker St,2842.0,1404198000.0,2014-07-01,2
2515 Parker St,2995.0,1433142000.0,2015-06-01,2
2515 Parker St,2995.0,1438412400.0,2015-08-01,2
2515 Parker St,3295.0,1433142000.0,2015-06-01,2
2515 Parker St,3695.0,1433314800.0,2015-06-03,2
2515 Parker St,1695.0,1438412400.0,2015-08-01,0
2515 Parker St,1595.0,1438153200.0,2015-07-29,0
2515 Parker St,1695.0,1440226800.0,2015-08-22,0
2515 Parker St,1695.0,1451635200.0,2016-01-01,0
2515 Parker St,1895.0,1438412400.0,2015-08-01,0
2515 Parker St,1895.0,1438412400.0,2015-08-01,0
2515 Parker St,1750.0,1433142000.0,2015-06-01,1
2515 Parker St,1720.0,1404198000.0,2014-07-01,1
2515 Parker St,1950.0,1435734000.0,2015-07-01,1
2515 Parker St,1923.0,1406876400.0,2014-08-01,1
2515 Parker St,2532.0,1401951600.0,2014-06-05,2
2515 Parker St,2000.0,1433142000.0,2015-06-01,1
2515 Parker St,1995.0,1435734000.0,2015-07-01,1
2515 Parker St,2100.0,1433919600.0,2015-06-10,1
2515 Parker St,2100.0,1433919600.0,2015-06-10,1
2515 Parker St,2532.0,1401778800.0,2014-06-03,2
2515 Parker St,2735.0,1401778800.0,2014-06-03,2
2515 Parker St,2532.0,1401865200.0,2014-06-04,2
2515 Parker St,2900.0,1438412400.0,2015-08-01,2
2515 Parker St,2842.0,1404198000.0,2014-07-01,2
2519 Parker St,2690.0,1402038000.0,2014-06-06,2
2519 Parker St,2600.0,1433660400.0,2015-06-07,2
2519 Parker St,2690.0,1402210800.0,2014-06-08,2
2519 Parker St,2690.0,1402210800.0,2014-06-08,2
2519 Parker St,2850.0,1433660400.0,2015-06-07,2
2519 Parker St,2850.0,1433660400.0,2015-06-07,2
2519 Parker St,2850.0,1433660400.0,2015-06-07,2
2529 Dana St,1650.0,1438412400.0,2015-08-01,0
2541 Regent St,1795.0,1450944000.0,2015-12-24,1
2541 Regent St,1795.0,1435734000.0,2015-07-01,1
2541 Regent St,1649.0,1429858800.0,2015-04-24,1
2541 Regent St,1795.0,1435734000.0,2015-07-01,1
2541 Regent St,1795.0,1452240000.0,2016-01-08,1
2541 Regent St,1795.0,1439794800.0,2015-08-17,1
2541 Regent St,2795.0,1433142000.0,2015-06-01,2
2541 Regent St,2532.0,1409814000.0,2014-09-04,2
2541 Regent St,2795.0,1434870000.0,2015-06-21,2
2615 Parker St,3805.0,1433142000.0,2015-06-01,3
2623 Parker St,2900.0,1435734000.0,2015-07-01,2
2555 Benvenue Ave,2100.0,1451894400.0,2016-01-04,1
2555 Benvenue Ave,1595.0,1420358400.0,2015-01-04,0
2555 Benvenue Ave,3995.0,1433142000.0,2015-06-01,2
2537 Regent St,2900.0,1438412400.0,2015-08-01,2
2537 Regent St,1720.0,1402124400.0,2014-06-07,1
2537 Regent St,1495.0,1425884400.0,2015-03-09,0
2537 Regent St,1495.0,1427871600.0,2015-04-01,0
2537 Regent St,1619.0,1413442800.0,2014-10-16,1
2537 Regent St,1895.0,1439708400.0,2015-08-16,1
2537 Regent St,1720.0,1408431600.0,2014-08-19,1
2537 Regent St,2690.0,1400223600.0,2014-05-16,2
2537 Regent St,1925.0,1442386800.0,2015-09-16,1
2537 Regent St,2735.0,1403161200.0,2014-06-19,2
2537 Regent St,2695.0,1433142000.0,2015-06-01,2
2550 College Ave,1624.0,1401606000.0,2014-06-01,1
2550 College Ave,1421.0,1404630000.0,2014-07-06,1
2550 College Ave,1624.0,1401606000.0,2014-06-01,1
2550 College Ave,1624.0,1401606000.0,2014-06-01,1
2550 College Ave,1950.0,1439535600.0,2015-08-14,1
2601 Etna St,1625.0,1438412400.0,2015-08-01,1
2601 Etna St,1500.0,1441090800.0,2015-09-01,1
2601 Etna St,1370.0,1406876400.0,2014-08-01,3
2601 Etna St,2690.0,1401606000.0,2014-06-01,1
2531 Regent St,1167.0,1406876400.0,2014-08-01,0
2535 Regent St,1724.0,1407135600.0,2014-08-04,0
2535 Regent St,1599.0,1430636400.0,2015-05-03,0
2535 Regent St,1799.0,1443682800.0,2015-10-01,0
2535 Regent St,1749.0,1433142000.0,2015-06-01,0
2535 Regent St,1949.0,1445065200.0,2015-10-17,0
2535 Regent St,1899.0,1444892400.0,2015-10-15,0
2530 Hillegass Ave,2995.0,1433142000.0,2015-06-01,2
2530 Hillegass Ave,1776.0,1406876400.0,2014-08-01,2
2530 Hillegass Ave,1895.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,1950.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,1950.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,1995.0,1439708400.0,2015-08-16,1
2530 Hillegass Ave,1878.0,1401606000.0,2014-06-01,1
2530 Hillegass Ave,1895.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,1895.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,1895.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,2050.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,2995.0,1439622000.0,2015-08-15,2
2530 Hillegass Ave,2895.0,1433142000.0,2015-06-01,2
2530 Hillegass Ave,2895.0,1433142000.0,2015-06-01,2
2530 Hillegass Ave,1370.0,1414911600.0,2014-11-02,0
2530 Hillegass Ave,1314.0,1401606000.0,2014-06-01,0
2530 Hillegass Ave,1416.0,1401606000.0,2014-06-01,0
2530 Hillegass Ave,1396.0,1401606000.0,2014-06-01,0
2530 Hillegass Ave,1495.0,1433142000.0,2015-06-01,0
2530 Hillegass Ave,1450.0,1451635200.0,2016-01-01,0
2530 Hillegass Ave,1595.0,1433142000.0,2015-06-01,0
2530 Hillegass Ave,1595.0,1433142000.0,2015-06-01,0
2530 Hillegass Ave,1595.0,1433142000.0,2015-06-01,0
2530 Hillegass Ave,1595.0,1433142000.0,2015-06-01,0
2530 Hillegass Ave,1720.0,1401606000.0,2014-06-01,1
2530 Hillegass Ave,1720.0,1401606000.0,2014-06-01,1
2530 Hillegass Ave,1776.0,1401606000.0,2014-06-01,1
2530 Hillegass Ave,1619.0,1401606000.0,2014-06-01,1
2530 Hillegass Ave,1595.0,1433142000.0,2015-06-01,0
2530 Hillegass Ave,2850.0,1439622000.0,2015-08-15,2
2530 Hillegass Ave,2850.0,1433142000.0,2015-06-01,2
2530 Hillegass Ave,1795.0,1449043200.0,2015-12-02,1
2530 Hillegass Ave,1850.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,1850.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,1850.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,1850.0,1433142000.0,2015-06-01,1
2530 Hillegass Ave,2634.0,1401606000.0,2014-06-01,2
2530 Hillegass Ave,2588.0,1406876400.0,2014-08-01,2
2530 Hillegass Ave,2837.0,1401606000.0,2014-06-01,2
2530 Hillegass Ave,2837.0,1408777200.0,2014-08-23,2
2530 Hillegass Ave,2735.0,1401606000.0,2014-06-01,2
2530 Hillegass Ave,2634.0,1401606000.0,2014-06-01,2
2530 Hillegass Ave,2634.0,1404198000.0,2014-07-01,2
2530 Hillegass Ave,2634.0,1401606000.0,2014-06-01,2
2535 Hillegass Ave,1795.0,1440140400.0,2015-08-21,0
2535 Hillegass Ave,1695.0,1439708400.0,2015-08-16,0
2534 Benvenue Ave,2995.0,1435734000.0,2015-07-01,2
2534 Benvenue Ave,2950.0,1433142000.0,2015-06-01,2
2534 Benvenue Ave,2735.0,1404198000.0,2014-07-01,2
2534 Benvenue Ave,2735.0,1401606000.0,2014-06-01,2
2534 Benvenue Ave,1675.0,1401606000.0,2014-06-01,1
2534 Benvenue Ave,2735.0,1401606000.0,2014-06-01,2
2534 Benvenue Ave,2735.0,1401606000.0,2014-06-01,2
2534 Benvenue Ave,2735.0,1406876400.0,2014-08-01,2
2534 Benvenue Ave,2750.0,1451635200.0,2016-01-01,2
2534 Benvenue Ave,2735.0,1401606000.0,2014-06-01,2
2534 Benvenue Ave,2950.0,1435734000.0,2015-07-01,2
2534 Benvenue Ave,2950.0,1433142000.0,2015-06-01,2
2540 College Ave,1250.0,1433142000.0,2015-06-01,0
2540 College Ave,1218.0,1419494400.0,2014-12-25,0
2540 College Ave,1300.0,1446361200.0,2015-11-01,0
2540 College Ave,1300.0,1429167600.0,2015-04-16,0
2540 College Ave,1350.0,1433833200.0,2015-06-09,0
2540 College Ave,1300.0,1433142000.0,2015-06-01,0
2540 College Ave,1421.0,1400569200.0,2014-05-20,1
2540 College Ave,1370.0,1401606000.0,2014-06-01,1
2540 College Ave,1450.0,1433142000.0,2015-06-01,1
2540 College Ave,1421.0,1401606000.0,2014-06-01,1
2540 College Ave,2233.0,1398927600.0,2014-05-01,2
2540 College Ave,2182.0,1406876400.0,2014-08-01,2
2540 College Ave,1500.0,1433142000.0,2015-06-01,1
2540 College Ave,2233.0,1400569200.0,2014-05-20,2
2540 College Ave,2233.0,1401606000.0,2014-06-01,2
2540 College Ave,2233.0,1401606000.0,2014-06-01,2
2540 College Ave,2400.0,1433142000.0,2015-06-01,2
2540 College Ave,2284.0,1412146800.0,2014-10-01,2
2540 College Ave,2400.0,1441090800.0,2015-09-01,2
2727 Parker St,1975.0,1435906800.0,2015-07-03,1
2727 Parker St,1950.0,1430463600.0,2015-05-01,1
2727 Parker St,1975.0,1435129200.0,2015-06-24,1
2417 Blake St,2431.0,1401778800.0,2014-06-03,2
2423 Blake St,2695.0,1433142000.0,2015-06-01,2
2423 Blake St,2695.0,1433142000.0,2015-06-01,2
2423 Blake St,2295.0,1433142000.0,2015-06-01,2
2423 Blake St,2695.0,1433142000.0,2015-06-01,2
2423 Blake St,3895.0,1433142000.0,2015-06-01,3
2423 Blake St,3845.0,1433142000.0,2015-06-01,3
2423 Blake St,4145.0,1433142000.0,2015-06-01,3
2423 Blake St,3995.0,1433142000.0,2015-06-01,3
2423 Blake St,4145.0,1433142000.0,2015-06-01,3
2520 Regent St,1517.0,1401606000.0,2014-06-01,1
2520 Regent St,1517.0,1401606000.0,2014-06-01,1
2520 Regent St,1568.0,1401606000.0,2014-06-01,1
2520 Regent St,1568.0,1401606000.0,2014-06-01,1
2525 Regent St,2335.0,1406876400.0,2014-08-01,2
2525 Regent St,1827.0,1408777200.0,2014-08-23,2
2525 Regent St,1100.0,1452844800.0,2016-01-15,1
2525 Regent St,1100.0,1420099200.0,2015-01-01,1
2525 Regent St,1066.0,1401606000.0,2014-06-01,2
2525 Regent St,1850.0,1438412400.0,2015-08-01,2
2525 Regent St,1850.0,1433142000.0,2015-06-01,2
2525 Regent St,2000.0,1451635200.0,2016-01-01,2
2525 Regent St,1878.0,1401606000.0,2014-06-01,2
2525 Regent St,2100.0,1441090800.0,2015-09-01,2
2525 Regent St,2100.0,1401606000.0,2014-06-01,2
2531 Benvenue Ave,670.0,1434783600.0,2015-06-20,1
2531 Benvenue Ave,670.0,1401433200.0,2014-05-30,1
2531 Benvenue Ave,2132.0,1407826800.0,2014-08-12,2
2531 Benvenue Ave,680.0,1434783600.0,2015-06-20,0
2531 Benvenue Ave,609.0,1403852400.0,2014-06-27,0
2531 Benvenue Ave,538.0,1400137200.0,2014-05-15,0
2531 Benvenue Ave,639.0,1399014000.0,2014-05-02,0
2531 Benvenue Ave,609.0,1406271600.0,2014-07-25,1
2531 Benvenue Ave,700.0,1442732400.0,2015-09-20,0
2531 Benvenue Ave,650.0,1422086400.0,2015-01-24,1
2531 Benvenue Ave,629.0,1394179200.0,2014-03-07,1
2531 Benvenue Ave,660.0,1440054000.0,2015-08-20,1
2531 Benvenue Ave,660.0,1437375600.0,2015-07-20,1
2537 Benvenue Ave,1416.0,1409554800.0,2014-09-01,1
2537 Benvenue Ave,1015.0,1409554800.0,2014-09-01,1
2537 Benvenue Ave,1416.0,1404198000.0,2014-07-01,1
2537 Benvenue Ave,1416.0,1409554800.0,2014-09-01,1
2537 Benvenue Ave,1416.0,1401606000.0,2014-06-01,1
2537 Benvenue Ave,1416.0,1401606000.0,2014-06-01,1
2537 Benvenue Ave,2132.0,1401606000.0,2014-06-01,2
2537 Benvenue Ave,2132.0,1401606000.0,2014-06-01,2
2536 College Ave,2400.0,1433142000.0,2015-06-01,1
2536 College Ave,2400.0,1433142000.0,2015-06-01,2
2536 College Ave,2741.0,1401606000.0,2014-06-01,2
2536 College Ave,3000.0,1433142000.0,2015-06-01,2
2536 College Ave,1573.0,1401606000.0,2014-06-01,1
2536 College Ave,1523.0,1401606000.0,2014-06-01,1
2536 College Ave,1624.0,1396335600.0,2014-04-01,1
2536 College Ave,1600.0,1435734000.0,2015-07-01,1
2536 College Ave,1700.0,1433142000.0,2015-06-01,1
2536 College Ave,1624.0,1401606000.0,2014-06-01,1
2536 College Ave,1750.0,1433142000.0,2015-06-01,1
2536 College Ave,1750.0,1435734000.0,2015-07-01,1
2536 College Ave,1795.0,1433142000.0,2015-06-01,1
2536 College Ave,1795.0,1433142000.0,2015-06-01,1
2536 College Ave,1995.0,1438412400.0,2015-08-01,1
2536 College Ave,1827.0,1401606000.0,2014-06-01,1
2536 College Ave,1795.0,1433142000.0,2015-06-01,1
2536 College Ave,1995.0,1433142000.0,2015-06-01,1
2536 College Ave,1995.0,1433142000.0,2015-06-01,1
2536 College Ave,1995.0,1433142000.0,2015-06-01,1
2536 College Ave,2000.0,1433142000.0,2015-06-01,1
2536 College Ave,2000.0,1433142000.0,2015-06-01,1
2536 College Ave,2310.0,1433142000.0,2015-06-01,1
2536 College Ave,2066.0,1406876400.0,2014-08-01,1
2535 College Ave,1795.0,1439622000.0,2015-08-15,1
2535 College Ave,1795.0,1433401200.0,2015-06-04,1
2535 College Ave,1795.0,1433401200.0,2015-06-04,1
2535 College Ave,1795.0,1433487600.0,2015-06-05,1
2535 College Ave,1795.0,1433487600.0,2015-06-05,1
2535 College Ave,1795.0,1433401200.0,2015-06-04,1
2535 College Ave,1795.0,1433314800.0,2015-06-03,1
2535 College Ave,1795.0,1433487600.0,2015-06-05,1
2535 College Ave,1795.0,1434351600.0,2015-06-15,1
2535 College Ave,1795.0,1434351600.0,2015-06-15,1
2535 College Ave,2895.0,1433487600.0,2015-06-05,2
2535 College Ave,2895.0,1433487600.0,2015-06-05,2
2535 College Ave,1795.0,1433314800.0,2015-06-03,1
2535 College Ave,2895.0,1433314800.0,2015-06-03,2
2535 College Ave,2895.0,1433487600.0,2015-06-05,2
2535 College Ave,2895.0,1433487600.0,2015-06-05,2
2539 College Ave,1795.0,1439622000.0,2015-08-15,1
2539 College Ave,1795.0,1433401200.0,2015-06-04,1
2539 College Ave,1795.0,1433401200.0,2015-06-04,1
2539 College Ave,1795.0,1433487600.0,2015-06-05,1
2539 College Ave,1795.0,1433487600.0,2015-06-05,1
2539 College Ave,1795.0,1433401200.0,2015-06-04,1
2539 College Ave,1795.0,1433314800.0,2015-06-03,1
2539 College Ave,1795.0,1433487600.0,2015-06-05,1
2539 College Ave,1795.0,1434351600.0,2015-06-15,1
2539 College Ave,1795.0,1434351600.0,2015-06-15,1
2539 College Ave,2895.0,1433487600.0,2015-06-05,2
2539 College Ave,2895.0,1433487600.0,2015-06-05,2
2539 College Ave,1795.0,1433314800.0,2015-06-03,1
2539 College Ave,2895.0,1433314800.0,2015-06-03,2
2539 College Ave,2895.0,1433487600.0,2015-06-05,2
2539 College Ave,2895.0,1433487600.0,2015-06-05,2
2536 Piedmont Ave,2080.0,1432969200.0,2015-05-30,1
2536 Piedmont Ave,1370.0,1406876400.0,2014-08-01,0
2803 Parker St,2208.0,1417420800.0,2014-12-01,1
2546 Warring St,3243.0,1401692400.0,2014-06-02,2
2546 Warring St,3195.0,1433142000.0,2015-06-01,2
2546 Warring St,3248.0,1401778800.0,2014-06-03,3
2546 Warring St,4100.0,1433142000.0,2015-06-01,2
2546 Warring St,4595.0,1438412400.0,2015-08-01,3
2546 Warring St,3344.0,1401692400.0,2014-06-02,3
2509 Dana St,711.0,1401606000.0,2014-06-01,1
2509 Dana St,690.0,1409036400.0,2014-08-26,1
2509 Dana St,1421.0,1401606000.0,2014-06-01,1
2414 Dwight Way,1475.0,1438412400.0,2015-08-01,1
2414 Dwight Way,825.0,1436943600.0,2015-07-15,0
2414 Dwight Way,725.0,1451462400.0,2015-12-30,0
2414 Dwight Way,725.0,1438412400.0,2015-08-01,0
2414 Dwight Way,761.0,1404198000.0,2014-07-01,0
2414 Dwight Way,825.0,1437116400.0,2015-07-17,0
2414 Dwight Way,825.0,1435734000.0,2015-07-01,0
2414 Dwight Way,837.0,1394006400.0,2014-03-05,0
2414 Dwight Way,837.0,1394006400.0,2014-03-05,0
2414 Dwight Way,1396.0,1403852400.0,2014-06-27,1
2414 Dwight Way,850.0,1442214000.0,2015-09-14,0
2550 Telegraph Ave,2030.0,1403247600.0,2014-06-20,2
2550 Telegraph Ave,2100.0,1433314800.0,2015-06-03,2
2550 Telegraph Ave,2100.0,1420444800.0,2015-01-05,2
2550 Telegraph Ave,2100.0,1444978800.0,2015-10-16,2
2550 Telegraph Ave,1929.0,1415779200.0,2014-11-12,2
2550 Telegraph Ave,2000.0,1432969200.0,2015-05-30,2
2550 Telegraph Ave,2000.0,1432969200.0,2015-05-30,2
2550 Telegraph Ave,2030.0,1402038000.0,2014-06-06,2
2550 Telegraph Ave,2132.0,1409900400.0,2014-09-05,2
2550 Telegraph Ave,2200.0,1434524400.0,2015-06-17,2
2550 Telegraph Ave,1200.0,1441522800.0,2015-09-06,0
2550 Telegraph Ave,1000.0,1433142000.0,2015-06-01,0
2550 Telegraph Ave,1250.0,1421049600.0,2015-01-12,0
2550 Telegraph Ave,1218.0,1392969600.0,2014-02-21,0
2550 Telegraph Ave,1269.0,1415952000.0,2014-11-14,0
2550 Telegraph Ave,1250.0,1423728000.0,2015-02-12,0
2550 Telegraph Ave,1400.0,1452240000.0,2016-01-08,0
2550 Telegraph Ave,1300.0,1452240000.0,2016-01-08,0
2550 Telegraph Ave,1500.0,1431327600.0,2015-05-11,0
2550 Telegraph Ave,1421.0,1404370800.0,2014-07-03,0
2550 Telegraph Ave,1500.0,1434697200.0,2015-06-19,1
2550 Telegraph Ave,1421.0,1405062000.0,2014-07-11,1
2550 Telegraph Ave,2132.0,1409900400.0,2014-09-05,0
2550 Telegraph Ave,1500.0,1434697200.0,2015-06-19,1
2550 Telegraph Ave,1475.0,1421827200.0,2015-01-21,1
2550 Telegraph Ave,1600.0,1420790400.0,2015-01-09,1
2550 Telegraph Ave,1760.0,1420790400.0,2015-01-09,1
2550 Telegraph Ave,1700.0,1438239600.0,2015-07-30,1
2550 Telegraph Ave,1900.0,1420099200.0,2015-01-01,2
2550 Telegraph Ave,1800.0,1452844800.0,2016-01-15,1
2550 Telegraph Ave,2500.0,1434092400.0,2015-06-12,2
2550 Telegraph Ave,2200.0,1438412400.0,2015-08-01,2
2550 Telegraph Ave,2800.0,1449129600.0,2015-12-03,2
2521 Regent St,1200.0,1433142000.0,2015-06-01,1
2521 Regent St,1450.0,1427871600.0,2015-04-01,0
2521 Regent St,1266.0,1422777600.0,2015-02-01,1
2521 Regent St,1224.0,1433142000.0,2015-06-01,1
2521 Regent St,1345.0,1401865200.0,2014-06-04,1
2521 Regent St,1275.0,1434956400.0,2015-06-22,1
2521 Regent St,1345.0,1408950000.0,2014-08-25,1
2521 Regent St,1345.0,1402124400.0,2014-06-07,1
2521 Regent St,1375.0,1430463600.0,2015-05-01,1
2521 Regent St,1345.0,1401433200.0,2014-05-30,1
2521 Regent St,1396.0,1419062400.0,2014-12-20,1
2521 Regent St,1395.0,1433142000.0,2015-06-01,1
2521 Regent St,1550.0,1433574000.0,2015-06-06,1
2521 Regent St,1450.0,1433142000.0,2015-06-01,1
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433401200.0,2015-06-04,2
2520 Hillegass Ave,2532.0,1401778800.0,2014-06-03,2
2520 Hillegass Ave,2800.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2900.0,1433487600.0,2015-06-05,2
2520 Hillegass Ave,2532.0,1401692400.0,2014-06-02,2
2520 Hillegass Ave,2532.0,1401778800.0,2014-06-03,2
