address,avg_ppr
2435 9th St,1066.0
1413 Alcatraz Ave,1785.0
1608 62nd St,525.0
1610 62nd St,1174.4166666666667
1639 San Pablo Ave,761.5
1000 Allston Way,1100.0
2822 San Pablo Ave,875.0
1235 Carrison St,457.0
3218 Boise St,740.0
1127 Hopkins St,1857.0
1608 Kains Ave,1015.0
2324 9th St,761.5
2332 9th St,750.0
1225 Ashby Ave,1150.0
1411 Alcatraz Ave,1785.0
1509 Kains Ave,1929.0
1611 San Pablo Ave,1012.5
1731 10th St,2570.0
1029 Delaware St,1750.0
1014 Hearst Ave,840.0
2730 10th St,2030.0
1212 Carrison St,1726.0
3219 Idaho St,670.0
1034 Virginia St,1100.0
1236 Haskell St,913.5
1332 Alcatraz Ave,1750.0
2112 9th St,939.0
2225 8th St,1050.0
2341 8th St,1200.0
2411 8th St,1395.5
1202 Carrison St,1000.8333333333334
1238 Haskell St,954.4285714285714
1726 10th St,867.5
1819 9th St,1200.0
2447 8th St,942.5
1226 Haskell St,950.0
1330 Alcatraz Ave,500.0
1135 Page St,1246.5
1910 9th St,895.0
2337 8th St,1200.0
1008 Grayson St,1200.0
1210 Masonic Ave,1800.0
1229 Evelyn Ave,1387.1666666666667
925 Bancroft Way,1175.0
2314 8th St,850.0
1218 Haskell St,916.0
2430 8th St,600.0
2436 8th St,947.5
1411 Kains Ave,1150.0
1721 9th St,812.0
1810 9th St,1218.0
2434 8th St,1000.0
1732 9th St,783.3333333333334
2335 7th St,1416.0
906 Channing Way,1147.5
2415 7th St,1650.0
2433 7th St,1400.0
2431 7th St,1117.0
995 Virginia St,888.0
2226 7th St,989.5
2328 7th St,1237.8333333333333
839 Channing Way,887.5
2432 7th St,1342.5
914 Delaware St,812.0
834 Bancroft Way,1137.5
1817 7th St,875.0
2417 6th St,1118.75
1638 8th St,1005.6666666666666
838 Hearst Ave,1450.0
1917 6th St,685.0
2100 6th St,1300.0
1313 San Pablo Ave,1097.5
2034 6th St,2284.0
812 Allston Way,1500.0
2036 6th St,676.6666666666666
1433 9th St,1425.0
1728 7th St,1319.6666666666667
1735 6th St,1218.0
1439 8th St,990.0
1112 Harrison St,2000.0
1213 San Pablo Ave,1364.2857142857142
1412 9th St,1135.8333333333333
2410 5th St,1500.0
5 Acacia Ave,1675.0
557 Spruce St,1166.6666666666667
1192 Kains Ave,1117.0
1613 6th St,1620.5
851 Cedar St,700.0
1416 8th St,1100.0
853 Cedar St,700.0
901 Page St,1690.25
