,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room
885,2331 Ninth Street,0,1,37.86303,-122.292488,0,1550
886,1709 Dwight Way,0,0,37.863033,-122.276248,0,3670
887,2172 Blake St,0,0,37.863043,-122.265349,0,1886
888,2198 Blake St,0,0,37.863065,-122.265177,0,2796
889,2618 College Ave,3,4,37.863068,-122.254185,2000,2562
890,2611 Benvenue Ave,0,0,37.863077,-122.254574,0,1800
891,2608 Benvenue Ave,0,0,37.863081,-122.255343,0,3650
892,1713 Dwight Way,0,0,37.8631,-122.27612,0,2312
893,2315 Parker St,0,0,37.863101,-122.262019,0,1762
894,2424 Spaulding Ave,0,0,37.863109,-122.280486,0,1736
895,2331 9th St,0,0,37.863135,-122.292242,0,1473
896,2456 Parker St,0,0,37.863142,-122.25797,0,2192
897,2620 Regent St,3,4,37.863159,-122.258139,1750,1623
898,2212 Blake St,0,0,37.863168,-122.26438,0,2132
899,2023 Blake St,0,0,37.863175,-122.26869,0,1336
900,2537 Ellsworth St,0,0,37.863181,-122.26239,0,1966
901,2329 Parker St,0,0,37.863185,-122.26137,0,2200
902,2529 Fulton St,0,0,37.863202,-122.264925,0,2741
903,2414 Parker,0,2,37.863214,-122.260205,0,1647
904,2606 Benvenue Ave,0,0,37.863232,-122.255017,0,2701
905,2202 Blake St,0,0,37.863243,-122.264696,0,2741
906,2620 Hillegass,0,1,37.863259,-122.256939,0,3195
907,2629 Piedmont Ave,0,0,37.863274,-122.251024,0,1850
908,2021 Blake St,0,0,37.863281,-122.268739,0,1336
909,2617 College Ave,0,0,37.863285,-122.253318,0,1972
910,2460 Parker St,0,0,37.863287,-122.25779,0,2192
911,2618 Hillegass Avenue,0,5,37.863295,-122.256943,0,1399
912,2535 Ellsworth St,0,0,37.8633,-122.262414,0,2346
913,2232 Blake St,0,0,37.863305,-122.263353,0,2500
914,1805 Dwight Way,0,0,37.863329,-122.274014,0,1200
915,2240 Blake St,0,0,37.863344,-122.26306,0,2775
916,2541 Dana St,0,0,37.863347,-122.260141,0,1794
917,2435 Jefferson Ave,0,0,37.863383,-122.277514,0,1679
918,2371 San Pablo Ave,0,0,37.863398,-122.290038,0,1775
919,2532 Dana St,0,0,37.863402,-122.260686,0,1287
920,1927 Dwight Way,1,2,37.863406,-122.271896,782,1247
921,1931 Dwight Way,1,1,37.863418,-122.271807,374,1595
922,834 Bancroft Way,0,0,37.863435,-122.295455,0,2725
923,1927 Dwight Way,0,0,37.863453,-122.271485,0,2236
924,2012 Dwight Way,0,0,37.863479,-122.269096,0,1475
925,2428 McGee Ave,0,0,37.863495,-122.27707,0,1175
926,2131 Blake St,0,0,37.863502,-122.265957,0,888
927,1322 Channing Way,1,2,37.863511,-122.285465,1444,1650
928,2020 Dwight Way,0,0,37.863525,-122.268766,0,1500
929,Regent St at Parker St.,1,2,37.863526,-122.25818,860,1700
930,2529 Ellsworth St,0,0,37.863529,-122.262572,0,1904
931,2511 Parker st,0,1,37.863536,-122.258058,0,1995
932,2232 Blake St.,1,2,37.863538,-122.264485,1000,1400
933,2535 Chilton Way,0,0,37.86356,-122.259497,0,3150
934,2028 Dwight Way,0,0,37.863572,-122.268399,0,2179
935,2511 Parker St,0,0,37.863577,-122.257061,0,2197
936,2515 Parker St,0,0,37.863581,-122.256882,0,2197
937,2030 Dwight Way,0,0,37.863593,-122.268239,0,2258
938,2435 Grant St,0,0,37.863605,-122.274106,0,1588
939,2508 Shattuck Ave,0,0,37.863613,-122.26764,0,2459
940,2540 Regent St,0,0,37.863621,-122.257635,0,2810
941,Milvia St at Dwight Way,0,4,37.863626,-122.27028,0,1098
942,2519 Parker St,0,0,37.863631,-122.256578,0,2746
943,2615 Parker St,0,0,37.863651,-122.255564,0,3805
944,2506 Shattuck Ave,0,0,37.863661,-122.267746,0,2459
945,2535 Ellsworth St.,2,2,37.863668,-122.263264,700,1300
946,2623 Parker St,0,0,37.863669,-122.255216,0,2900
947,2313 9th St,0,0,37.86368,-122.29242,0,1827
948,2529 Dana St,0,0,37.863684,-122.260273,0,1650
949,1909 Dwight Way,0,0,37.863687,-122.271612,0,2400
950,1921 Dwight Way,0,0,37.863694,-122.271309,0,1370
951,1937 Dwight Way,0,0,37.8637,-122.270332,0,1875
952,2215 Blake St,0,0,37.863702,-122.2644,0,2263
953,1919 Dwight Way,0,0,37.863707,-122.271453,0,2002
954,1931 Dwight Way,0,0,37.863708,-122.270966,0,1543
955,2541 Regent St,0,0,37.863717,-122.25728,0,2239
956,2433 Grant St,0,0,37.863745,-122.27412,0,1636
957,2030 Dwight Way,0,2,37.863748,-122.269484,0,1297
958,2555 Benvenue Ave,0,0,37.863766,-122.254708,0,2563
959,2414 sacramento,0,1,37.863769,-122.281637,0,1625
960,2414 California St,0,0,37.863781,-122.279468,0,2000
961,2405 Sacramento St,0,0,37.863787,-122.280889,0,1878
962,2537 Regent St,0,0,37.863816,-122.257597,0,2008
963,Blake at Ellsworth,0,1,37.863826,-122.26328,0,2495
964,2334 Browning St,0,0,37.863831,-122.287654,0,1975
965,2235 Blake St,0,0,37.863835,-122.263378,0,2900
966,2601 Etna St,0,0,37.863848,-122.252333,0,1654
967,2450 Milvia St,0,0,37.863869,-122.270211,0,1875
968,2550 College Ave,0,0,37.863874,-122.254106,0,1649
969,2128 Dwight Way,0,0,37.863892,-122.266388,0,611
970,2425 Grant St,0,0,37.863901,-122.274138,0,2185
971,0 0,1,1,37.863911,-122.272253,500,1800
972,2325 Blake St,0,0,37.863922,-122.261613,0,1556
973,2126 Dwight Way,0,0,37.863927,-122.266497,0,611
974,2532 Regent St,0,0,37.863929,-122.257951,0,1320
975,2422 Grant St,0,0,37.863957,-122.274837,0,2581
976,2540 Benvenue Ave,0,0,37.863969,-122.255444,0,1738
977,2545 Benvenue Ave,0,0,37.863973,-122.25467,0,1387
978,2309 Blake St,0,0,37.863974,-122.262339,0,1514
979,2418 Roosevelt Ave,0,0,37.863981,-122.275977,0,1200
980,2511 Fulton St,0,0,37.863994,-122.265015,0,2719
981,2535 Regent St,0,0,37.864002,-122.257308,0,1787
982,0 0,0,1,37.864012,-122.273369,0,2200
983,2317 Blake St,0,0,37.864015,-122.262015,0,863
984,2321 Blake St,0,0,37.864035,-122.261878,0,1843
985,2208 Dwight Way,0,0,37.864039,-122.264675,0,1707
986,2740 PARKER STREET,2,5,37.864063,-122.252083,2100,1650
987,2327 Blake St,0,0,37.864064,-122.261654,0,1556
988,2421 Grant St,0,0,37.864073,-122.274153,0,1320
989,1914 Haste St,0,0,37.864078,-122.271491,0,1543
990,2540 College Ave,0,0,37.86408,-122.254124,0,1664
991,2427 McKinley Ave,0,0,37.864082,-122.273017,0,1658
992,2122 Dwight Way - 5,1,1,37.864093,-122.267253,350,1600
993,2204 Dwight Way,0,0,37.864096,-122.264945,0,3400
994,2331 Blake St,0,0,37.8641,-122.261376,0,1594
995,1916 Haste St,0,0,37.864101,-122.271298,0,1400
996,2422 McKinley Ave,0,0,37.864102,-122.273709,0,1516
997,2534 Benvenue Ave,0,0,37.864104,-122.255453,0,2247
998,2200 Dwight Way,0,0,37.864106,-122.265079,0,2719
999,2222 Dwight Way,0,0,37.864113,-122.264134,0,1107
1000,925 Bancroft Way,0,0,37.864115,-122.294295,0,2350
1001,2409 Jefferson Ave,0,0,37.864116,-122.277885,0,1523
1002,1920 Haste St,0,0,37.864125,-122.271117,0,1912
1003,2740 PARKER STREET,0,5,37.864131,-122.252147,0,1650
1004,2423 Blake Street,0,4,37.864141,-122.260107,0,1248
1005,2531 Regent St,0,0,37.864145,-122.257326,0,1167
1006,2228 Dwight Way,0,0,37.864147,-122.263878,0,2007
1007,1924 Haste St,0,0,37.864148,-122.270946,0,1887
1008,2740 PARKER STREET,2,5,37.864165,-122.252985,2100,1650
1009,1930 Haste St,0,0,37.86417,-122.270771,0,1800
1010,0 0,0,1,37.864173,-122.256417,0,850
1011,2530 Hillegass Ave,0,0,37.864178,-122.256771,0,2022
1012,2341 Acton St,0,0,37.864187,-122.283024,0,2150
1013,2230 Dwight Way,0,0,37.864191,-122.263534,0,2435
1014,1932 Haste St,0,0,37.864194,-122.270597,0,1658
1015,2515 Dana St,0,0,37.864195,-122.260414,0,1577
1016,2226 7th St,0,0,37.864197,-122.29566,0,1979
1017,2507 Ellsworth St,0,0,37.864212,-122.262742,0,1700
1018,2803 Parker St,0,0,37.864216,-122.251115,0,2208
1019,2727 Parker St,0,0,37.864224,-122.252243,0,1967
1020,2534 Piedmont Avenue,0,2,37.864233,-122.251697,0,1350
1021,0 0,0,1,37.86425,-122.264593,0,1990
1022,2537 Benvenue Ave,0,0,37.864251,-122.254626,0,1740
1023,2220 Dwight,0,1,37.864267,-122.26485,0,1990
1024,2224 Dwight Way,0,0,37.864272,-122.264159,0,1107
1025,2525 Regent St,0,0,37.864288,-122.257339,0,1494
1026,2535 College Ave,0,0,37.864298,-122.253589,0,2345
1027,2417 Blake St,0,0,37.864309,-122.259728,0,2431
1028,2226 Dwight Way,0,0,37.864319,-122.264003,0,2007
1029,Dwight at Fulton,0,4,37.864326,-122.26578,0,1300
1030,2536 Piedmont Ave,0,0,37.864333,-122.251734,0,1725
1031,2534 Benvenue Ave,1,1,37.864334,-122.255452,548,2150
1032,2423 Blake St,0,0,37.864335,-122.259522,0,3300
1033,2324 Dwight Way,0,0,37.864337,-122.261662,0,1548
1034,2314 Dwight Way,0,0,37.86435,-122.262329,0,2355
1035,2428 Milvia St,0,0,37.864355,-122.270058,0,1925
1036,2531 Benvenue Ave,0,0,37.864363,-122.254951,0,1138
1037,2536 College Ave,0,0,37.864365,-122.254124,0,2288
1038,2503 Ellsworth St,0,0,37.864367,-122.2628,0,1457
1039,2546 Warring St,0,0,37.864371,-122.250539,0,3621
1040,2320 Bonar St,0,0,37.864379,-122.286714,0,2000
1041,2304 Dwight Way,0,0,37.864381,-122.262639,0,1734
1042,Jefferson at Channing,1,2,37.864385,-122.277946,725,975
1043,2539 College Ave,0,0,37.864386,-122.253427,0,2345
1044,2550 Telegraph Ave,0,0,37.864395,-122.258764,0,1699
1045,2310 Dwight Way,0,0,37.864399,-122.262497,0,1834
1046,2322 Bonar St,0,0,37.86441,-122.286528,0,2000
1047,2423 Blake St.,0,3,37.864419,-122.248406,0,1331
1048,2521 Regent St,0,0,37.864431,-122.257355,0,1398
1049,2509 Dana St,0,0,37.864444,-122.260352,0,941
1050,2534 Piedmont Ave,0,0,37.864453,-122.251818,0,2976
1051,1921 Haste St,0,0,37.864462,-122.271175,0,3420
1052,1128 Bancroft Way,0,0,37.864467,-122.289279,0,2148
1053,2520 Hillegass Ave,0,0,37.86447,-122.256706,0,2321
1054,2520 Regent St,0,0,37.864474,-122.257954,0,1543
1055,2233 Dwight Way,0,0,37.864484,-122.263687,0,4359
1056,Channing Way at California Street,0,2,37.864487,-122.278883,0,1925
1057,2308 Dwight Way,0,0,37.86449,-122.262555,0,1834
1058,2246 10th St,0,0,37.864493,-122.292054,0,1320
1059,2217 Dwight Way,0,0,37.864507,-122.264476,0,1878
1060,2529 Benvenue Ave,0,0,37.86451,-122.254722,0,1761
1061,2345 West St,0,0,37.864536,-122.284924,0,1370
1062,2541 Piedmont Ave,0,0,37.864552,-122.251202,0,1619
1063,2532 College Ave,0,0,37.864554,-122.254172,0,1208
1064,1907 Haste St,0,0,37.864572,-122.271854,0,1833
1065,2517 Regent St,0,0,37.864575,-122.257364,0,2000
1066,2213 Dwight Way,0,0,37.8646,-122.264602,0,2495
1067,2524 Benvenue Ave,0,0,37.864605,-122.255285,0,1879
1068,1915 Haste St,0,0,37.864613,-122.271555,0,2228
1069,2219 Dwight Way,0,0,37.86462,-122.264432,0,1878
1070,2314 Bonar St,0,0,37.864624,-122.286765,0,2309
1071,0 0,0,1,37.864626,-122.26348,0,1990
1072,1919 Haste St,0,0,37.864637,-122.27138,0,2888
1073,2500 Dana St,0,0,37.864641,-122.260975,0,1900
1074,2221 Dwight Way,0,0,37.864645,-122.264258,0,2845
1075,2501 Dana Street,0,2,37.864656,-122.260408,1130,1800
1076,2414 Dwight Way,0,0,37.864659,-122.259955,0,1118
1077,2223 Dwight Way,0,0,37.864665,-122.264084,0,1647
1078,2110 Haste Street,1,2,37.864673,-122.26691,824,1640
1079,2418 Dwight Way,0,0,37.864678,-122.259794,0,1915
1080,2321 Dwight Way,1,1,37.864687,-122.263031,550,1800
1081,2420 Dwight Way,0,0,37.864696,-122.259635,0,1614
1082,2231 Dwight Way,0,0,37.864706,-122.263743,0,4359
1083,2515 Regent St,0,0,37.864711,-122.257272,0,3500
1084,2247 Dwight Way,0,0,37.864723,-122.263226,0,1600
1085,2517 Telegraph Ave,0,0,37.864725,-122.258089,0,1968
1086,2420 Milvia St,0,0,37.864733,-122.270111,0,2275
1087,1937 Haste St,0,0,37.864748,-122.270495,0,878
1088,2520 Etna St,0,0,37.864763,-122.252995,0,1895
1089,2504 Dana Street - 3,3,6,37.864766,-122.26122,1765,1350
1090,2491 Ellsworth Street,1,1,37.864775,-122.262726,750,2485
1091,2331 Sacramento St,0,0,37.864777,-122.28099,0,1066
1092,2491 Ellsworth St,0,0,37.864789,-122.262771,0,1981
1093,2001 Haste St,0,0,37.864791,-122.269723,0,1700
1094,2225 8th St,0,0,37.864801,-122.294002,0,2100
1095,2510 Regent St,0,0,37.864808,-122.257949,0,1968
1096,2430 Dwight Way,0,0,37.864815,-122.259152,0,1699
1097,2405 McKinley Ave,0,0,37.86482,-122.273153,0,1780
1098,2520 College Ave,0,0,37.864826,-122.254198,0,2689
1099,2426 Fulton St,0,0,37.864828,-122.265754,0,3575
1100,2513 Telegraph Ave,0,0,37.86483,-122.258186,0,1801
1101,2416 Dwight Way,0,0,37.864847,-122.259976,0,1118
1102,2525 Piedmont Ave,0,0,37.864857,-122.251228,0,1306
1103,2518 Etna St,0,0,37.864875,-122.253007,0,2800
1104,2007 Haste St,0,0,37.864877,-122.269582,0,1925
1105,1266 Bancroft Way,0,0,37.864883,-122.287153,0,1400
1106,812 Allston Way,0,0,37.864884,-122.29721,0,3000
1107,2011 Haste St,0,0,37.864894,-122.269436,0,1835
1108,2508 Hillegass Ave,0,0,37.864909,-122.256731,0,2176
1109,2015 Haste St,0,0,37.864918,-122.269264,0,3126
1110,Dwight Way at Dana,1,2,37.864926,-122.26128,750,1400
1111,2321 Dwight Way,0,0,37.864927,-122.262055,0,1841
1112,2425 Fulton St,0,0,37.864928,-122.26531,0,1332
1113,2021 Haste St,0,0,37.864939,-122.269081,0,1695
1114,2329 Dwight Way,0,0,37.864954,-122.261846,0,3500
1115,2446 Dana St,0,0,37.86496,-122.261005,0,2750
1116,2214 Haste St,0,0,37.864969,-122.264678,0,1417
1117,2333 Dwight Way,0,0,37.864973,-122.26171,0,1395
1118,2206 Haste St,0,0,37.864974,-122.265099,0,1332
1119,2515 Benvenue Ave,0,0,37.864984,-122.254763,0,1869
1120,2218 Haste St,0,0,37.864991,-122.264506,0,1537
1121,2525 Piedmont Avenue,0,1,37.864995,-122.251225,0,1550
1122,2033 Haste St,0,0,37.864997,-122.268665,0,1941
1123,2335 Dwight Way,0,0,37.864999,-122.261515,0,1810
1124,1914 Channing Way,0,0,37.865003,-122.271416,0,1824
1125,2210 Haste St,0,0,37.865007,-122.264844,0,831
1126,2222 Haste St,0,0,37.86501,-122.264341,0,2200
1127,Haste St at Shattuck Ave,0,2,37.865026,-122.26788,0,1297
1128,2522 Piedmont Ave,0,0,37.865027,-122.251872,0,2034
1129,1918 Channing Way,0,0,37.865028,-122.271242,0,2108
1130,2230 Haste St,0,0,37.865041,-122.264094,0,2105
1131,2110 Haste St,1,2,37.865046,-122.267676,707,1783
1132,2519 College Ave,0,0,37.865057,-122.253492,0,2484
1133,2508 Benvenue Ave,0,0,37.865065,-122.255436,0,1974
1134,2521 Piedmont Ave,0,0,37.865068,-122.25129,0,1579
1135,2232 Haste St,0,0,37.865074,-122.263839,0,2629
1136,2431 Ellsworth St,0,0,37.865077,-122.262741,0,2776
1137,haste street at shattuck,0,1,37.86508,-122.267017,0,1750
1138,2315 Dwight Way,0,0,37.865081,-122.262354,0,528
1139,2229 mcgee,1,1,37.865093,-122.275493,750,2000
1140,2514 College Ave,0,0,37.865097,-122.254226,0,2502
1141,2434 Fulton Street,1,2,37.865104,-122.265866,1050,1700
1142,2532 Dwight Way,0,0,37.86511,-122.256864,0,971
1143,1938 Channing Way,0,0,37.865116,-122.270543,0,3278
1144,2432 Fulton Street,2,4,37.865129,-122.265869,1450,1400
1145,haste at SHATTUCK,0,1,37.865131,-122.26706,0,1690
1146,2439 Dwight Way,0,0,37.865148,-122.258967,0,1820
1147,2428 Ellsworth St,0,0,37.865156,-122.26349,0,2341
1148,1942 Channing Way,0,0,37.865171,-122.270166,0,1814
1149,2508 Regent St - B,2,2,37.865179,-122.258364,775,2000
1150,2309 Acton St,0,0,37.865181,-122.283327,0,1013
1151,2516 Piedmont Ave,0,0,37.865183,-122.251656,0,1895
1152,2135 Haste St,0,0,37.865194,-122.265743,0,2795
1153,2449 Dwight Way,0,0,37.865203,-122.258644,0,1414
1154,1930 Channing Way,0,0,37.86521,-122.270818,0,2118
1155,Channing,0,2,37.865226,-122.27278,0,1497
1156,2429 Shattuck Ave,0,0,37.865241,-122.267086,0,1481
1157,2115 Haste St,0,0,37.865245,-122.266719,0,1423
1158,2510 College Ave,0,0,37.865248,-122.254008,0,3075
1159,2010 Channing Way,0,0,37.865256,-122.269506,0,3099
1160,2137 Haste St,0,0,37.865257,-122.265797,0,2795
1161,2133 Haste St,0,0,37.865271,-122.265925,0,2795
1162,2238 Curtis St,0,0,37.865281,-122.288932,0,1400
1163,2117 Haste St,0,0,37.865283,-122.266364,0,2935
1164,2320 Haste St,0,0,37.865287,-122.262173,0,1936
1165,Benvenue at Dwight,0,1,37.8653,-122.255387,0,1800
1166,2501 Benvenue Ave,0,0,37.865307,-122.254919,0,1732
1167,2420 Fulton St,0,0,37.865308,-122.265612,0,2795
1168,2305 Acton St,0,0,37.865311,-122.283361,0,1672
1169,2322 Haste St,0,0,37.865312,-122.261974,0,1772
1170,2514 Piedmont Ave,0,0,37.865318,-122.251668,0,1895
1171,2437 Dwight Way,0,0,37.86532,-122.259031,0,1820
1172,2506 Dwight Way - B,1,2,37.865326,-122.258723,629,1700
1173,2330 Haste St,0,0,37.865345,-122.261738,0,1933
1174,2644 Dwight Way,0,0,37.865354,-122.254452,0,2065
1175,2515 Piedmont Ave,0,0,37.865367,-122.251338,0,1810
1176,2416 Fulton St,0,0,37.865369,-122.26577,0,1751
1177,2228 San Pablo Ave,0,0,37.865382,-122.291239,0,1950
1178,2217 9th St,0,0,37.865385,-122.29298,0,1976
1179,2340 Grant St,0,0,37.865386,-122.274986,0,2400
1180,2249 Bonar St,0,0,37.865393,-122.286314,0,2336
1181,2236 Browning St,0,0,37.865397,-122.28798,0,3553
1182,haste at atherton,2,5,37.865426,-122.26478,3000,1700
1183,2412 Fulton St,0,0,37.865446,-122.265709,0,1751
1184,2521 College Ave.,0,1,37.865459,-122.254339,0,1600
1185,2511 Dwight Way,0,0,37.865475,-122.257987,0,1950
1186,2504 College Ave,0,0,37.8655,-122.254075,0,2632
1187,2010 channing way,0,6,37.865503,-122.26912,0,1249
1188,2404 Fulton St,0,0,37.865523,-122.265893,0,2940
1189,2418 Atherton St,0,0,37.865534,-122.264666,0,1381
1190,2237 Haste St,0,0,37.865551,-122.263631,0,1446
1191,2404 Fulton Street,1,2,37.865554,-122.265816,784,1497
1192,2536 Piedmont Crescent,0,0,37.865564,-122.250516,0,1725
1193,2513 Piedmont Ave,0,0,37.865574,-122.25133,0,2233
1194,2020 Channing Way,0,0,37.865582,-122.268689,0,1944
1195,2646 Dwight Way,0,0,37.865583,-122.254278,0,1000
1196,2726 Dwight Way,0,0,37.865587,-122.252504,0,2281
1197,2750 Dwight Way,0,0,37.865593,-122.251832,0,1914
1198,San Pablo at Ashby,0,1,37.8656,-122.2851,1155,3995
1199,2010 channing way,0,4,37.865605,-122.269571,0,1150
1200,2235 Bonar St,0,0,37.865623,-122.286359,0,2573
1201,2118 Channing Way,0,0,37.865656,-122.266438,0,2641
1202,2412 Atherton St,0,0,37.865662,-122.264757,0,975
1203,2309 Haste St,0,0,37.865678,-122.262824,0,1653
1204,2521 Piedmont Ave.,1,1,37.865679,-122.252179,710,2095
1205,2405 Fulton St,0,0,37.86569,-122.26548,0,2259
1206,2023 Channing Way,1,3,37.865693,-122.269996,600,1100
1207,2301 Haste St,0,0,37.865703,-122.263031,0,1832
1208,2511 Piedmont Ave,0,0,37.865712,-122.251348,0,2233
1209,2223 San Pablo Ave,0,0,37.865714,-122.290571,0,1421
1210,2330 Grant St,0,0,37.865715,-122.275018,0,2350
1211,2315 Jefferson Ave,0,0,37.865724,-122.277745,0,2086
1212,2035 Channing,0,3,37.86573,-122.269678,0,965
1213,2319 Roosevelt Ave,0,0,37.865741,-122.275468,0,2150
1214,2516 Piedmont Ave.,0,1,37.865748,-122.252179,0,1895
1215,1000 Allston Way,0,0,37.86576,-122.293245,0,2200
1216,2150 Channing Way,0,0,37.865778,-122.265872,0,2267
1217,2417 Ellsworth St,0,0,37.865779,-122.263107,0,1832
1218,2514 Piedmont Ave.,0,1,37.865783,-122.252179,0,1995
1219,2412 Ellsworth St,0,0,37.865785,-122.263617,0,2085
1220,2015 Channing Way,0,0,37.865797,-122.269434,0,2995
1221,2212 San Pablo Ave,0,0,37.865812,-122.2914,0,1600
1222,2019 Channing Way,0,0,37.865822,-122.269257,0,1726
1223,2021 Channing Way,0,0,37.865842,-122.269098,0,1797
1224,2301 Spaulding Ave,0,0,37.865857,-122.280281,0,2132
1225,2313 Roosevelt,0,1,37.865859,-122.275751,0,1590
1226,2023 Channing Way,0,0,37.86586,-122.268975,0,2563
1227,1530 Bancroft Way,0,0,37.865861,-122.280156,0,2132
1228,2325 McKinley Ave,0,0,37.865889,-122.273208,0,2573
1229,2313 Roosevelt Ave,0,0,37.865894,-122.275483,0,1878
1230,651 Addison Street,1,1,37.865903,-122.301595,851,2875
1231,2214 Channing Way,0,0,37.865919,-122.264815,0,1825
1232,2435 Haste Street,386,1,37.86593,-122.260782,386,1250
1233,2213 San Pablo Ave,0,0,37.86595,-122.290664,0,893
1234,2035 Channing Way,0,0,37.865967,-122.268341,0,2324
1235,1437 Bancroft Way,0,0,37.865968,-122.281967,0,850
1236,2319 Grant St,0,0,37.865996,-122.274358,0,1821
1237,2311 McGee Ave,0,0,37.866022,-122.276628,0,1751
1238,2236 Channing Way,0,0,37.866031,-122.263707,0,2642
1239,2310 Roosevelt Ave,0,0,37.866032,-122.276207,0,2065
1240,2423 Haste St,0,0,37.866037,-122.25986,0,665
1241,2709 Dwight Way,0,0,37.866045,-122.253355,0,1423
1242,2737 Dwight Way,0,0,37.866086,-122.252193,0,2175
1243,2729 Dwight Way,0,0,37.866089,-122.252456,0,1658
1244,2741 Dwight Way,0,0,37.866095,-122.251998,0,2654
1245,2210 Curtis St,0,0,37.8661,-122.289168,0,3020
1246,2467 Warring St,0,0,37.866126,-122.250226,0,3163
1247,2129 Channing Way,0,0,37.866127,-122.266113,0,1928
1248,2315 Grant St,0,0,37.86615,-122.274369,0,2116
1249,2125 Channing Way,0,0,37.866163,-122.266273,0,1748
1250,2435 Haste St,0,0,37.866195,-122.259336,0,893
1251,2249 Spaulding Ave,0,0,37.866207,-122.280298,0,2250
1252,2304 Roosevelt Ave,0,0,37.866255,-122.276161,0,1547
1253,1112 Allston Way,0,0,37.866258,-122.29048,0,2132
1254,2903 Dwight Way,0,0,37.866259,-122.249057,0,2519
1255,2332 Fulton St,0,0,37.866268,-122.265999,0,827
1256,2435 College Ave,0,0,37.866269,-122.253725,0,1411
1257,2336 Channing Way,0,0,37.866285,-122.261569,0,2578
1258,2216 Channing Way,2,3,37.866286,-122.26512,1750,1433
1259,Channing Way at Ellsworth,0,2,37.866304,-122.265013,0,1100
1260,2402 Dana St,0,0,37.866307,-122.261307,0,4047
1261,2215 Bonar St,0,0,37.866324,-122.286565,0,1573
1262,2345 Fulton St,0,0,37.866325,-122.26539,0,1885
1263,Atherton,0,1,37.866326,-122.26488,0,2095
1264,2211 Channing Way,0,0,37.86636,-122.265134,0,2488
1265,2442 Piedmont Ave,0,0,37.866365,-122.251835,0,2639
1266,2708 Haste St,0,0,37.866368,-122.253482,0,1529
1267,1718 Bancroft Way,0,0,37.866371,-122.276169,0,1548
1268,2330 Fulton St,0,0,37.86638,-122.265969,0,1800
1269,2215 Channing Way,0,0,37.866381,-122.264969,0,3044
1270,2710 Haste St,0,0,37.866391,-122.25331,0,1557
1271,2461 Warring St,0,0,37.866394,-122.250118,0,2137
1272,2219 Channing Way,0,0,37.866405,-122.264791,0,2200
1273,2400 Dana St,0,0,37.866432,-122.261335,0,1200
1274,1631 Bancroft Way,0,0,37.866434,-122.277899,0,1400
1275,2728 Haste St,0,0,37.866439,-122.252617,0,1153
1276,2233 Channing Way,0,0,37.866482,-122.264191,0,1922
1277,2325 McKinley,0,3,37.866485,-122.274082,0,1165
1278,2732 Haste St,0,0,37.866488,-122.252383,0,2131
1279,2437 Piedmont Ave,0,0,37.866503,-122.251245,0,3034
1280,2100 6th St,0,0,37.866506,-122.297499,0,2600
1281,2328 Fulton St,0,0,37.86652,-122.2661,0,1800
1282,2414 Telegraph Ave,0,0,37.866523,-122.25911,0,2201
1283,2024 Durant Ave.,2,2,37.866524,-122.269917,840,2075
1284,2333 Channing Way,0,1,37.866557,-122.263229,0,1864
1285,2207 Bonar St,0,0,37.866568,-122.286557,0,1420
1286,2338 Channing,0,1,37.866581,-122.263088,0,2450
1287,2437 Warring St,0,0,37.866604,-122.250292,0,1579
1288,1408 Allston Way,0,0,37.866646,-122.283243,0,1320
1289,2414 Telegraph Ave,0,1,37.866655,-122.258574,0,1695
1290,2313 Channing Way,0,0,37.866663,-122.262767,0,2690
1291,2341 Ellsworth St,0,0,37.866678,-122.263224,0,3425
1292,2210 Durant Avenue,1,2,37.866689,-122.265193,680,1475
1293,2325 Channing Way,0,0,37.866704,-122.262419,0,1642
1294,2210 Durant Ave,0,0,37.866712,-122.265214,0,2652
1295,College Avenue at Haste Street,0,1,37.866725,-122.25468,0,2800
1296,2433 Warring St,0,0,37.866727,-122.250322,0,1300
1297,2329 Channing Way,0,0,37.866729,-122.262252,0,2786
1298,2214 Durant Ave,0,0,37.866731,-122.265063,0,2230
1299,1111 Allston Way,0,0,37.866733,-122.290592,0,1806
1300,2404 Dana,0,3,37.866735,-122.261671,0,1658
1301,2017 Durant Ave,0,0,37.866745,-122.269459,0,869
1302,2333 Channing Way,0,0,37.86675,-122.262074,0,2288
1303,2218 Durant Ave,0,0,37.866751,-122.264906,0,1008
1304,2360 Ellsworth St,0,0,37.866771,-122.26373,0,2413
1305,2210 Durant Ave,1,3,37.866774,-122.265172,585,1165
1306,2222 Durant Ave,0,0,37.866775,-122.264714,0,1023
1307,2112 9th St,0,0,37.866786,-122.294183,0,939
1308,1733 Bancroft Way,0,0,37.866798,-122.275594,0,2690
1309,2226 Durant Ave,0,0,37.866799,-122.264534,0,1257
1310,2225 Spaulding Ave,0,0,37.866813,-122.280154,0,1270
1311,2425 Prospect St.,0,1,37.866824,-122.249551,0,1205
1312,2230 Durant Ave,0,0,37.866825,-122.264325,0,1249
1313,2421 Prospect St,0,0,37.866829,-122.249451,0,748
1314,2232 Durant Ave,0,0,37.866843,-122.264164,0,1256
1315,2125 Durant Ave,0,1,37.86685,-122.267715,0,2495
1316,2725 Haste St,0,0,37.866852,-122.253088,0,2252
1317,2036 6th St,0,0,37.866856,-122.297615,0,2030
1318,2360 Ellsworth St,1,1,37.86686,-122.26398,400,2350
