,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room
1748,1920 Francisco St,0,0,37.875108,-122.272526,0,2044
1749,1798 Walnut St,0,0,37.875114,-122.267804,0,2050
1750,1829 Spruce St,0,0,37.875124,-122.264889,0,2284
1751,2340 Le Conte Ave,0,0,37.87515,-122.263088,0,2119
1752,2125 Delaware St,0,0,37.875153,-122.26798,0,2884
1753,1793 Oxford St,0,0,37.87517,-122.266155,0,2614
1754,1797 Spruce St,0,0,37.8752,-122.26479,0,2284
1755,2511 Hearst Ave.,1,1,37.875209,-122.2597,200,1250
1756,1819 Francisco St,0,0,37.875216,-122.274695,0,1822
1757,Walnut at Cedar,0,2,37.875225,-122.29448,0,1647
1758,2018 Francisco St,0,0,37.875237,-122.270201,0,2834
1759,1817 Oxford St.,0,1,37.875243,-122.266946,0,800
1760,1797 shattuck,1,2,37.87526,-122.268459,668,1742
1761,1815 Spruce St,0,0,37.875283,-122.265123,0,2733
1762,1795 Spruce St,0,0,37.875296,-122.264793,0,2284
1763,1850 Arch St,0,0,37.875306,-122.264369,0,2268
1764,1786 Spruce St,0,0,37.875335,-122.265786,0,2320
1765,1717 MLK Jr Way,0,0,37.875338,-122.273192,0,3400
1766,1865 Euclid Ave,0,0,37.875342,-122.259973,0,1768
1767,1793 Spruce St,0,0,37.875387,-122.26481,0,2284
1768,2511 Hearst Ave,0,0,37.875429,-122.259581,0,1534
1769,1783 Spruce St,0,0,37.875476,-122.265276,0,2360
1770,1785 Spruce St,0,0,37.875504,-122.264937,0,2030
1771,1921 Francisco St,0,0,37.875514,-122.27236,0,1897
1772,Francisco at Mylvia,1,2,37.875531,-122.270021,900,1225
1773,1710 MLK Jr Way,0,0,37.875532,-122.273716,0,1600
1774,1711 MLK Jr Way,0,0,37.875542,-122.273117,0,2025
1775,1760 Walnut St,0,0,37.875555,-122.267971,0,1823
1776,1773 Oxford St,0,0,37.875563,-122.266205,0,2875
1777,1786 Spruce St.,0,1,37.875582,-122.265794,0,2195
1778,1725 Shattuck Ave,0,0,37.875594,-122.268396,0,1880
1779,1800 Spruce,1,1,37.87566,-122.265831,675,2595
1780,1822 Virginia St,0,0,37.875661,-122.274634,0,1850
1781,1750 Walnut St,0,0,37.875699,-122.267989,0,2335
1782,1306 Cedar St,0,0,37.875716,-122.288191,0,2436
1783,1765 Oxford St,0,0,37.87576,-122.26607,0,1782
1784,2508 Ridge Rd,0,0,37.875763,-122.259798,0,1743
1785,Ridge Rd. at Euclid,0,2,37.875768,-122.259679,0,1599
1786,2021 Francisco St,0,0,37.875779,-122.270237,0,2200
1787,2025 Francisco St,0,0,37.8758,-122.270083,0,2182
1788,RIDGE RD. at EUCLID,0,1,37.875802,-122.259679,0,1960
1789,1757 Oxford St,0,0,37.875832,-122.266217,0,1721
1790,Ridge Rd. at Euclid,0,1,37.875836,-122.259679,0,1940
1791,Ridge Rd. at Euclid,0,2,37.875853,-122.259614,0,1597
1792,1786 Spruce St.,0,1,37.875865,-122.265823,0,2595
1793,2520 Ridge Rd,0,0,37.87587,-122.259669,0,2592
1794,1708 Milvia St,0,0,37.875881,-122.271375,0,2493
1795,Ridge Rd. at Euclid,0,2,37.875887,-122.259657,0,1875
1796,1922 Virginia St,0,0,37.875894,-122.272344,0,1934
1797,RIDGE RD. at EUCLID,0,2,37.87592,-122.259743,0,1649
1798,Ridge Rd. at Euclid,0,2,37.875937,-122.259657,0,1549
1799,1737 Virginia St,0,0,37.87594,-122.276405,0,2180
1800,Ridge Rd. at Euclid,0,2,37.875954,-122.259486,0,1599
1801,2516 Ridge Rd,0,0,37.875964,-122.259768,0,2592
1802,1749 Oxford St,0,0,37.875968,-122.26622,0,1826
1803,Ridge Rd. at Euclid,0,1,37.87598,-122.259722,0,1960
1804,1127 Hopkins St,0,0,37.876,-122.293046,0,1857
1805,Spruce Street at Virginia,1,2,37.876022,-122.265215,1100,2000
1806,1742 Spruce St,0,0,37.876047,-122.265655,0,2071
1807,Spruce at Hearst,0,3,37.876073,-122.265065,1500,1933
1808,1728 Walnut St,0,0,37.876108,-122.268032,0,2700
1809,1739 Oxford St,0,0,37.87612,-122.266234,0,1320
1810,1709 Shattuck Ave,1,1,37.876125,-122.26938,650,2400
1811,1709 Shattuck Ave,0,0,37.876152,-122.26846,0,2440
1812,1738 Spruce St,0,0,37.876164,-122.265768,0,3444
1813,2022 Virginia St,0,0,37.876182,-122.270091,0,2815
1814,2014 Virginia St,0,0,37.876191,-122.270425,0,1408
1815,1509 Kains Ave,0,0,37.876222,-122.293205,0,1929
1816,1722 Walnut St,0,0,37.876232,-122.268051,0,2686
1817,1722 Walnut St,1,1,37.876243,-122.268158,800,2750
1818,1649 MLK Jr Way,0,0,37.87626,-122.273341,0,2395
1819,1903 Virginia St,0,0,37.876279,-122.273186,0,2042
1820,1734 Spruce St,0,0,37.8763,-122.265755,0,1139
1821,1799 Euclid Ave,0,0,37.876309,-122.260062,0,1677
1822,1725 Oxford St,0,0,37.87633,-122.266247,0,1194
1823,1720 Spruce Street,0,1,37.876378,-122.265515,0,3100
1824,2523 Ridge Rd,0,0,37.876397,-122.259555,0,2134
1825,2531 Ridge Rd,0,0,37.876439,-122.25903,0,1282
1826,844 Page Street,0,1,37.876479,-122.300456,0,1600
1827,1730 Spruce St,0,0,37.876487,-122.265771,0,2258
1828,2112 Virginia St,0,0,37.876501,-122.268225,0,2050
1829,1439 8th St,0,0,37.876525,-122.29779,0,1980
1830,2451 LE CONTE AVE,0,1,37.876533,-122.26196,0,1995
1831,1738 Spruce Street,0,1,37.876568,-122.265799,0,1400
1832,1700 Walnut St,0,0,37.87658,-122.268015,0,3299
1833,1717 Oxford St,0,0,37.876582,-122.266276,0,1858
1834,1771 Highland Pl,0,0,37.876602,-122.25547,0,2162
1835,2615 Ridge Rd,0,0,37.876613,-122.257933,0,1925
1836,1635 MLK Jr Way,0,0,37.876622,-122.273215,0,2403
1837,LINCOLN AVE at grant street,0,1,37.876625,-122.27628,0,1795
1838,1770 La Loma Ave,0,0,37.876627,-122.257207,0,406
1839,La Loma at Ridge,0,4,37.876632,-122.257018,2000,1487
1840,1627 Grant St,0,0,37.876636,-122.275531,0,1989
1841,1720 Spruce St,0,0,37.876671,-122.265804,0,2450
1842,2701 Ridge Rd,0,0,37.876697,-122.25683,0,2506
1843,1624 Josephine St,0,0,37.8767,-122.274877,0,2800
1844,1625 Grant St,0,0,37.876724,-122.275716,0,1193
1845,2703 Ridge Rd,0,0,37.876732,-122.256617,0,1929
1846,1623 Grant St,0,0,37.876747,-122.275542,0,1193
1847,2552 Le Conte Ave,0,0,37.876796,-122.259501,0,3058
1848,1611 McGee Ave,0,0,37.876804,-122.277993,0,1475
1849,2705 Ridge Rd,0,0,37.876807,-122.256441,0,1818
1850,1700 Spruce St,0,0,37.876819,-122.26584,0,1941
1851,1715 Spruce St,0,0,37.876829,-122.265142,0,3749
1852,1735 Highland Pl,0,0,37.876836,-122.255771,0,2042
1853,2572 Le Conte Ave,0,0,37.876841,-122.259163,0,1624
1854,1619 Grant St,0,0,37.876857,-122.275556,0,1523
1855,1694 Oxford St,0,0,37.876899,-122.266855,0,2030
1856,Walnut at Virginia,1,2,37.876903,-122.267747,1100,1600
1857,1626 Bonita Ave,0,0,37.876905,-122.27276,0,1995
1858,1739 Lincoln St,0,0,37.876908,-122.276451,0,2197
1859,901 Page St,0,0,37.876937,-122.299229,0,2029
1860,2143 Virginia St,0,0,37.876952,-122.267302,0,2800
1861,2141A Virginia,0,1,37.876954,-122.267411,0,1995
1862,1634 Milvia St,0,0,37.876967,-122.271624,0,3100
1863,1622 Milvia,0,2,37.877002,-122.27178,0,1347
1864,Walnut at Virginia,3,5,37.877004,-122.267768,1800,1080
1865,0 0,1,2,37.877021,-122.301865,800,975
1866,1603 McGee Ave,0,0,37.877023,-122.277929,0,2500
1867,1618 Milvia,0,3,37.877043,-122.27178,0,1065
1868,1629 Martin Luther King Jr Way,0,2,37.877055,-122.273476,0,1375
1869,2451 Le Conte Ave,0,0,37.877061,-122.261609,0,1639
1870,1624 Milvia St,0,0,37.877088,-122.27164,0,2288
1871,1619 Josephine St,0,0,37.877111,-122.274438,0,2493
1872,1602 Edith St,0,0,37.877124,-122.277324,0,2436
1873,1329 rose st,1,1,37.877134,-122.287807,600,1850
1874,1641 Walnut St,0,0,37.877138,-122.267491,0,2200
1875,2525 Le Conte Ave,0,0,37.877151,-122.260219,0,2824
1876,1604 Grant St,0,0,37.877155,-122.276196,0,2342
1877,2541 Le Conte Ave,0,0,37.877185,-122.259675,0,1909
1878,1622 Milvia St,0,0,37.877198,-122.271652,0,1928
1879,2547 Le Conte Ave,0,0,37.877238,-122.259471,0,1909
1880,1252 Hopkins St,0,0,37.877287,-122.28962,0,1370
1881,1620 Milvia St,0,0,37.877302,-122.27166,0,1675
1882,1672 Oxford,0,1,37.877303,-122.267207,0,1675
1883,1416 8th St,0,0,37.877309,-122.29873,0,1100
1884,1742 Cedar St,0,0,37.877313,-122.276217,0,1573
1885,2559 Le Conte Ave,0,0,37.877327,-122.259527,0,1909
1886,1631 Walnut St,0,0,37.877341,-122.26751,0,1596
1887,1615 MLK Jr Way,0,0,37.877349,-122.273302,0,2408
1888,Lincoln St. at Milivia St,1,1,37.87736,-122.270536,420,1500
1889,1604 Josephine St,0,0,37.877363,-122.275141,0,2436
1890,2575 Le Conte Ave,0,0,37.877364,-122.25927,0,2295
1891,1618 Milvia St,0,0,37.8774,-122.271675,0,2415
1892,2005 Lincoln Street,2,3,37.877411,-122.270644,851,1165
1893,2420 Virginia St,0,0,37.877439,-122.262076,0,1355
1894,Lincoln St. at Milvia,1,1,37.877445,-122.27,400,1500
1895,1339 Rose St,0,0,37.877453,-122.287627,0,1650
1896,1629 Walnut St,0,0,37.877476,-122.267526,0,2375
1897,1290 Hopkins St,0,0,37.877478,-122.288522,0,2220
1898,2472 Virginia St,0,0,37.877482,-122.261158,0,2928
1899,1669 Oxford St,0,0,37.877486,-122.266386,0,1822
1900,1415.7th Street,1,2,37.877489,-122.29994,750,1050
1901,1260 Hopkins St,0,0,37.877516,-122.28911,0,2148
1902,2005 Lincoln St,0,0,37.877521,-122.271014,0,2366
1903,Josephine at Cedar,0,3,37.877525,-122.27518,0,1198
1904,2377-B Virginia st.,1,1,37.87753,-122.263091,400,1850
1905,1717 Euclid Ave,0,0,37.877541,-122.260341,0,1800
1906,2013 Lincoln St,0,0,37.87756,-122.270711,0,1592
1907,2477 Virginia Street,0,2,37.87758,-122.261551,0,1550
1908,1609 Bonita Ave,0,0,37.877589,-122.272163,0,2842
1909,2393 Virginia St,0,0,37.877633,-122.26289,0,1568
1910,1628 Spruce St,0,0,37.877724,-122.265952,0,743
1911,Cedar at Martin Luther King,2,2,37.877725,-122.27408,800,1650
1912,1433 9th St,0,0,37.877733,-122.296963,0,2012
1913,1412 9th St,0,0,37.877737,-122.29753,0,1703
1914,1682 Scenic Ave,0,0,37.877754,-122.262934,0,1568
1915,1684 Scenic Ave,0,0,37.877755,-122.262865,0,1568
1916,1607 Milvia St,0,0,37.877776,-122.27106,0,2295
1917,1650 Oxford St,0,0,37.877786,-122.26709,0,1411
1918,2555 Virginia Street,1,1,37.87779,-122.260088,580,1880
1919,1644 Oxford St,1,1,37.877817,-122.267235,640,2100
1920,Oxford at Virginia,0,1,37.877868,-122.266921,0,2100
1921,1619 Walnut St,0,0,37.877888,-122.267573,0,1294
1922,1644 Oxford St,0,0,37.877924,-122.26711,0,2444
1923,Virginia St. at Le Roy Ave.,0,3,37.877925,-122.25928,0,1233
1924,Cedar at Martin Luther King,0,2,37.877936,-122.273283,0,1650
1925,1135 Page St,0,0,37.877937,-122.293755,0,2493
1926,1671 Arch St,0,0,37.87794,-122.264007,0,1973
1927,2477 Virginia St,0,0,37.877959,-122.261356,0,2191
1928,2505 Virginia St,0,0,37.877977,-122.260463,0,2594
1929,2020 Cedar St,0,0,37.878004,-122.270276,0,2511
1930,milvia st at cedar st,1,1,37.878025,-122.27178,650,2695
1931,1612 Walnut St,0,0,37.878037,-122.26827,0,2990
1932,2030 Cedar St,0,0,37.878046,-122.269966,0,1237
1933,1634 Oxford St,0,0,37.878063,-122.267121,0,2514
1934,Virginia at Euclid,1,1,37.878071,-122.260709,408,1250
1935,2380 Hilgard Ave,0,0,37.878078,-122.263158,0,1320
1936,2704 Virginia St,1,1,37.878088,-122.256396,432,2100
1937,1685 Euclid Ave,0,0,37.878108,-122.2605,0,1875
1938,2517 Virginia St,0,0,37.878115,-122.260133,0,1827
1939,2340 Hilgard Ave,0,0,37.87812,-122.26372,0,3350
1940,2704 Virginia,1,3,37.878122,-122.256374,625,1000
1941,Rose at Acton,0,2,37.878125,-122.28538,0,1375
1942,2704 Virginia St,0,0,37.878138,-122.256404,0,3177
1943,virginia at le roy,1,1,37.878173,-122.258542,750,3250
1944,2555 Virginia St,0,0,37.878175,-122.259703,0,1861
1945,2663 Virginia St,0,0,37.8782,-122.257641,0,2182
1946,2422 Hilgard Ave,0,0,37.878212,-122.262375,0,2000
1947,1607 Walnut St,0,0,37.878218,-122.267616,0,1726
1948,2444 Hilgard Ave,0,0,37.878244,-122.261856,0,2193
1949,1675 Euclid Ave,0,0,37.878254,-122.260468,0,1384
1950,2456 Hilgard Ave,0,0,37.878267,-122.261684,0,1507
1951,2420 Hilgard Ave,0,0,37.878327,-122.262419,0,2000
1952,2427 Hilgard Ave,1,1,37.878331,-122.262923,850,2550
1953,1522 Grant St,0,0,37.878399,-122.276364,0,2100
1954,1856 Spruce St,0,1,37.8784,-122.2655,0,2595
1955,Walnut at Cedar,0,2,37.878425,-122.26828,0,1647
1956,2427 Hilgard Ave,0,1,37.878444,-122.262533,0,1995
1957,2669 Virginia St,0,0,37.878447,-122.257619,0,2182
1958,2466 Hilgard Ave,0,0,37.878464,-122.261547,0,1498
1959,2705 Virginia St,0,0,37.878495,-122.256631,0,2538
1960,1588 Henry St,0,0,37.8785,-122.27056,0,2894
1961,2339 Hilgard Ave,0,0,37.878508,-122.26381,0,995
1962,1518 Grant St,0,0,37.878511,-122.276392,0,1800
1963,2522 Hilgard Ave,0,0,37.878518,-122.260514,0,2900
1964,2355 Hilgard Ave,0,0,37.87853,-122.263638,0,2332
1965,Cedar St. at Shattuck Ave.,0,8,37.878532,-122.268705,0,1312
1966,1411 Kains Ave,0,0,37.878542,-122.293941,0,2300
1967,1640 Scenic Ave,0,0,37.878549,-122.263105,0,3880
1968,oxford at cedar,1,1,37.878625,-122.26728,650,2150
1969,2109 Cedar St,0,0,37.878695,-122.268545,0,2200
1970,0 0,1,2,37.8787,-122.1728,1000,1497
1971,1615 Arch St,1,2,37.878701,-122.264952,900,1650
1972,2427 Hilgard Ave,0,0,37.878702,-122.262307,0,1951
1973,WALNUT at CEDAR,0,3,37.878715,-122.268283,0,1225
1974,2435 Hilgard Ave,0,0,37.878723,-122.262134,0,3559
1975,1538 Henry St,0,0,37.878727,-122.270692,0,2356
1976,1521 Josephine St,0,0,37.878728,-122.274592,0,950
1977,1550 Walnut St,0,0,37.878731,-122.268286,0,3531
1978,1317 Hopkins St,0,0,37.878737,-122.288022,0,3200
1979,1420 Neilson St,0,0,37.878738,-122.290398,0,1975
1980,2259 Cedar Street,1,1,37.878758,-122.26598,850,2950
1981,2455 Hilgard Ave,0,0,37.878766,-122.261792,0,3096
1982,1640 Euclid Ave,0,0,37.878792,-122.261089,0,1744
1983,1555 Oxford St,0,0,37.878793,-122.266762,0,3423
1984,1518 Bonita Ave,0,0,37.878837,-122.272993,0,4498
1985,2135 Cedar St,0,0,37.878854,-122.267488,0,3978
1986,2143 Cedar St,0,0,37.878873,-122.26735,0,1254
1987,1530 Henry St,0,0,37.878888,-122.270712,0,2899
1988,1531 Milvia St,0,0,37.878898,-122.271182,0,1738
1989,arch at virginia,0,1,37.878925,-122.26498,0,2750
1990,1552 Milvia St,0,0,37.878961,-122.271734,0,2200
1991,1631 La Vereda Rd,0,0,37.879015,-122.256129,0,964
1992,1509 Grant St,0,0,37.879024,-122.275768,0,2275
1993,1510 Bonita Ave,0,0,37.879056,-122.27302,0,1683
1994,1541 Oxford St,0,2,37.879071,-122.266653,0,1250
1995,1569 Spruce St,0,0,37.879077,-122.265503,0,2278
1996,1532 Walnut St,0,0,37.879086,-122.268375,0,1570
1997,1360 Hopkins St,0,0,37.879105,-122.286249,0,1690
1998,1531 Shattuck Ave,0,0,37.879121,-122.268809,0,1814
1999,1541 Oxford St.,1,2,37.879139,-122.266695,850,1350
2000,2301 Cedar St,0,0,37.879155,-122.264387,0,2284
2001,1540 Milvia St,0,0,37.879156,-122.271944,0,2500
2002,2267 Cedar St,0,0,37.87916,-122.26528,0,1900
2003,1528 Walnut St,0,0,37.879194,-122.268387,0,1450
2004,1543 Spruce St,0,0,37.879242,-122.265519,0,1740
2005,1541 Oxford St,0,0,37.879277,-122.26659,0,2683
2006,1538 Arch St,0,0,37.879284,-122.264983,0,1015
2007,1524 Milvia St,0,0,37.87932,-122.271955,0,2145
2008,1528 Oxford St,0,0,37.879321,-122.267273,0,2233
2009,1538 Henry St.,0,1,37.879327,-122.270725,0,1875
2010,1526 Walnut St,0,0,37.879337,-122.268397,0,2000
2011,1735 Vine St,0,0,37.879341,-122.277735,0,2630
2012,1555 Oxford,0,3,37.879433,-122.267325,0,1298
2013,1513 Milvia St,0,0,37.879444,-122.271368,0,2030
2014,Walnut at Vine,1,1,37.87946,-122.268219,450,1700
2015,1930 Vine St,0,0,37.879467,-122.272431,0,3290
2016,1730 Buena Ave,0,0,37.879472,-122.27805,0,1600
2017,1421 McGee Ave,0,0,37.879477,-122.279341,0,1421
2018,1516 Henry St,0,0,37.87948,-122.27068,0,2324
2019,1522 Oxford St,0,0,37.879484,-122.267293,0,3600
2020,1523 Milvia Street,1,2,37.879498,-122.271858,900,1650
2021,1380 Hopkins St,0,0,37.879503,-122.285525,0,1720
2022,Arch Street at Cedar Street,1,1,37.879528,-122.264464,660,2400
2023,1738 Buena Ave,0,0,37.879536,-122.277906,0,1600
2024,1740 Buena Ave,0,0,37.879598,-122.277774,0,1600
2025,2471 Cedar St,0,0,37.879612,-122.261723,0,4568
2026,1514 Oxford St,0,0,37.87963,-122.2673,0,2037
2027,1514 Walnut St,0,0,37.879693,-122.268446,0,2645
2028,Oxford at Vine/Cedar,0,1,37.879697,-122.267339,0,2200
2029,1525 Spruce St,0,0,37.879714,-122.265496,0,1897
2030,1519 Walnut St,0,0,37.879716,-122.267791,0,2500
2031,1526 Arch St,0,0,37.879754,-122.2649,0,1941
2032,1512 Walnut St,0,0,37.879796,-122.268463,0,2954
2033,1517 Walnut St,0,0,37.879817,-122.267799,0,2867
2034,2024 Vine St,0,0,37.879898,-122.270245,0,2850
2035,Spruce St at Cedar,2,3,37.879968,-122.266159,2036,1700
2036,1430 Josephine St,0,0,37.880056,-122.275429,0,1979
2037,2021 Vine St,0,0,37.880191,-122.270874,0,1700
2038,2160 Vine St,0,0,37.880228,-122.267261,0,1200
2039,1438 Bonita Ave,0,0,37.880231,-122.273157,0,2013
2040,1313 San Pablo Ave,0,0,37.880245,-122.295553,0,2195
2041,1503 Oxford St,0,0,37.880258,-122.266762,0,3050
2042,1442 Henry St,0,0,37.880356,-122.270889,0,1929
2043,2037 Vine St,0,0,37.88038,-122.270046,0,2436
2044,1503 Oxford St.,0,2,37.880388,-122.267378,0,1425
2045,1428 Bonita Ave,0,0,37.880395,-122.273179,0,1903
2046,1435 Bonita Ave,0,0,37.8804,-122.272497,0,2334
2047,1507 Arch St,0,0,37.880429,-122.264446,0,2893
2048,San Pablo Ave at Gilman Street,1,1,37.880525,-122.29618,400,1450
2049,1444 Walnut St,0,0,37.880558,-122.268342,0,2611
2050,1330 Sacramento St,0,0,37.880567,-122.283501,0,1610
2051,Peralta at Gilman,3,4,37.880825,-122.28788,2200,1237
2052,1325 Sacramento St,0,0,37.880849,-122.283023,0,2125
2053,1422 Milvia St,0,0,37.880892,-122.272091,0,2200
2054,1423 Milvia St,0,0,37.880922,-122.271619,0,2238
2055,1421 Milvia St,0,0,37.880963,-122.271425,0,2238
2056,1433 Spruce St,0,0,37.881105,-122.265655,0,2095
2057,grant at mckinley,0,2,37.881125,-122.27678,0,1447
2058,1824 Rose St,0,0,37.881191,-122.274944,0,1094
2059,1497 Hopkins St,0,0,37.881212,-122.283474,0,1824
2060,1338 Carlotta Ave,0,0,37.881215,-122.279514,0,3149
2061,1436 Arch St,0,0,37.881231,-122.265261,0,2650
2062,rose and josephine street,0,1,37.881239,-122.275236,0,1850
2063,1406 Henry St,0,0,37.881309,-122.271231,0,2307
2064,grizzly peak blvd at grizzly terrace,1,2,37.881325,-122.230979,1400,2125
2065,1429 Spruce St,0,0,37.881365,-122.265745,0,2150
2066,1801 Rose St,0,0,37.881368,-122.276183,0,1726
2067,1423 Walnut St,0,0,37.881388,-122.267983,0,3000
2068,1432 Arch St,0,0,37.881408,-122.265223,0,1579
2069,1426 Spruce St,0,0,37.881412,-122.266367,0,1708
2070,Martin Luther King Jr. Way at Rose Street,1,1,37.881425,-122.27448,400,1650
2071,1423 Oxford St,0,0,37.881465,-122.266842,0,1472
2072,1421 Walnut St,0,0,37.881525,-122.267997,0,2860
2073,1545 Hopkins St,0,0,37.881568,-122.282751,0,1700
2074,1301 Gilman St,0,0,37.881583,-122.289657,0,1243
2075,1350 Acton St,0,0,37.881615,-122.285521,0,2233
2076,1547 Hopkins St,0,0,37.881618,-122.282544,0,2005
2077,1418 Spruce St,0,0,37.881721,-122.266406,0,2600
2078,Rose St. at Henry St.,0,3,37.881725,-122.27118,0,1233
2079,0 0,0,4,37.881757,-122.275171,0,1125
2080,1213 San Pablo Ave,0,0,37.88185,-122.29589,0,1364
2081,1421 Arch St,0,0,37.88196,-122.264638,0,2400
2082,Arch at Vine,0,2,37.881984,-122.264957,1560,2197
2083,1302 Albina Ave,0,0,37.881994,-122.284073,0,3300
2084,1612 Hopkins St,0,0,37.882054,-122.280881,0,675
2085,1300 Albina Ave,0,0,37.882112,-122.284033,0,2228
2086,1304 Albina Ave,0,0,37.882138,-122.284296,0,3000
2087,1205 Peralta Ave,0,0,37.882147,-122.286917,0,2300
2088,1320 Josephine St,0,0,37.88215,-122.275673,0,1600
2089,1325 Josephine St,0,0,37.88219,-122.27525,0,1393
2090,1229 Evelyn Ave,0,0,37.882216,-122.291525,0,1852
2091,1323 Josephine St,0,0,37.882231,-122.275004,0,1393
2092,1405 Spruce St,0,0,37.882247,-122.265858,0,2460
2093,1112 Harrison St,0,0,37.882269,-122.295585,0,2000
2094,1401 Hawthorne Terrace,0,0,37.882306,-122.261862,0,1150
2095,2113 Rose St,0,0,37.882352,-122.268942,0,2100
2096,2117 Rose St,0,0,37.882376,-122.26878,0,2585
2097,1403 Hawthorne Terrace,0,0,37.882406,-122.261896,0,1150
2098,1619 Hopkins St,0,0,37.882431,-122.281057,0,1940
2099,0 0,0,1,37.882441,-122.282424,0,2395
2100,1338 Shattuck Ave,0,0,37.882461,-122.269968,0,1819
2101,1212 Neilson St,0,0,37.882466,-122.288938,0,1742
2102,2131 Rose St,0,0,37.882467,-122.2681,0,1437
2103,1316 Bonita Ave,0,0,37.882468,-122.273407,0,2900
2104,1312 Josephine St,0,0,37.88249,-122.275715,0,2325
2105,1405 Spring Way,0,1,37.882534,-122.263745,0,1995
2106,1371 Shattuck Ave,0,0,37.882555,-122.269287,0,2204
2107,1327 Milvia St,0,0,37.882565,-122.2716,0,1767
2108,1329 Henry St,0,0,37.882572,-122.270445,0,2235
2109,1334 Walnut St,0,0,37.882631,-122.26881,0,1850
2110,1667 Hopkins Street,0,2,37.882677,-122.280176,0,1550
2111,1337 Shattuck Ave,0,0,37.882691,-122.269452,0,1292
2112,1335 Shattuck Ave,0,0,37.882719,-122.269293,0,1292
2113,1333 Shattuck Ave,0,0,37.882722,-122.269418,0,1292
2114,1299 Carlotta Ave,0,0,37.882736,-122.280345,0,2850
2115,1192 Kains Ave,0,0,37.882749,-122.29583,0,1117
2116,1323 Henry St,0,0,37.882823,-122.270479,0,2500
2117,1210 Masonic Ave,0,0,37.882854,-122.291266,0,1800
2118,1322 Shattuck Ave,0,0,37.882957,-122.270046,0,2361
2119,1354 Scenic Ave,0,0,37.883039,-122.263491,0,1900
2120,1360 Scenic Ave,0,0,37.883066,-122.263342,0,1900
2121,1315 Henry St,0,0,37.883081,-122.270512,0,2000
2122,1910 Berryman St,0,0,37.883096,-122.273531,0,2080
2123,1318 Shattuck Ave,0,0,37.883102,-122.27004,0,2132
2124,1356 Scenic Ave,0,0,37.883154,-122.263369,0,1900
2125,1332 Shattuck Ave,1,2,37.883182,-122.270046,900,1600
2126,1936 Berryman St,0,0,37.88328,-122.272508,0,2416
2127,1910 Berryman Street,1,2,37.883308,-122.274163,760,1247
2128,Berryman Street at Bonita Avenue,1,2,37.883425,-122.27358,1032,1625
2129,1315 Spruce St,0,0,37.883431,-122.265944,0,1559
2130,1913 Berryman St,0,0,37.883606,-122.273677,0,3350
2131,1915 Berryman St,0,0,37.883627,-122.273441,0,2228
2132,1931 Berryman St,0,0,37.883653,-122.272994,0,2670
2133,1240 Milvia St,0,0,37.883758,-122.272362,0,1332
2134,1275 Bonita Avenue,1,3,37.883915,-122.273702,800,1166
2135,0 0,0,1,37.884169,-122.262383,0,1500
2136,1225 Bonita Ave,0,0,37.884554,-122.272972,0,1275
2137,1218 Shattuck Ave,0,0,37.88474,-122.27023,0,1218
2138,Ordway Street at Manor Way,1,1,37.884812,-122.285171,160,1300
2139,Oxford at Rose-Eunice,1,1,37.884931,-122.267425,800,2600
2140,Highland Road at Sundale,0,2,37.885424,-122.130876,0,1250
2141,1216 Spruce St,0,0,37.885508,-122.266847,0,4000
2142,0 0,0,3,37.886125,-122.26718,0,1665
2143,Josephine at Rose,0,3,37.886425,-122.27628,0,1198
2144,1250 Campus drive,2,3,37.886438,-122.254894,1575,1233
2145,1192 Laurel St,220,1,37.886525,-122.26378,220,1050
2146,Euclid Ave. at Eunice Ave.,0,7,37.886625,-122.26288,0,1200
2147,91 Fairlawn Dr,0,0,37.886814,-122.251965,0,1505
2148,1186 Laurel St,0,0,37.886859,-122.26356,0,1523
2149,Amador at Mariposa av.,0,1,37.887225,-122.27218,650,1425
2150,Curtis at Sonoma,0,3,37.887268,-122.287681,0,1231
2151,1824 Monterey Ave,0,0,37.887335,-122.277149,0,1218
2152,1169 Euclid Ave,0,0,37.887359,-122.261958,0,1685
2153,Curtis at Sonoma,0,3,37.887386,-122.287595,0,1233
2154,Village View Court,0,3,37.887527,-122.183712,2541,2000
2155,1139 Oxford St,0,0,37.887732,-122.267624,0,1420
2156,3569 Brook Street,0,1,37.887911,-122.121288,0,1850
2157,1106 Oxford St,0,0,37.888634,-122.268172,0,2538
2158,1137 High Ct,0,0,37.88866,-122.262955,0,1548
2159,2555 Oxford,0,2,37.888925,-122.26838,0,1997
2160,1108 Euclid Ave,0,0,37.889068,-122.262759,0,2030
2161,1993 El Dorado Ave,0,0,37.889186,-122.27283,0,2511
2162,Euclid Avenue at Keith Street,1,1,37.889825,-122.26234,600,1500
2163,0 0,1,2,37.89,-122.2954,800,1375
2164,Keith Ave at Euclid,1,2,37.890326,-122.263497,1200,1750
2165,Cragmont at Euclid,1,1,37.890756,-122.264442,750,1950
2166,1494 Solano Avenue,0,1,37.890925,-122.288263,0,1895
2167,1035 Euclid Ave,0,0,37.891126,-122.263995,0,2620
2168,908 The Alameda,0,0,37.891237,-122.277162,0,1010
2169,1015 Euclid Ave,0,0,37.891353,-122.264564,0,1167
2170,0 0,0,1,37.8918,-122.2604,0,2700
2171,Marin Ave at Oxford Street,0,4,37.892043,-122.269796,2500,1550
