,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room,distance,latitude,longitude,avg_rating,#cafes,#pubs
1085,2517 Telegraph Ave,0,0,37.864725,-122.258089,0,1968,0.515,37.86415885,-122.2603574,4.05,0,0
1086,2420 Milvia St,0,0,37.864733,-122.270111,0,2275,0.773,37.86741709,-122.2681413,4.125,1,2
1087,1937 Haste St,0,0,37.864748,-122.270495,0,878,0.788,37.86509659,-122.2681874,4.1,1,2
1088,2520 Etna St,0,0,37.864763,-122.252995,0,1895,0.618,37.86652335,-122.2560427,3.975,0,0
1089,2504 Dana Street - 3,3,6,37.864766,-122.26122,1765,1350,0.515,37.86623285,-122.2625817,4.05,0,0
1090,2491 Ellsworth Street,1,1,37.864775,-122.262726,750,2485,0.536,37.86596385,-122.2626701,4.025,1,0
1091,2331 Sacramento St,0,0,37.864777,-122.28099,0,1066,1.281,37.8644869,-122.2799792,4.075,5,2
1092,2491 Ellsworth St,0,0,37.864789,-122.262771,0,1981,0.536,37.86596385,-122.2626701,4.025,1,0
1093,2001 Haste St,0,0,37.864791,-122.269723,0,1700,0.754,37.86741709,-122.2681413,4.125,1,2
1094,2225 8th St,0,0,37.864801,-122.294002,0,2100,1.954,37.8650859,-122.2950336,3.95,3,1
1095,2510 Regent St,0,0,37.864808,-122.257949,0,1968,0.51,37.86415885,-122.2603574,4.05,0,0
1096,2430 Dwight Way,0,0,37.864815,-122.259152,0,1699,0.503,37.86415885,-122.2603574,4.05,0,0
1097,2405 McKinley Ave,0,0,37.86482,-122.273153,0,1780,0.901,37.86784595,-122.2696336,4.025,2,2
1098,2520 College Ave,0,0,37.864826,-122.254198,0,2689,0.579,37.86652335,-122.2568744,3.975,0,0
1099,2426 Fulton St,0,0,37.864828,-122.265754,0,3575,0.608,37.8670155,-122.264514,4.125,1,2
1100,2513 Telegraph Ave,0,0,37.86483,-122.258186,0,1801,0.507,37.86415885,-122.2603574,4.05,0,0
1101,2416 Dwight Way,0,0,37.864847,-122.259976,0,1118,0.501,37.86386835,-122.2625817,4.05,0,0
1102,2525 Piedmont Ave,0,0,37.864857,-122.251228,0,1306,0.673,37.86652335,-122.2551592,3.975,0,0
1103,2518 Etna St,0,0,37.864875,-122.253007,0,2800,0.611,37.86652335,-122.2560487,3.975,0,0
1104,2007 Haste St,0,0,37.864877,-122.269582,0,1925,0.744,37.86741709,-122.2681413,4.125,1,2
1105,1266 Bancroft Way,0,0,37.864883,-122.287153,0,1400,1.593,37.86470735,-122.2867893,4,5,1
1106,812 Allston Way,0,0,37.864884,-122.29721,0,3000,2.123,37.86591623,-122.2958613,3.95,4,1
1107,2011 Haste St,0,0,37.864894,-122.269436,0,1835,0.738,37.86741709,-122.2681413,4.125,1,2
1108,2508 Hillegass Ave,0,0,37.864909,-122.256731,0,2176,0.518,37.86652335,-122.2571069,4.025,0,0
1109,2015 Haste St,0,0,37.864918,-122.269264,0,3126,0.73,37.86741709,-122.2681413,4.125,1,2
1110,Dwight Way at Dana,1,2,37.864926,-122.26128,750,1400,0.505,37.86623285,-122.2625817,4.05,0,0
1111,2321 Dwight Way,0,0,37.864927,-122.262055,0,1841,0.515,37.86623285,-122.2626701,4.05,1,0
1112,2425 Fulton St,0,0,37.864928,-122.26531,0,1332,0.589,37.8670155,-122.2643964,4.125,1,2
1113,2021 Haste St,0,0,37.864939,-122.269081,0,1695,0.721,37.8673673,-122.2681413,4.125,1,2
1114,2329 Dwight Way,0,0,37.864954,-122.261846,0,3500,0.51,37.86623285,-122.2626701,4.05,1,0
1115,2446 Dana St,0,0,37.86496,-122.261005,0,2750,0.5,37.86623285,-122.2625817,4.05,0,0
1116,2214 Haste St,0,0,37.864969,-122.264678,0,1417,0.569,37.8667422,-122.2641139,4.075,1,2
1117,2333 Dwight Way,0,0,37.864973,-122.26171,0,1395,0.507,37.86623285,-122.2626701,4.05,1,0
1118,2206 Haste St,0,0,37.864974,-122.265099,0,1332,0.58,37.8670155,-122.2643141,4.1,1,2
1119,2515 Benvenue Ave,0,0,37.864984,-122.254763,0,1869,0.554,37.86652335,-122.2568844,3.975,0,0
1120,2218 Haste St,0,0,37.864991,-122.264506,0,1537,0.563,37.86669424,-122.2641139,4.075,1,1
1121,2525 Piedmont Avenue,0,1,37.864995,-122.251225,0,1550,0.666,37.86652335,-122.2551577,3.975,0,0
1122,2033 Haste St,0,0,37.864997,-122.268665,0,1941,0.702,37.86741709,-122.2681413,4.125,1,2
1123,2335 Dwight Way,0,0,37.864999,-122.261515,0,1810,0.503,37.86623285,-122.2626701,4.05,1,0
1124,1914 Channing Way,0,0,37.865003,-122.271416,0,1824,0.816,37.86772015,-122.2687969,4.1,2,2
1125,2210 Haste St,0,0,37.865007,-122.264844,0,831,0.571,37.8667422,-122.2641139,4.075,1,2
1126,2222 Haste St,0,0,37.86501,-122.264341,0,2200,0.557,37.86669424,-122.2641139,4.075,1,1
1127,Haste St at Shattuck Ave,0,2,37.865026,-122.26788,0,1297,0.671,37.86741709,-122.2681413,4.125,1,2
1128,2522 Piedmont Ave,0,0,37.865027,-122.251872,0,2034,0.641,37.86652335,-122.2554812,3.975,0,0
1129,1918 Channing Way,0,0,37.865028,-122.271242,0,2108,0.808,37.86772015,-122.2687969,4.1,2,2
1130,2230 Haste St,0,0,37.865041,-122.264094,0,2105,0.549,37.86669424,-122.2641139,4.075,1,1
1131,2110 Haste St,1,2,37.865046,-122.267676,707,1783,0.662,37.86741709,-122.2681413,4.125,1,2
1132,2519 College Ave,0,0,37.865057,-122.253492,0,2484,0.586,37.86652335,-122.2562912,3.975,0,0
1133,2508 Benvenue Ave,0,0,37.865065,-122.255436,0,1974,0.533,37.86652335,-122.2568844,4,0,0
1134,2521 Piedmont Ave,0,0,37.865068,-122.25129,0,1579,0.66,37.86652335,-122.2551902,3.975,0,0
1135,2232 Haste St,0,0,37.865074,-122.263839,0,2629,0.541,37.86669424,-122.2630209,4.05,1,1
1136,2431 Ellsworth St,0,0,37.865077,-122.262741,0,2776,0.517,37.86596385,-122.2626701,4.025,1,0
1137,haste street at shattuck,0,1,37.86508,-122.267017,0,1750,0.636,37.86741709,-122.2650239,4.125,1,2
1138,2315 Dwight Way,0,0,37.865081,-122.262354,0,528,0.509,37.86623285,-122.2626701,4.05,1,0
1139,2229 mcgee,1,1,37.865093,-122.275493,750,2000,1.001,37.8667539,-122.2733918,4.025,3,2
1140,2514 College Ave,0,0,37.865097,-122.254226,0,2502,0.562,37.86652335,-122.2568844,4,0,0
1141,2434 Fulton Street,1,2,37.865104,-122.265866,1050,1700,0.596,37.8670155,-122.264514,4.125,1,2
1142,2532 Dwight Way,0,0,37.86511,-122.256864,0,971,0.503,37.86652335,-122.2571069,4.025,0,0
1143,1938 Channing Way,0,0,37.865116,-122.270543,0,3278,0.774,37.86741709,-122.2682114,4.1,1,2
1144,2432 Fulton Street,2,4,37.865129,-122.265869,1450,1400,0.595,37.8670155,-122.264514,4.125,1,2
1145,haste at SHATTUCK,0,1,37.865131,-122.26706,0,1690,0.635,37.86741709,-122.2650239,4.125,1,2
1146,2439 Dwight Way,0,0,37.865148,-122.258967,0,1820,0.481,37.86415885,-122.2603574,4.05,0,0
1147,2428 Ellsworth St,0,0,37.865156,-122.26349,0,2341,0.527,37.86669424,-122.2630739,4.05,1,1
1148,1942 Channing Way,0,0,37.865171,-122.270166,0,1814,0.755,37.86741709,-122.2681502,4.1,1,2
1149,2508 Regent St - B,2,2,37.865179,-122.258364,775,2000,0.481,37.86415885,-122.2603574,4.05,0,0
1150,2309 Acton St,0,0,37.865181,-122.283327,0,1013,1.389,37.86402505,-122.2867298,4.025,4,1
1151,2516 Piedmont Ave,0,0,37.865183,-122.251656,0,1895,0.641,37.86652335,-122.2553732,3.975,0,0
1152,2135 Haste St,0,0,37.865194,-122.265743,0,2795,0.587,37.8670155,-122.264514,4.125,1,2
1153,2449 Dwight Way,0,0,37.865203,-122.258644,0,1414,0.478,37.86415885,-122.2603574,4.05,0,0
1154,1930 Channing Way,0,0,37.86521,-122.270818,0,2118,0.782,37.86772015,-122.2687969,4.1,2,2
1155,Channing,0,2,37.865226,-122.27278,0,1497,0.869,37.86784595,-122.2694899,4.025,2,2
1156,2429 Shattuck Ave,0,0,37.865241,-122.267086,0,1481,0.63,37.86741709,-122.2681413,4.125,1,2
1157,2115 Haste St,0,0,37.865245,-122.266719,0,1423,0.617,37.86741709,-122.2650239,4.125,1,2
1158,2510 College Ave,0,0,37.865248,-122.254008,0,3075,0.559,37.86652335,-122.2567794,3.975,0,0
1159,2010 Channing Way,0,0,37.865256,-122.269506,0,3099,0.724,37.86741709,-122.2681413,4.125,1,2
1160,2137 Haste St,0,0,37.865257,-122.265797,0,2795,0.585,37.8670155,-122.264514,4.125,1,2
1161,2133 Haste St,0,0,37.865271,-122.265925,0,2795,0.589,37.86705,-122.264514,4.15,1,2
1162,2238 Curtis St,0,0,37.865281,-122.288932,0,1400,1.678,37.86456595,-122.2895276,3.95,4,1
1163,2117 Haste St,0,0,37.865283,-122.266364,0,2935,0.603,37.8673673,-122.2648014,4.125,1,2
1164,2320 Haste St,0,0,37.865287,-122.262173,0,1936,0.493,37.86623285,-122.2626701,4.05,1,0
1165,Benvenue at Dwight,0,1,37.8653,-122.255387,0,1800,0.52,37.86652335,-122.2568844,3.975,0,0
1166,2501 Benvenue Ave,0,0,37.865307,-122.254919,0,1732,0.531,37.86652335,-122.2568844,4,0,0
1167,2420 Fulton St,0,0,37.865308,-122.265612,0,2795,0.577,37.8670155,-122.264514,4.125,1,2
1168,2305 Acton St,0,0,37.865311,-122.283361,0,1672,1.388,37.86402505,-122.2867298,4.025,4,1
1169,2322 Haste St,0,0,37.865312,-122.261974,0,1772,0.488,37.86623285,-122.2626701,4.05,1,0
1170,2514 Piedmont Ave,0,0,37.865318,-122.251668,0,1895,0.633,37.86652335,-122.2553792,3.975,0,0
1171,2437 Dwight Way,0,0,37.86532,-122.259031,0,1820,0.469,37.86415885,-122.2603574,4.05,0,0
1172,2506 Dwight Way - B,1,2,37.865326,-122.258723,629,1700,0.469,37.86652335,-122.2603574,4.05,0,0
1173,2330 Haste St,0,0,37.865345,-122.261738,0,1933,0.482,37.86623285,-122.2626701,4.05,1,0
1174,2644 Dwight Way,0,0,37.865354,-122.254452,0,2065,0.54,37.86652335,-122.2568844,3.975,0,0
1175,2515 Piedmont Ave,0,0,37.865367,-122.251338,0,1810,0.643,37.86652335,-122.2552142,3.975,0,0
1176,2416 Fulton St,0,0,37.865369,-122.26577,0,1751,0.578,37.8670155,-122.264514,4.125,1,2
1177,2228 San Pablo Ave,0,0,37.865382,-122.291239,0,1950,1.798,37.86516754,-122.2931572,3.975,3,1
1178,2217 9th St,0,0,37.865385,-122.29298,0,1976,1.89,37.86784595,-122.2733323,4.025,2,2
1179,2340 Grant St,0,0,37.865386,-122.274986,0,2400,0.967,37.8654609,-122.2867893,3.975,4,1
1180,2249 Bonar St,0,0,37.865393,-122.286314,0,2336,1.539,37.8653968,-122.2875048,3.975,4,1
1181,2236 Browning St,0,0,37.865397,-122.28798,0,3553,1.626,37.8670155,-122.2643964,4.125,1,2
1182,haste at atherton,2,5,37.865426,-122.26478,3000,1700,0.544,37.8670155,-122.264514,4.125,1,2
1183,2412 Fulton St,0,0,37.865446,-122.265709,0,1751,0.572,37.86652335,-122.2568844,3.975,0,0
1184,2521 College Ave.,0,1,37.865459,-122.254339,0,1600,0.537,37.86415885,-122.2601879,4.05,0,0
1185,2511 Dwight Way,0,0,37.865475,-122.257987,0,1950,0.464,37.86652335,-122.2568129,3.975,0,0
1186,2504 College Ave,0,0,37.8655,-122.254075,0,2632,0.543,37.86741709,-122.2681413,4.125,1,2
1187,2010 channing way,0,6,37.865503,-122.26912,0,1249,0.697,37.8673673,-122.2648014,4.125,1,2
1188,2404 Fulton St,0,0,37.865523,-122.265893,0,2940,0.574,37.8670155,-122.2643964,4.125,1,2
1189,2418 Atherton St,0,0,37.865534,-122.264666,0,1381,0.535,37.86669424,-122.2630209,4.05,1,1
1190,2237 Haste St,0,0,37.865551,-122.263631,0,1446,0.506,37.867172,-122.2645155,4.125,1,2
1191,2404 Fulton Street,1,2,37.865554,-122.265816,784,1497,0.57,37.86652335,-122.2548032,3.975,0,0
1192,2536 Piedmont Crescent,0,0,37.865564,-122.250516,0,1725,0.666,37.86652335,-122.2552102,3.975,0,0
1193,2513 Piedmont Ave,0,0,37.865574,-122.25133,0,2233,0.633,37.86741709,-122.267957,4.125,1,2
1194,2020 Channing Way,0,0,37.865582,-122.268689,0,1944,0.676,37.86652335,-122.2566541,3.975,0,0
1195,2646 Dwight Way,0,0,37.865583,-122.254278,0,1000,0.532,37.86652335,-122.2557972,3.975,0,0
1196,2726 Dwight Way,0,0,37.865587,-122.252504,0,2281,0.589,37.86652335,-122.2554612,3.975,0,0
1197,2750 Dwight Way,0,0,37.865593,-122.251832,0,1914,0.613,37.86566835,-122.2865668,3.975,4,1
1198,San Pablo at Ashby,0,1,37.8656,-122.2851,1155,3995,1.471,37.86741709,-122.2681502,4.1,1,2
1199,2010 channing way,0,4,37.865605,-122.269571,0,1150,0.711,37.8654609,-122.2864022,3.95,4,1
1200,2235 Bonar St,0,0,37.865623,-122.286359,0,2573,1.537,37.86741709,-122.2650239,4.125,1,2
1201,2118 Channing Way,0,0,37.865656,-122.266438,0,2641,0.586,37.8670155,-122.2643964,4.125,1,2
1202,2412 Atherton St,0,0,37.865662,-122.264757,0,975,0.53,37.86658055,-122.2630132,4.025,1,0
1203,2309 Haste St,0,0,37.865678,-122.262824,0,1653,0.48,37.86652335,-122.2556346,3.975,0,0
1204,2521 Piedmont Ave.,1,1,37.865679,-122.252179,710,2095,0.596,37.8671375,-122.2643964,4.1,1,2
1205,2405 Fulton St,0,0,37.86569,-122.26548,0,2259,0.551,37.86741709,-122.2681502,4.1,1,2
1206,2023 Channing Way,1,3,37.865693,-122.269996,600,1100,0.726,37.86658055,-122.2630132,4.025,1,0
1207,2301 Haste St,0,0,37.865703,-122.263031,0,1832,0.483,37.86652335,-122.2552191,3.975,0,0
1208,2511 Piedmont Ave,0,0,37.865712,-122.251348,0,2233,0.626,37.86596,-122.292331,3.95,3,1
1209,2223 San Pablo Ave,0,0,37.865714,-122.290571,0,1421,1.757,37.86784595,-122.2733323,4.025,2,2
1210,2330 Grant St,0,0,37.865715,-122.275018,0,2350,0.958,37.86687405,-122.2776268,4.025,3,1
1211,2315 Jefferson Ave,0,0,37.865724,-122.277745,0,2086,1.092,37.86741709,-122.2681502,4.1,1,2
1212,2035 Channing,0,3,37.86573,-122.269678,0,965,0.71,37.8679661,-122.2735018,4,2,2
1213,2319 Roosevelt Ave,0,0,37.865741,-122.275468,0,2150,0.979,37.86652335,-122.2556346,3.975,0,0
1214,2516 Piedmont Ave.,0,1,37.865748,-122.252179,0,1895,0.593,37.86596,-122.292633,3.975,3,1
1215,1000 Allston Way,0,0,37.86576,-122.293245,0,2200,1.898,37.8673673,-122.2648014,4.125,1,2
1216,2150 Channing Way,0,0,37.865778,-122.265872,0,2267,0.559,37.86658055,-122.2630209,4.025,1,1
1217,2417 Ellsworth St,0,0,37.865779,-122.263107,0,1832,0.479,37.86652335,-122.2556346,3.975,0,0
1218,2514 Piedmont Ave.,0,1,37.865783,-122.252179,0,1995,0.591,37.86669424,-122.2630209,4.05,1,1
1219,2412 Ellsworth St,0,0,37.865785,-122.263617,0,2085,0.491,37.86741709,-122.2681502,4.1,1,2
1220,2015 Channing Way,0,0,37.865797,-122.269434,0,2995,0.697,37.86596,-122.292331,3.95,3,1
1221,2212 San Pablo Ave,0,0,37.865812,-122.2914,0,1600,1.799,37.86741709,-122.2681502,4.1,1,2
1222,2019 Channing Way,0,0,37.865822,-122.269257,0,1726,0.689,37.86741709,-122.2681502,4.1,1,2
1223,2021 Channing Way,0,0,37.865842,-122.269098,0,1797,0.681,37.86545995,-122.2797601,4.05,4,2
1224,2301 Spaulding Ave,0,0,37.865857,-122.280281,0,2132,1.217,37.8679661,-122.2735018,4,2,2
1225,2313 Roosevelt,0,1,37.865859,-122.275751,0,1590,0.989,37.86741709,-122.2681502,4.1,1,2
1226,2023 Channing Way,0,0,37.86586,-122.268975,0,2563,0.675,37.86545995,-122.2797601,4.05,4,2
1227,1530 Bancroft Way,0,0,37.865861,-122.280156,0,2132,1.21,37.8678797,-122.2696829,4.025,2,2
1228,2325 McKinley Ave,0,0,37.865889,-122.273208,0,2573,0.865,37.8679661,-122.2735018,4,2,2
1229,2313 Roosevelt Ave,0,0,37.865894,-122.275483,0,1878,0.975,37.86591623,-122.298477,3.9,3,1
1230,651 Addison Street,1,1,37.865903,-122.301595,851,2875,2.343,37.8670155,-122.2643964,4.125,1,2
1231,2214 Channing Way,0,0,37.865919,-122.264815,0,1825,0.517,37.86658055,-122.2625817,4.05,0,0
1232,2435 Haste Street,386,1,37.86593,-122.260782,386,1250,0.432,37.86596,-122.292331,3.95,3,1
1233,2213 San Pablo Ave,0,0,37.86595,-122.290664,0,893,1.758,37.86741709,-122.267957,4.125,1,2
1234,2035 Channing Way,0,0,37.865967,-122.268341,0,2324,0.644,37.8644869,-122.2815024,4.075,5,1
1235,1437 Bancroft Way,0,0,37.865968,-122.281967,0,850,1.301,37.86784595,-122.2702579,4.025,2,2
1236,2319 Grant St,0,0,37.865996,-122.274358,0,1821,0.917,37.86687405,-122.2757016,4.025,3,2
1237,2311 McGee Ave,0,0,37.866022,-122.276628,0,1751,1.028,37.8670155,-122.2630739,4.075,1,1
1238,2236 Channing Way,0,0,37.866031,-122.263707,0,2642,0.479,37.86687405,-122.2757016,4.025,3,2
1239,2310 Roosevelt Ave,0,0,37.866032,-122.276207,0,2065,1.006,37.86658055,-122.260781,4.05,0,0
1240,2423 Haste St,0,0,37.866037,-122.25986,0,665,0.419,37.86652335,-122.2562227,3.975,0,0
1241,2709 Dwight Way,0,0,37.866045,-122.253355,0,1423,0.535,37.86652335,-122.2556417,3.975,0,0
1242,2737 Dwight Way,0,0,37.866086,-122.252193,0,2175,0.575,37.86652335,-122.2557732,3.975,0,0
1243,2729 Dwight Way,0,0,37.866089,-122.252456,0,1658,0.565,37.86652335,-122.2555441,3.975,0,0
1244,2741 Dwight Way,0,0,37.866095,-122.251998,0,2654,0.582,37.8653968,-122.2893522,3.95,4,1
1245,2210 Curtis St,0,0,37.8661,-122.289168,0,3020,1.676,37.86662035,-122.2546582,3.925,1,0
1246,2467 Warring St,0,0,37.866126,-122.250226,0,3163,0.652,37.86741709,-122.2650239,4.125,1,2
1247,2129 Channing Way,0,0,37.866127,-122.266113,0,1928,0.549,37.86784595,-122.2702634,4.025,2,2
1248,2315 Grant St,0,0,37.86615,-122.274369,0,2116,0.912,37.86741709,-122.2650239,4.125,1,2
1249,2125 Channing Way,0,0,37.866163,-122.266273,0,1748,0.553,37.86658055,-122.2607798,4.05,0,0
1250,2435 Haste St,0,0,37.866195,-122.259336,0,893,0.408,37.86545995,-122.2799792,4.05,4,2
1251,2249 Spaulding Ave,0,0,37.866207,-122.280298,0,2250,1.209,37.8679661,-122.2752792,4.025,2,2
1252,2304 Roosevelt Ave,0,0,37.866255,-122.276161,0,1547,0.998,37.86596,-122.2895276,3.95,4,1
1253,1112 Allston Way,0,0,37.866258,-122.29048,0,2132,1.743,37.86409315,-122.2520223,3.925,1,0
1254,2903 Dwight Way,0,0,37.866259,-122.249057,0,2519,0.698,37.86741709,-122.2650239,4.125,1,2
1255,2332 Fulton St,0,0,37.866268,-122.265999,0,827,0.538,37.86662035,-122.2566379,3.95,0,0
1256,2435 College Ave,0,0,37.866269,-122.253725,0,1411,0.511,37.86669424,-122.2623639,4.075,0,0
1257,2336 Channing Way,0,0,37.866285,-122.261569,0,2578,0.417,37.8671375,-122.2643964,4.1,1,2
1258,2216 Channing Way,2,3,37.866286,-122.26512,1750,1433,0.506,37.8671375,-122.2643964,4.1,1,2
1259,Channing Way at Ellsworth,0,2,37.866304,-122.265013,0,1100,0.502,37.86669424,-122.2623639,4.075,0,0
1260,2402 Dana St,0,0,37.866307,-122.261307,0,4047,0.412,37.8654609,-122.2880724,3.95,3,1
1261,2215 Bonar St,0,0,37.866324,-122.286565,0,1573,1.534,37.8673673,-122.2648014,4.125,1,2
1262,2345 Fulton St,0,0,37.866325,-122.26539,0,1885,0.513,37.8671375,-122.2643964,4.1,1,2
1263,Atherton,0,1,37.866326,-122.26488,0,2095,0.496,37.8671375,-122.2643964,4.1,1,2
1264,2211 Channing Way,0,0,37.86636,-122.265134,0,2488,0.503,37.86662035,-122.2555834,3.95,0,0
1265,2442 Piedmont Ave,0,0,37.866365,-122.251835,0,2639,0.575,37.86662035,-122.2565164,3.95,0,0
1266,2708 Haste St,0,0,37.866368,-122.253482,0,1529,0.514,37.86860535,-122.2757016,4.025,2,2
1267,1718 Bancroft Way,0,0,37.866371,-122.276169,0,1548,0.995,37.86741709,-122.2650239,4.125,1,2
1268,2330 Fulton St,0,0,37.86638,-122.265969,0,1800,0.531,37.8671375,-122.2643964,4.1,1,2
1269,2215 Channing Way,0,0,37.866381,-122.264969,0,3044,0.496,37.86662035,-122.2564304,3.95,0,0
1270,2710 Haste St,0,0,37.866391,-122.25331,0,1557,0.518,37.86662035,-122.2546042,3.925,1,0
1271,2461 Warring St,0,0,37.866394,-122.250118,0,2137,0.645,37.8671375,-122.2643964,4.1,1,2
1272,2219 Channing Way,0,0,37.866405,-122.264791,0,2200,0.489,37.86669424,-122.2623639,4.075,0,0
1273,2400 Dana St,0,0,37.866432,-122.261335,0,1200,0.404,37.86687405,-122.2776268,4,3,1
1274,1631 Bancroft Way,0,0,37.866434,-122.277899,0,1400,1.081,37.86662035,-122.2560839,3.95,0,0
1275,2728 Haste St,0,0,37.866439,-122.252617,0,1153,0.541,37.8671375,-122.264152,4.1,1,2
1276,2233 Channing Way,0,0,37.866482,-122.264191,0,1922,0.466,37.86851895,-122.2701199,4.025,2,2
1277,2325 McKinley,0,3,37.866485,-122.274082,0,1165,0.888,37.86662035,-122.2559669,3.95,0,0
1278,2732 Haste St,0,0,37.866488,-122.252383,0,2131,0.548,37.86662035,-122.2552884,3.95,0,0
1279,2437 Piedmont Ave,0,0,37.866503,-122.251245,0,3034,0.593,37.86591623,-122.2963002,3.9,3,1
1280,2100 6th St,0,0,37.866506,-122.297499,0,2600,2.115,37.86741709,-122.2650239,4.125,1,2
1281,2328 Fulton St,0,0,37.86652,-122.2661,0,1800,0.529,37.86669424,-122.2603574,4.075,0,0
1282,2414 Telegraph Ave,0,0,37.866523,-122.25911,0,2201,0.385,37.86759981,-122.2682674,4.1,1,2
1283,2024 Durant Ave.,2,2,37.866524,-122.269917,840,2075,0.689,37.8671375,-122.2630209,4.05,1,1
1284,2333 Channing Way,0,1,37.866557,-122.263229,0,1864,0.434,37.86572785,-122.2867298,3.95,3,1
1285,2207 Bonar St,0,0,37.866568,-122.286557,0,1420,1.529,37.8670131,-122.2630209,4.05,1,1
1286,2338 Channing,0,1,37.866581,-122.263088,0,2450,0.429,37.86662035,-122.2548119,3.925,1,0
1287,2437 Warring St,0,0,37.866604,-122.250292,0,1579,0.629,37.8659848,-122.2829092,3.975,4,2
1288,1408 Allston Way,0,0,37.866646,-122.283243,0,1320,1.353,37.86669424,-122.2601879,4.075,0,0
1289,2414 Telegraph Ave,0,1,37.866655,-122.258574,0,1695,0.379,37.86669424,-122.2626778,4.075,1,1
1290,2313 Channing Way,0,0,37.866663,-122.262767,0,2690,0.416,37.8670155,-122.2630209,4.075,1,1
1291,2341 Ellsworth St,0,0,37.866678,-122.263224,0,3425,0.427,37.86741709,-122.2648014,4.1,1,2
1292,2210 Durant Avenue,1,2,37.866689,-122.265193,680,1475,0.487,37.86669424,-122.2626701,4.075,1,0
1293,2325 Channing Way,0,0,37.866704,-122.262419,0,1642,0.406,37.86741709,-122.2648014,4.1,1,2
1294,2210 Durant Ave,0,0,37.866712,-122.265214,0,2652,0.487,37.86662035,-122.2571069,3.95,0,0
1295,College Avenue at Haste Street,0,1,37.866725,-122.25468,0,2800,0.454,37.86662035,-122.2548269,3.925,1,0
1296,2433 Warring St,0,0,37.866727,-122.250322,0,1300,0.623,37.86669424,-122.2624665,4.075,0,0
1297,2329 Channing Way,0,0,37.866729,-122.262252,0,2786,0.401,37.8673673,-122.2645155,4.1,1,2
1298,2214 Durant Ave,0,0,37.866731,-122.265063,0,2230,0.48,37.8660195,-122.2908832,3.95,4,1
1299,1111 Allston Way,0,0,37.866733,-122.290592,0,1806,1.741,37.86669424,-122.2624665,4.075,0,0
1300,2404 Dana,0,3,37.866735,-122.261671,0,1658,0.389,37.86741709,-122.2681502,4.1,1,2
1301,2017 Durant Ave,0,0,37.866745,-122.269459,0,869,0.659,37.86669424,-122.2624665,4.075,0,0
1302,2333 Channing Way,0,0,37.86675,-122.262074,0,2288,0.396,37.8671375,-122.2643964,4.1,1,2
1303,2218 Durant Ave,0,0,37.866751,-122.264906,0,1008,0.474,37.8671375,-122.2630209,4.075,1,2
1304,2360 Ellsworth St,0,0,37.866771,-122.26373,0,2413,0.435,37.86741709,-122.2648014,4.1,1,2
1305,2210 Durant Ave,1,3,37.866774,-122.265172,585,1165,0.482,37.8671375,-122.2643964,4.1,1,2
1306,2222 Durant Ave,0,0,37.866775,-122.264714,0,1023,0.466,37.86663245,-122.2941895,3.925,3,1
1307,2112 9th St,0,0,37.866786,-122.294183,0,939,1.933,37.86860535,-122.2739242,4.025,2,2
1308,1733 Bancroft Way,0,0,37.866798,-122.275594,0,2690,0.955,37.8671375,-122.2643964,4.1,1,2
1309,2226 Durant Ave,0,0,37.866799,-122.264534,0,1257,0.459,37.86687405,-122.2799792,4.05,4,1
1310,2225 Spaulding Ave,0,0,37.866813,-122.280154,0,1270,1.188,37.86662035,-122.2544414,3.925,1,0
1311,2425 Prospect St.,0,1,37.866824,-122.249551,0,1205,0.653,37.8671375,-122.2643964,4.1,1,2
1312,2230 Durant Ave,0,0,37.866825,-122.264325,0,1249,0.451,37.86662035,-122.2543914,3.925,1,0
1313,2421 Prospect St,0,0,37.866829,-122.249451,0,748,0.658,37.8671375,-122.264152,4.1,1,2
1314,2232 Durant Ave,0,0,37.866843,-122.264164,0,1256,0.444,37.86741709,-122.2681413,4.125,1,2
1315,2125 Durant Ave,0,1,37.86685,-122.267715,0,2495,0.578,37.86662035,-122.2563194,3.95,0,0
1316,2725 Haste St,0,0,37.866852,-122.253088,0,2252,0.503,37.86591623,-122.2963002,3.9,3,1
1317,2036 6th St,0,0,37.866856,-122.297615,0,2030,2.117,37.8671375,-122.2630209,4.075,1,2
1318,2360 Ellsworth St,1,1,37.86686,-122.26398,400,2350,0.438,37.8671375,-122.2630209,4.075,1,2
1319,2236 Durant Ave,0,0,37.866864,-122.264011,0,1356,0.439,37.86662035,-122.2565754,3.95,0,0
1320,2747 Haste St.,1,1,37.866866,-122.2536,726,2995,0.483,37.86662035,-122.2541624,3.925,1,0
1321,Hillside Avenue,2,2,37.866875,-122.248993,1500,1497,0.677,37.86621155,-122.2880724,3.95,4,1
1322,1243 allston way,1,1,37.866897,-122.287494,650,2495,1.574,37.8666976,-122.2568914,3.95,0,0
1323,2415 College Ave,0,0,37.866914,-122.253787,0,1671,0.474,37.86741709,-122.2650239,4.125,1,2
1324,Durant Ave at Fulton St,1,2,37.866926,-122.26628,900,1600,0.516,37.8666976,-122.2549924,3.925,1,0
1325,2461 WARRING STREET,2,2,37.866939,-122.250434,975,1650,0.609,37.86662035,-122.2563044,3.95,0,0
1326,2721 Haste St,0,0,37.866943,-122.253058,0,2252,0.5,37.86591623,-122.2963002,3.9,3,1
1327,2034 6th St,0,0,37.866949,-122.297648,0,2284,2.117,37.86662035,-122.2558454,3.95,0,0
