,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room,distance,latitude,longitude,avg_rating,#cafes,#pubs
242,1528 Woolsey St,0,0,37.850491,-122.2772,0,2413,1.778,37.84945795,-122.2769665,3.975,6,0
243,1218 Haskell St,0,0,37.850505,-122.285096,0,1832,2.045,37.85020794,-122.2862391,4.1,7,0
244,1238 Haskell St,0,0,37.850509,-122.284076,0,954,2.007,37.84965425,-122.2852648,4,5,0
245,3140 Ellis St,0,0,37.850549,-122.273154,0,1937,1.664,37.84945795,-122.2722183,4.025,3,0
246,1226 Haskell St,0,0,37.8506,-122.284716,0,2850,2.026,37.84965425,-122.2862391,4.05,6,0
247,3215 King Street,1,2,37.850645,-122.273669,1000,1700,1.671,37.84945795,-122.2722183,4.025,3,0
248,1236 Haskell St,0,0,37.850651,-122.284302,0,1827,2.008,37.84965425,-122.2862391,4.05,6,0
249,3138 Ellis St,0,0,37.850709,-122.273161,0,1748,1.655,37.84945795,-122.2722183,4.025,3,0
250,1622 Woolsey St,0,0,37.85074,-122.275276,0,1585,1.708,37.84945795,-122.2757081,3.95,4,0
251,1821 Fairview St,0,0,37.850756,-122.271877,0,2005,1.621,37.84945795,-122.2722183,4.025,3,0
252,1624 Woolsey St,0,0,37.850763,-122.275104,0,863,1.702,37.84945795,-122.2757081,4,3,0
253,3134 King St,0,0,37.850768,-122.274214,0,3200,1.678,37.84945795,-122.2722183,4.025,3,0
254,1628 Woolsey St,0,0,37.850784,-122.274933,0,3800,1.696,37.84945795,-122.2757081,4,3,0
255,1630 Woolsey St,0,0,37.850807,-122.274762,0,1573,1.69,37.84945795,-122.2757081,4,3,0
256,1632 Woolsey St,0,0,37.850829,-122.274611,0,2050,1.685,37.84945795,-122.2757081,4,3,0
257,woolsey at king,0,2,37.850866,-122.27457,0,1175,1.681,37.84945795,-122.2757081,4,3,0
258,Woolsey at King,0,2,37.850883,-122.274613,0,1175,1.682,37.84945795,-122.2757081,4,3,0
259,3131 King St,0,0,37.85098,-122.273767,0,1421,1.653,37.84945795,-122.2722183,4.025,3,0
260,1638 Woolsey St,0,0,37.851001,-122.274448,0,1400,1.67,37.84945795,-122.2722183,4.025,3,0
261,3200 College Ave,0,0,37.851067,-122.252752,0,2030,1.497,37.85184702,-122.2562268,3.95,2,3
262,2612 Alcatraz Ave,0,0,37.851068,-122.252617,0,2030,1.498,37.85184702,-122.2562236,3.95,2,3
263,1130 65th street at hollis,0,3,37.851137,-122.280922,1850,1265,1.862,37.84965425,-122.2805908,4.025,5,0
264,1816 Woolsey St,0,0,37.85115,-122.272106,0,1650,1.602,37.8501215,-122.2722183,4,3,0
265,2714 Alcatraz Ave,0,0,37.851204,-122.251727,0,2330,1.502,37.85184702,-122.2561851,3.95,2,3
266,1929 Fairview St,0,0,37.851242,-122.269093,0,2054,1.532,37.8507227,-122.2661452,4,3,1
267,1931 Fairview St,0,0,37.851269,-122.268966,0,1726,1.528,37.8507227,-122.2661452,4,3,1
268,1625 Woolsey St,0,0,37.85129,-122.275207,0,2495,1.674,37.8501215,-122.2757081,3.95,4,0
269,1627 Woolsey St,0,0,37.851314,-122.275024,0,2399,1.667,37.84945795,-122.2757081,4,3,0
270,323 Alcatraz Ave,0,1,37.851326,-122.25418,0,2195,1.462,37.85184702,-122.2564802,3.95,2,2
271,1202 Carrison St,0,0,37.851334,-122.285183,0,2002,2.007,37.85139635,-122.2862391,4.1,6,1
272,3053 Dohr St,0,0,37.851353,-122.279796,0,1450,1.812,37.8504425,-122.2801056,4.025,5,0
273,1522 Prince St,0,0,37.851363,-122.277553,0,2035,1.739,37.84945795,-122.2769665,3.975,6,0
274,1212 Carrison St,0,0,37.8514,-122.284829,0,1726,1.99,37.8512954,-122.2862391,4.1,6,1
275,1530 Prince St,0,0,37.851408,-122.277211,0,1624,1.726,37.84945795,-122.2769665,3.975,6,0
276,3120 Ellis St,0,0,37.851428,-122.273169,0,1350,1.611,37.8501215,-122.2722183,4,3,0
277,3051 Dohr St,0,0,37.851471,-122.279822,0,1269,1.807,37.8504425,-122.2801056,4.025,5,0
278,3102 California St,0,0,37.851475,-122.276693,0,2040,1.706,37.84945795,-122.2757838,3.95,5,0
279,Alcatraz at College,0,1,37.851476,-122.251611,0,2550,1.486,37.85230407,-122.2560335,3.95,2,3
280,1319 Haskell St,0,0,37.851536,-122.282452,0,1523,1.895,37.8512954,-122.2826829,4.025,4,1
281,0 0,1,3,37.85156,-122.274721,1400,1120,1.644,37.84945795,-122.2757081,4,3,0
282,3205 College Ave,0,1,37.851614,-122.25308,0,1950,1.456,37.85184702,-122.2562268,3.95,2,3
283,1616 Prince St,0,0,37.85162,-122.275565,0,1100,1.664,37.8501215,-122.2757081,3.975,4,0
284,3114 Ellis St,0,0,37.851627,-122.273271,0,2104,1.601,37.8501215,-122.2722183,4,3,0
285,3049 Sacramento St,0,0,37.851671,-122.278392,0,1361,1.748,37.84984985,-122.2796585,4,6,0
286,3103 California St,0,1,37.851682,-122.277068,0,1650,1.706,37.84945795,-122.2757838,4,5,0
287,1632 Prince St,0,0,37.851705,-122.274908,0,1314,1.641,37.8501215,-122.2757081,3.975,4,0
288,3015 San Pablo ave,2,2,37.851736,-122.286876,1155,1997,2.054,37.85139635,-122.2862391,4.1,6,1
289,1507 Prince St,0,0,37.851798,-122.278367,0,1361,1.74,37.8504425,-122.2796585,3.975,6,0
290,3047 Sacramento St,0,0,37.851805,-122.278482,0,1361,1.744,37.8504425,-122.2796585,3.975,6,0
291,College at Alcatraz,1,1,37.851882,-122.252254,800,2390,1.449,37.85230407,-122.2562268,3.95,3,3
292,3043 Sacramento St,0,0,37.851903,-122.278451,0,1361,1.737,37.8504425,-122.2796585,3.975,6,0
293,0 0,0,2,37.851908,-122.275,0,1550,1.631,37.8501215,-122.2757081,3.975,4,0
294,1235 Carrison St,0,0,37.851934,-122.284826,0,914,1.964,37.85139635,-122.2862391,4.1,6,1
295,1535 Prince St,0,0,37.851939,-122.277293,0,3045,1.698,37.84945795,-122.2757838,4,5,0
296,3041 Sacramento St,0,0,37.85194,-122.278502,0,1361,1.737,37.8504425,-122.2796585,3.975,6,0
297,3111 Harper St,0,0,37.851978,-122.271651,0,1300,1.54,37.85215315,-122.2722183,4.025,3,0
298,3034 Dohr St,0,0,37.851984,-122.280446,0,1000,1.8,37.8512954,-122.2801056,4.025,5,1
299,1603 Prince St,0,0,37.852053,-122.276427,0,2053,1.665,37.8501215,-122.2757838,3.95,5,0
300,1615 Prince St,0,0,37.852123,-122.275897,0,1942,1.645,37.8501215,-122.2757838,3.95,5,0
301,prince at king,1,2,37.852126,-122.27458,750,1197,1.607,37.8501215,-122.2757081,3.975,3,0
302,1625 Prince St,0,0,37.852165,-122.275573,0,1898,1.633,37.8501215,-122.2757081,3.975,4,0
303,1512 Tyler St,0,0,37.852217,-122.278047,0,1040,1.707,37.8505134,-122.2780991,3.975,6,0
304,Ashby at San Pablo,1,2,37.852221,-122.284012,750,1047,1.919,37.85139635,-122.2862391,4.125,6,1
305,1305 Carrison St,0,0,37.852224,-122.28316,0,1434,1.886,37.8512954,-122.2829721,4.125,6,1
306,San Pablo at Ashby,2,2,37.852226,-122.28698,1155,1997,2.035,37.8536618,-122.2862391,4.1,6,1
307,3145 College Ave,0,0,37.852245,-122.252258,0,2081,1.425,37.85230407,-122.25613,3.95,2,3
308,1808 Prince St,0,0,37.852249,-122.272332,0,1700,1.539,37.85215315,-122.2722183,4.025,3,0
309,1643 Prince St,0,0,37.852285,-122.274689,0,1345,1.6,37.8501215,-122.2757081,3.975,3,0
310,6616 Telegraph Ave,0,1,37.852308,-122.260796,0,1699,1.367,37.8532118,-122.2608533,4.025,3,1
311,3140 College Ave,0,0,37.852315,-122.253126,0,1799,1.408,37.85230407,-122.2562268,3.95,3,3
312,3008 Mabel St,0,0,37.852333,-122.283931,0,1100,1.91,37.85139635,-122.2862391,4.125,6,1
313,Starview at Hiller,0,3,37.85234,-122.226484,1842,1558,2.261,37.8469193,-122.2323295,4.1,2,1
314,2134 Woolsey St,0,0,37.852358,-122.264611,0,1350,1.391,37.8510247,-122.2659776,4,3,1
315,2140 Woolsey St,0,0,37.852385,-122.264356,0,2560,1.386,37.85245515,-122.2656885,4,3,1
316,1248 Ashby Ave,0,0,37.85239,-122.284254,0,1218,1.92,37.85139635,-122.2862391,4.125,6,1
317,1534 Tyler St,0,0,37.852393,-122.277411,0,1735,1.676,37.8527804,-122.2757838,3.975,6,0
318,0 0,0,1,37.852408,-122.260022,0,1699,1.359,37.8532118,-122.2592788,4,2,1
319,1600 Tyler St,0,0,37.852418,-122.276503,0,1675,1.646,37.8501215,-122.2757838,3.925,5,0
320,3141 College Ave,0,0,37.852453,-122.252278,0,1675,1.411,37.85230407,-122.25613,3.95,2,3
321,2308 Woolsey St,0,0,37.852492,-122.261268,0,1250,1.356,37.85228915,-122.2608533,4.05,3,1
322,3039 Ellis St,0,0,37.852513,-122.272839,0,1800,1.536,37.85215315,-122.2722183,4.025,3,0
323,1817 Prince St,0,0,37.852556,-122.272175,0,2182,1.517,37.85215315,-122.2722183,4.025,3,0
324,3151 Eton Ave,0,0,37.852579,-122.250086,0,2081,1.441,37.85253527,-122.2518531,3.925,2,2
325,1225 Ashby Ave,0,0,37.85259,-122.285844,0,1150,1.973,37.85297235,-122.2862391,4.1,6,1
326,3132 College Ave,0,0,37.852591,-122.253151,0,589,1.389,37.85230407,-122.2562268,3.95,3,3
327,1314 Ashby Ave,0,0,37.852644,-122.282955,0,1573,1.858,37.8527095,-122.2862391,4.125,7,1
328,1322 Ashby Ave,0,0,37.85271,-122.282615,0,2538,1.841,37.8512954,-122.2829721,4.125,6,1
329,3131 College Ave,0,0,37.852804,-122.252312,0,2673,1.388,37.85230407,-122.25613,3.95,2,3
330,Mabel at Ashby,0,1,37.852826,-122.28408,0,950,1.892,37.8536618,-122.2862391,4.125,6,1
331,1245 Ashby Ave,0,0,37.852842,-122.284617,0,2100,1.912,37.8536618,-122.2862391,4.125,6,1
332,1529 Tyler St,0,0,37.85285,-122.277366,0,1776,1.65,37.8501215,-122.2757838,3.975,5,0
333,2301 Woolsey St,0,0,37.852903,-122.261683,0,1776,1.33,37.8533778,-122.260855,4.05,3,1
334,3125 College Ave,0,0,37.852943,-122.252325,0,1464,1.378,37.85230407,-122.25613,3.95,2,3
335,3125 College Ave,0,1,37.85295,-122.252276,0,1895,1.378,37.85230407,-122.25613,3.95,2,3
336,2307 Woolsey St,0,0,37.852977,-122.261515,0,1776,1.324,37.8533778,-122.260855,4.05,3,1
337,3101 Shattuck Ave,0,0,37.852985,-122.265917,0,1300,1.365,37.85378545,-122.2659776,4,3,1
338,2315 Woolsey St,0,0,37.85308,-122.261326,0,1776,1.316,37.8533778,-122.260855,4.05,3,1
339,3112 Deakin St,0,0,37.853084,-122.262229,0,1533,1.32,37.85245515,-122.2616452,4.05,3,1
340,2325 Woolsey St,0,0,37.853092,-122.260762,0,2068,1.313,37.8532665,-122.260855,4.025,3,1
341,1661 Tyler St,0,0,37.853103,-122.274474,0,863,1.546,37.85155195,-122.2723513,3.975,3,0
342,3120 Telegraph Ave,0,0,37.853133,-122.260579,0,2068,1.31,37.8532665,-122.260855,4.025,3,1
343,2007 Prince St,0,0,37.853134,-122.267646,0,2532,1.383,37.85378545,-122.2659776,4,3,1
344,woolsey at college,0,2,37.853136,-122.252448,0,675,1.363,37.85230407,-122.2562268,3.95,3,3
345,2925 Mabel St,0,0,37.853191,-122.283446,0,1081,1.849,37.8536618,-122.2862391,4.125,6,1
346,1327 Ashby Ave,0,0,37.853249,-122.282673,0,1726,1.817,37.8542855,-122.2862391,4.125,7,1
347,120 Caldecott Ln,2,3,37.853255,-122.223394,1400,998,2.362,37.8469193,-122.2323672,4.175,1,1
348,3110 College Ave,0,0,37.853361,-122.253034,0,1810,1.34,37.85230407,-122.2562268,3.95,3,3
349,3109 Telegraph Ave,0,0,37.853366,-122.259886,0,3045,1.293,37.8532665,-122.2594892,3.975,2,1
350,1359 Ashby Ave,0,0,37.853371,-122.281585,0,1604,1.77,37.8542855,-122.282216,4.125,7,1
351,3055 Dana St,0,0,37.853424,-122.258179,0,2800,1.29,37.8532118,-122.2592126,4,3,1
352,2230 Prince St,0,0,37.853429,-122.262537,0,2530,1.299,37.85245515,-122.2617902,4.025,3,1
353,1628 Ashby Ave,0,0,37.853459,-122.275555,0,1370,1.558,37.8533816,-122.2757838,4,4,0
354,2314 Prince St,0,0,37.853472,-122.261184,0,1250,1.289,37.8533778,-122.2609317,3.975,3,1
355,1640 Ashby Ave,0,0,37.853494,-122.275294,0,2424,1.548,37.8533816,-122.2757081,4,4,0
356,2950 Dohr St,0,0,37.853502,-122.281046,0,900,1.743,37.8542855,-122.280716,4.1,7,1
357,2131 Prince St,0,0,37.853504,-122.264813,0,3200,1.316,37.8533778,-122.2652551,3.975,3,1
358,1310 Burnett St,0,0,37.853508,-122.283211,0,1847,1.825,37.8542855,-122.2862391,4.125,7,1
359,2030 Essex St,0,0,37.853523,-122.26684,0,1724,1.343,37.85378545,-122.2659776,4,3,1
360,1316 Burnett St,0,0,37.853549,-122.283012,0,1929,1.815,37.8542855,-122.2862391,4.125,7,1
361,2034 Essex St,0,0,37.85358,-122.266691,0,1675,1.337,37.85378545,-122.2659776,4,3,1
362,3100 College Ave,0,0,37.853649,-122.252969,0,3198,1.322,37.85265567,-122.2562268,3.95,3,2
363,2926 Stanton St,0,1,37.853661,-122.280192,0,1650,1.703,37.8542855,-122.2806508,4.05,6,1
364,1226 Russell St,0,0,37.853663,-122.285714,0,1320,1.918,37.8537213,-122.2862391,4.125,6,1
365,1521 Ashby Ave,0,0,37.853664,-122.278182,0,1550,1.632,37.8542855,-122.2772275,4.05,5,1
366,1527 Ashby Ave,0,0,37.853698,-122.277908,0,2097,1.621,37.8542855,-122.2770584,4.025,6,0
367,1623 Ashby Ave,0,2,37.853716,-122.276696,0,1150,1.58,37.8533816,-122.2757838,4,5,0
368,1625 Ashby Ave,0,1,37.853724,-122.276643,0,2100,1.578,37.8533816,-122.2757838,4,5,0
369,Regent st,1,1,37.853726,-122.25678,640,1780,1.276,37.85312631,-122.2588995,3.975,3,2
370,2925 Dohr St,0,0,37.853765,-122.280677,0,1218,1.716,37.8542855,-122.2806508,4.05,6,1
371,2700 Woolsey St,0,0,37.853771,-122.252405,0,2700,1.322,37.85265567,-122.2562268,3.95,3,2
372,2130 Essex St,0,0,37.853774,-122.264929,0,1314,1.299,37.8533778,-122.2652551,3.975,3,1
373,3005 Ellis St,0,0,37.853775,-122.272864,0,2350,1.461,37.85215315,-122.2723513,4.025,3,0
374,2247 Prince St,0,0,37.853797,-122.262246,0,2716,1.272,37.8533778,-122.2617046,4,3,1
375,120 Caldecott Lane,1,2,37.853848,-122.222965,1200,1422,2.36,37.8469193,-122.2323691,4.175,1,0
376,2915 Dohr St,0,0,37.853898,-122.280726,0,1850,1.711,37.8542855,-122.2806508,4.05,6,1
377,142 Caldecott Ln,2,3,37.853983,-122.222793,1648,1165,2.363,37.8469193,-122.2323691,4.175,1,0
378,2931 Stanton St,0,0,37.854004,-122.279891,0,1650,1.675,37.8542855,-122.2806508,4.05,6,1
379,2327 Prince St,0,0,37.854023,-122.260623,0,2182,1.249,37.8532118,-122.2609317,3.975,3,1
380,Prince at Telegraph,0,1,37.854026,-122.26068,0,2195,1.249,37.85378545,-122.2609317,4,3,1
381,2638 Woolsey,0,4,37.854029,-122.254441,0,1398,1.277,37.85266065,-122.2562268,3.975,3,2
382,1518 Julia St,0,0,37.854031,-122.278258,0,1483,1.615,37.8542855,-122.2772275,4.05,5,1
383,3042 Fulton St,0,0,37.854055,-122.26351,0,2309,1.264,37.8533778,-122.2656468,4,3,1
384,3048 Halcyon Ct,1,1,37.854102,-122.261172,950,2200,1.245,37.85378545,-122.2609317,4,3,1
385,3048 Halcyon Ct,1,1,37.854109,-122.261198,950,2200,1.245,37.85378545,-122.2609317,4,3,1
386,2004 Emerson St,0,0,37.854126,-122.268642,0,1684,1.338,37.85378545,-122.2659776,4.025,3,1
387,2703 Woolsey St,0,0,37.854131,-122.252442,0,1827,1.298,37.8527282,-122.2527988,3.975,3,2
388,2008 Emerson St,0,0,37.854135,-122.268545,0,1684,1.335,37.85378545,-122.2659776,4.025,3,1
389,2915 Stanton St,0,0,37.854223,-122.279947,0,1624,1.666,37.8542855,-122.2806508,4.05,6,1
390,1628 Julia St,0,0,37.854341,-122.275819,0,2030,1.517,37.8533816,-122.2757838,4,4,0
391,3030 Regent St,0,0,37.854348,-122.256672,0,1958,1.234,37.8537902,-122.2592126,4,3,1
392,3046 College Ave,0,0,37.854364,-122.253094,0,2675,1.272,37.8527282,-122.2527988,3.975,3,2
393,1634 Julia St,0,0,37.854373,-122.275556,0,1488,1.506,37.8533816,-122.2757838,4,4,0
394,1829 Ashby Ave,0,0,37.854418,-122.271781,0,1582,1.393,37.85215315,-122.2697139,4.05,3,0
395,1640 Julia St,0,0,37.85442,-122.275185,0,1269,1.492,37.8533816,-122.2757081,4,4,0
396,3042 Telegraph Ave,0,0,37.854429,-122.260334,0,1000,1.22,37.8539015,-122.2609317,4,4,1
397,3025 Adeline St,0,0,37.854446,-122.268794,0,1269,1.32,37.85378545,-122.2659776,4.025,3,1
398,3021 Shattuck Ave,0,0,37.854453,-122.265977,0,1878,1.268,37.85378545,-122.265936,4,3,1
399,1505 Julia St,0,0,37.854456,-122.27888,0,1800,1.615,37.8542855,-122.2787388,4.075,5,1
400,3028 Colby St,0,0,37.854475,-122.257722,0,2225,1.22,37.8537902,-122.2592126,4,3,1
401,3021 Dana St,0,0,37.854515,-122.258367,0,903,1.215,37.8537902,-122.2594875,4,3,1
402,2017 Emerson St,0,0,37.854516,-122.268302,0,2510,1.306,37.85378545,-122.2659776,4.025,3,1
403,2817 Woolsey St,0,0,37.854522,-122.249521,0,1750,1.329,37.85253527,-122.2518531,3.95,2,1
404,1939 Ashby Ave,0,0,37.854524,-122.27044,0,1250,1.353,37.85378545,-122.2693691,4.05,4,0
405,0 0,1,1,37.854526,-122.27048,500,1600,1.354,37.85378545,-122.2693691,4.05,4,0
406,1911 Ashby Ave,0,0,37.854575,-122.270771,0,1800,1.358,37.85378545,-122.2693691,4.05,4,0
407,1535 Julia St,0,0,37.854606,-122.277761,0,1300,1.567,37.8549723,-122.2772275,4.05,4,1
408,1434 Russell street,1,1,37.85461,-122.280149,550,1895,1.654,37.8542855,-122.2803967,4.1,6,1
409,adeline at ashby,0,2,37.854626,-122.26968,0,1400,1.328,37.85378545,-122.2693691,4,3,0
410,1993 Ashby Ave,0,0,37.854633,-122.269678,0,1929,1.328,37.85378545,-122.2693691,4,3,0
411,2924 Sacramento St,0,2,37.854672,-122.279637,0,1400,1.631,37.8542855,-122.2803967,4.1,6,1
412,3050 college,3,4,37.854675,-122.253349,3400,1875,1.248,37.8527282,-122.2527988,3.975,3,2
413,2075 Emerson St,0,0,37.854696,-122.266975,0,1827,1.269,37.85245515,-122.265936,4,3,0
414,3040 Telegraph Ave,0,0,37.854709,-122.259961,0,1511,1.2,37.8539015,-122.259648,4.025,3,1
415,2700 Prince St,0,0,37.854751,-122.252512,0,2000,1.256,37.8527282,-122.2527988,3.975,3,2
416,2302 Webster St,0,0,37.854756,-122.262002,0,1900,1.205,37.85378545,-122.2617046,4.025,3,1
417,2929 Harper St,0,0,37.854813,-122.271918,0,2645,1.373,37.85378545,-122.2693691,4.05,4,0
418,1629 Julia St,0,0,37.854819,-122.275898,0,2335,1.493,37.8533816,-122.2770584,4.05,3,0
419,3024 Deakin St,0,0,37.854826,-122.262584,0,1345,1.204,37.85378545,-122.2617046,4.025,3,1
420,2925 Harper St,0,0,37.854856,-122.27217,0,3600,1.377,37.85378545,-122.2693691,4.05,4,0
421,3008 Dana St,0,0,37.854875,-122.258843,0,2182,1.189,37.8537902,-122.2594875,4,3,1
422,2925 Ellis St,0,0,37.854877,-122.272977,0,1929,1.399,37.8533816,-122.2705409,4.075,3,0
423,2076 ashby ave,1,2,37.854881,-122.267039,950,1394,1.258,37.85378545,-122.265936,4,3,1
424,2137 Emerson St,0,0,37.85489,-122.265518,0,1421,1.232,37.85610595,-122.265936,4.025,3,1
425,1635 Julia St,0,0,37.854895,-122.275561,0,1546,1.477,37.8550139,-122.2769827,4.05,3,0
426,2030 Ashby Ave,0,0,37.854898,-122.267548,0,1239,1.266,37.85610595,-122.265936,3.975,3,0
427,1639 Julia St,0,0,37.854924,-122.275353,0,1625,1.469,37.8550139,-122.2757081,4,4,0
428,2701 Prince Street,0,1,37.854926,-122.25338,0,2850,1.231,37.8527282,-122.2527988,3.975,3,2
429,2034 Ashby Ave,0,0,37.854927,-122.267379,0,1095,1.261,37.85610595,-122.265936,3.975,3,0
430,2147 Emerson St,0,0,37.854936,-122.265182,0,1624,1.225,37.85610595,-122.265936,4.025,3,1
431,Martin Luther King Jr at Russell St,0,2,37.854949,-122.271352,0,1400,1.35,37.85378545,-122.2693691,4.05,4,0
432,3018 Fulton St,0,0,37.854957,-122.263701,0,1472,1.205,37.85378545,-122.2621715,4.025,3,1
433,2927 Harper St,0,0,37.854966,-122.271935,0,3600,1.364,37.85378545,-122.2693691,4.05,4,0
434,3019 Bateman St,0,0,37.854983,-122.255597,0,2150,1.2,37.8540962,-122.2592788,4,3,1
435,3020 Benvenue Ave,0,0,37.854994,-122.254194,0,1485,1.215,37.8527282,-122.2527988,3.975,3,2
436,adeline at ashby,0,2,37.855026,-122.26968,0,700,1.304,37.85378545,-122.2693691,4.025,3,0
437,3018 Deakin St,0,0,37.855035,-122.262627,0,2466,1.19,37.85378545,-122.2617046,4,3,1
438,2076 ashby,1,1,37.855051,-122.267017,550,1798,1.246,37.85610595,-122.265936,3.975,3,0
439,2701 Prince St,0,0,37.855053,-122.252579,0,2873,1.235,37.85440346,-122.2527988,3.95,3,2
440,3019 Hillegass Ave,0,0,37.855054,-122.254615,0,1575,1.206,37.85271535,-122.2527988,3.975,3,1
441,2918 Ellis St,0,0,37.855058,-122.27363,0,1400,1.408,37.85447365,-122.2731783,4.075,3,0
442,3017 Fulton St,0,0,37.85511,-122.263229,0,1900,1.19,37.85378545,-122.2617046,4.025,4,1
443,2321 Webster,0,2,37.855117,-122.26178,0,1447,1.178,37.8550395,-122.2617046,4,4,1
444,3020 College Ave,0,0,37.855136,-122.253162,0,1650,1.22,37.85440346,-122.2527988,3.95,3,2
445,2822 San Pablo Ave,0,0,37.855163,-122.288067,0,1750,1.952,37.85467685,-122.2863635,4.125,4,1
446,1630 Russell St,0,0,37.855193,-122.275791,0,1410,1.469,37.8550139,-122.2769827,4.05,3,0
447,2110 Ashby Ave,0,0,37.855198,-122.265888,0,944,1.218,37.85477565,-122.265936,4.025,3,0
448,1527 Russell St,0,0,37.85521,-122.278412,0,888,1.559,37.8551442,-122.277245,4.075,4,1
449,2130 Ashby Ave,0,0,37.855214,-122.265148,0,1421,1.206,37.85477565,-122.2626957,4.025,3,0
450,3012 Deakin St,0,0,37.85524,-122.262666,0,1850,1.176,37.85378545,-122.2617046,4.025,4,1
451,1642 Russell St,0,0,37.855255,-122.275349,0,1218,1.451,37.8550139,-122.2757081,4,4,0
452,2317 Webster St,0,0,37.855257,-122.261572,0,1459,1.168,37.8550395,-122.2617046,4,4,1
453,1648 Russell St,0,0,37.85531,-122.274991,0,1200,1.436,37.8550139,-122.2757081,4.025,3,0
454,2321 Webster St,0,0,37.855321,-122.261369,0,2665,1.162,37.8550395,-122.2617046,4,4,1
455,1221 Oregon St,0,0,37.855358,-122.285486,0,1450,1.832,37.8551442,-122.2862391,4.15,5,1
456,2915 Harper St,0,0,37.85536,-122.271976,0,1523,1.342,37.85610595,-122.2705409,4.075,3,0
457,2912 Harper St,0,0,37.855365,-122.272614,0,914,1.36,37.85610595,-122.2693691,4.075,3,0
458,2829 Prince St,0,0,37.855369,-122.248929,0,2025,1.29,37.85271535,-122.2518531,3.9,2,1
459,2803 Park St,0,0,37.855376,-122.282716,0,2208,1.717,37.8542855,-122.2862391,4.125,6,1
460,2076 ashby ave,1,2,37.855378,-122.26741,1100,1397,1.233,37.85610595,-122.2693274,4,2,0
461,2930 Adeline St,0,0,37.855381,-122.269424,0,1595,1.275,37.85378545,-122.2693274,4.025,2,0
462,3007 Fulton St,0,0,37.855387,-122.263179,0,2000,1.171,37.85378545,-122.2617046,4.025,4,1
463,2922 Otis St,0,0,37.855389,-122.27042,0,1929,1.299,37.85378545,-122.2693691,4.05,3,0
464,2409 Webster St,0,0,37.85543,-122.259191,0,1475,1.15,37.85496241,-122.2607898,4.025,3,1
465,1529 Russell St,0,0,37.855446,-122.278294,0,1490,1.543,37.8549723,-122.2772275,4.075,4,1
466,2923 Otis St,0,0,37.85546,-122.269813,0,1813,1.28,37.85378545,-122.2693691,4.05,3,0
467,1541 Russell St,0,0,37.855476,-122.27779,0,2522,1.523,37.8549723,-122.2772275,4.075,4,1
468,2212 Ashby Ave,0,0,37.85549,-122.262754,0,2287,1.16,37.85378545,-122.2617046,4.025,4,1
469,3001 College Ave,0,0,37.855494,-122.252578,0,2845,1.206,37.85395065,-122.2527052,3.975,2,2
470,2716 Webster St,0,0,37.855551,-122.252115,0,2532,1.21,37.85395065,-122.2527052,3.975,2,2
471,2716 Webster St.,1,2,37.855576,-122.25234,850,1425,1.205,37.85395065,-122.2527052,3.975,2,2
472,2417 Webster St,0,0,37.855586,-122.258899,0,2460,1.14,37.85647185,-122.2596463,4.05,3,1
473,2111 Ashby Ave,0,0,37.8556,-122.266092,0,1030,1.195,37.8567452,-122.2655825,4.025,2,0
474,3001 Deakin St,0,0,37.855613,-122.262195,0,2410,1.147,37.8550395,-122.2617046,4,4,1
