address,bathrooms,bedrooms,latitude,longitude,sqft,price per room,distance,avg_rating,#cafes,#pubs
2422 Grant St,0,0,37.863957,-122.274837,0,2581,1.011,4.025,3,2
2422 Hilgard Ave,0,0,37.878212,-122.262375,0,2000,0.45,4.1,5,0
2422 McKinley Ave,0,0,37.864102,-122.273709,0,1516,0.954,4.025,2,2
2423 Blake St,0,0,37.864335,-122.259522,0,3300,0.536,4.05,0,0
2423 Blake St.,0,3,37.864419,-122.248406,0,1331,0.804,3.95,1,0
2423 Blake Street,0,4,37.864141,-122.260107,0,1248,0.55,4.05,0,0
2423 Haste St,0,0,37.866037,-122.25986,0,665,0.419,3.975,0,0
2424 Spaulding Ave,0,0,37.863109,-122.280486,0,1736,1.306,4.15,4,1
2425 Durant Ave,0,0,37.867899,-122.260048,0,1802,0.292,4.025,2,2
2425 Fulton St,0,0,37.864928,-122.26531,0,1332,0.589,4.125,1,2
2425 Grant St,0,0,37.863901,-122.274138,0,2185,0.981,4.025,2,2
2425 Prospect St.,0,1,37.866824,-122.249551,0,1205,0.653,4.1,1,2
2426 Fulton St,0,0,37.864828,-122.265754,0,3575,0.608,4.125,1,2
2426 stuart st,1,3,37.859794,-122.257984,1300,1150,0.853,4,2,0
2427 Hilgard Ave,1,1,37.878331,-122.262923,850,2550,0.469,4.05,3,0
2427 Hilgard Ave,0,1,37.878444,-122.262533,0,1995,0.468,4.075,6,0
2427 Hilgard Ave,0,0,37.878702,-122.262307,0,1951,0.481,4.05,4,0
2427 McKinley Ave,0,0,37.864082,-122.273017,0,1658,0.925,4.025,2,2
2427 San Pablo Ave,0,0,37.861779,-122.289589,0,1450,1.794,4.075,5,1
2428 Ellsworth St,0,0,37.865156,-122.26349,0,2341,0.527,4.05,1,1
2428 McGee Ave,0,0,37.863495,-122.27707,0,1175,1.131,4.05,3,2
2428 Milvia St,0,0,37.864355,-122.270058,0,1925,0.788,4.1,1,2
2429 San Pablo Ave,0,0,37.861835,-122.289425,0,1450,1.784,4.1,6,1
2429 Shattuck Ave,0,0,37.865241,-122.267086,0,1481,0.63,4.125,1,2
2430 8th St,0,0,37.861001,-122.293476,0,1200,2.011,4.075,5,2
2430 Dwight Way,0,0,37.864815,-122.259152,0,1699,0.503,4.05,0,0
2430 Prospect St,0,0,37.867003,-122.25002,0,2243,0.625,4.075,1,1
2431 7th St,0,0,37.860949,-122.293938,0,1117,2.036,4.075,5,2
2431 9th St,1,2,37.861875,-122.292427,600,1347,1.935,4.075,5,2
2431 Ellsworth St,0,0,37.865077,-122.262741,0,2776,0.517,4.025,1,0
2432 7th St,0,0,37.860766,-122.294551,0,1342,2.071,4.075,5,1
2432 Fulton Street,2,4,37.865129,-122.265869,1450,1400,0.595,4.125,1,2
2433 7th St,0,0,37.860881,-122.293923,0,1400,2.037,4.075,5,2
2433 Grant St,0,0,37.863745,-122.27412,0,1636,0.987,4.025,2,2
2433 Warring St,0,0,37.866727,-122.250322,0,1300,0.623,4.075,0,0
2434 8th St,0,0,37.860917,-122.293447,0,2000,2.012,4.075,5,2
2434 Fulton Street,1,2,37.865104,-122.265866,1050,1700,0.596,4.125,1,2
2435 9th St,0,0,37.861205,-122.291617,0,2132,1.912,4.075,5,2
2435 College Ave,0,0,37.866269,-122.253725,0,1411,0.511,4.075,0,0
2435 Grant St,0,0,37.863605,-122.274106,0,1588,0.992,4.025,2,2
2435 Haste St,0,0,37.866195,-122.259336,0,893,0.408,4.05,4,2
2435 Haste Street,386,1,37.86593,-122.260782,386,1250,0.432,3.95,3,1
2435 Hilgard Ave,0,0,37.878723,-122.262134,0,3559,0.479,4.025,3,0
2435 Jefferson Ave,0,0,37.863383,-122.277514,0,1679,1.155,4.05,3,2
2436 10th St,0,0,37.861212,-122.291147,0,2487,1.888,4.075,5,1
2436 8th St,0,0,37.860826,-122.29341,0,1895,2.012,4.075,5,2
2436 California St,0,0,37.862924,-122.279317,0,2538,1.256,4.1,3,2
2437 Dwight Way,0,0,37.86532,-122.259031,0,1820,0.469,4.05,0,0
2437 Piedmont Ave,0,0,37.866503,-122.251245,0,3034,0.593,3.9,3,1
2437 Warring St,0,0,37.866604,-122.250292,0,1579,0.629,3.975,4,2
2439 Dwight Way,0,0,37.865148,-122.258967,0,1820,0.481,4.05,0,0
2442 Piedmont Ave,0,0,37.866365,-122.251835,0,2639,0.575,3.95,0,0
2443 Derby St,0,0,37.861741,-122.258045,0,4100,0.719,4.025,1,0
2444 Hilgard Ave,0,0,37.878244,-122.261856,0,2193,0.443,4.15,7,0
2446 Dana St,0,0,37.86496,-122.261005,0,2750,0.5,4.05,0,0
2447 8th St,0,0,37.860773,-122.292708,0,1885,1.978,4.075,5,2
2447 Derby St,0,0,37.861718,-122.257692,0,2750,0.723,4.025,1,0
2449 10th St,0,0,37.861159,-122.290451,0,2028,1.855,4.075,5,1
2449 Dwight Way,0,0,37.865203,-122.258644,0,1414,0.478,4.05,0,0
2450 Milvia St,0,0,37.863869,-122.270211,0,1875,0.817,4.1,1,2
2451 LE CONTE AVE,0,1,37.876533,-122.26196,0,1995,0.334,4.15,6,0
2451 Le Conte Ave,0,0,37.877061,-122.261609,0,1639,0.361,4.025,4,0
2455 Hilgard Ave,0,0,37.878766,-122.261792,0,3096,0.477,4.15,6,0
2456 Hilgard Ave,0,0,37.878267,-122.261684,0,1507,0.442,4.15,6,0
2456 Parker St,0,0,37.863142,-122.25797,0,2192,0.624,4.05,1,0
2460 Parker St,0,0,37.863287,-122.25779,0,2192,0.615,4.05,1,0
2461 Warring St,0,0,37.866394,-122.250118,0,2137,0.645,4.1,1,2
2461 WARRING STREET,2,2,37.866939,-122.250434,975,1650,0.609,3.95,0,0
2466 Hilgard Ave,0,0,37.878464,-122.261547,0,1498,0.453,4.1,6,0
2467 Warring St,0,0,37.866126,-122.250226,0,3163,0.652,4.125,1,2
2468 Bancroft Way,0,0,37.868459,-122.259885,0,1761,0.252,4.125,1,2
2468 Bancroft Way,0,1,37.868764,-122.260423,0,1825,0.236,3.975,2,2
2471 Cedar St,0,0,37.879612,-122.261723,0,4568,0.532,4.1,6,0
2472 Virginia St,0,0,37.877482,-122.261158,0,2928,0.382,4.1,6,0
2477 Virginia St,0,0,37.877959,-122.261356,0,2191,0.417,4.15,6,0
2477 Virginia Street,0,2,37.87758,-122.261551,0,1550,0.394,4,3,0
2490 Channing Way,0,1,37.867093,-122.259636,0,950,0.346,3.925,1,0
2491 Ellsworth St,0,0,37.864789,-122.262771,0,1981,0.536,4.025,1,0
2491 Ellsworth Street,1,1,37.864775,-122.262726,750,2485,0.536,4.025,1,0
250 Grand Ave.,0,1,37.809835,-122.259142,0,2350,4.295,4.15,1,0
2500 Dana St,0,0,37.864641,-122.260975,0,1900,0.521,4.05,0,0
2500 Durant Ave,0,0,37.867621,-122.258655,0,2530,0.312,3.95,0,0
2501 Benvenue Ave,0,0,37.865307,-122.254919,0,1732,0.531,4,0,0
2501 Dana Street,0,2,37.864656,-122.260408,1130,1800,0.516,4.05,0,0
2503 Ellsworth St,0,0,37.864367,-122.2628,0,1457,0.564,4.025,1,0
2504 College Ave,0,0,37.8655,-122.254075,0,2632,0.543,4.125,1,2
2504 Dana Street - 3,3,6,37.864766,-122.26122,1765,1350,0.515,4.05,0,0
2505 Virginia St,0,0,37.877977,-122.260463,0,2594,0.409,4.025,3,0
2506 Dwight Way - B,1,2,37.865326,-122.258723,629,1700,0.469,4.05,0,0
2506 Shattuck Ave,0,0,37.863661,-122.267746,0,2459,0.737,4.15,1,2
2507 Ellsworth St,0,0,37.864212,-122.262742,0,1700,0.573,4.025,1,0
2508 Benvenue Ave,0,0,37.865065,-122.255436,0,1974,0.533,4,0,0
2508 Hillegass Ave,0,0,37.864909,-122.256731,0,2176,0.518,4.025,0,0
2508 Regent St - B,2,2,37.865179,-122.258364,775,2000,0.481,4.05,0,0
2508 Ridge Rd,0,0,37.875763,-122.259798,0,1743,0.253,4.175,6,0
2508 Shattuck Ave,0,0,37.863613,-122.26764,0,2459,0.737,4.15,1,2
2509 Dana St,0,0,37.864444,-122.260352,0,941,0.531,4.05,0,0
2510 Bancroft Way,0,0,37.868538,-122.258769,0,2241,0.249,4,2,2
2510 College Ave,0,0,37.865248,-122.254008,0,3075,0.559,3.975,0,0
2510 Regent St,0,0,37.864808,-122.257949,0,1968,0.51,4.05,0,0
2511 Dwight Way,0,0,37.865475,-122.257987,0,1950,0.464,3.975,0,0
2511 Fulton St,0,0,37.863994,-122.265015,0,2719,0.636,4.075,1,1
2511 Hearst Ave,0,0,37.875429,-122.259581,0,1534,0.229,4.1,5,0
2511 Hearst Ave.,1,1,37.875209,-122.2597,200,1250,0.214,4,3,0
2511 Parker st,0,1,37.863536,-122.258058,0,1995,0.596,4.05,1,0
2511 Parker St,0,0,37.863577,-122.257061,0,2197,0.603,4.05,1,0
2511 Piedmont Ave,0,0,37.865712,-122.251348,0,2233,0.626,3.95,3,1
2513 Piedmont Ave,0,0,37.865574,-122.25133,0,2233,0.633,4.125,1,2
2513 Telegraph Ave,0,0,37.86483,-122.258186,0,1801,0.507,4.05,0,0
2514 College Ave,0,0,37.865097,-122.254226,0,2502,0.562,4,0,0
2514 Piedmont Ave,0,0,37.865318,-122.251668,0,1895,0.633,3.975,0,0
2514 Piedmont Ave.,0,1,37.865783,-122.252179,0,1995,0.591,4.05,1,1
2515 Benvenue Ave,0,0,37.864984,-122.254763,0,1869,0.554,3.975,0,0
2515 Dana St,0,0,37.864195,-122.260414,0,1577,0.548,4.05,0,0
2515 Parker St,0,0,37.863581,-122.256882,0,2197,0.605,4.05,1,0
2515 Piedmont Ave,0,0,37.865367,-122.251338,0,1810,0.643,3.975,0,0
2515 Regent St,0,0,37.864711,-122.257272,0,3500,0.524,4.05,0,0
2516 Piedmont Ave,0,0,37.865183,-122.251656,0,1895,0.641,3.975,0,0
2516 Piedmont Ave.,0,1,37.865748,-122.252179,0,1895,0.593,3.975,3,1
2516 Ridge Rd,0,0,37.875964,-122.259768,0,2592,0.267,4.1,6,0
2517 Regent St,0,0,37.864575,-122.257364,0,2000,0.532,4.05,0,0
2517 Telegraph Ave,0,0,37.864725,-122.258089,0,1968,0.515,4.05,0,0
2517 Virginia St,0,0,37.878115,-122.260133,0,1827,0.416,4.15,6,0
2518 Etna St,0,0,37.864875,-122.253007,0,2800,0.611,3.975,0,0
2519 College Ave,0,0,37.865057,-122.253492,0,2484,0.586,3.975,0,0
2519 Parker St,0,0,37.863631,-122.256578,0,2746,0.605,4.025,0,0
2520 College Ave,0,0,37.864826,-122.254198,0,2689,0.579,3.975,0,0
2520 Etna St,0,0,37.864763,-122.252995,0,1895,0.618,3.975,0,0
2520 Hillegass Ave,0,0,37.86447,-122.256706,0,2321,0.548,4.025,0,0
2520 Regent St,0,0,37.864474,-122.257954,0,1543,0.533,4.05,0,0
2520 Ridge Rd,0,0,37.87587,-122.259669,0,2592,0.26,4,4,0
2521 College Ave.,0,1,37.865459,-122.254339,0,1600,0.537,4.05,0,0
2521 Piedmont Ave,0,0,37.865068,-122.25129,0,1579,0.66,3.975,0,0
2521 Piedmont Ave.,1,1,37.865679,-122.252179,710,2095,0.596,4.1,1,2
2521 Regent St,0,0,37.864431,-122.257355,0,1398,0.542,4.05,0,0
2521 San Pablo Ave,0,0,37.860743,-122.289095,0,1370,1.799,4.05,6,1
2522 Hilgard Ave,0,0,37.878518,-122.260514,0,2900,0.446,4.15,6,0
2522 Piedmont Ave,0,0,37.865027,-122.251872,0,2034,0.641,3.975,0,0
2523 Ridge Rd,0,0,37.876397,-122.259555,0,2134,0.296,4.15,6,0
2524 Benvenue Ave,0,0,37.864605,-122.255285,0,1879,0.566,4,0,0
2525 Ashby Ave,0,0,37.856909,-122.255738,0,1979,1.068,4.025,2,0
2525 Durant Ave,0,0,37.868249,-122.257767,0,1785,0.282,4.1,1,2
2525 Durant Ave.,0,1,37.867966,-122.259046,0,2495,0.286,4.025,2,2
2525 Le Conte Ave,0,0,37.877151,-122.260219,0,2824,0.35,4.05,3,0
2525 Piedmont Ave,0,0,37.864857,-122.251228,0,1306,0.673,3.975,0,0
2525 Piedmont Avenue,0,1,37.864995,-122.251225,0,1550,0.666,3.975,0,0
2525 Regent St,0,0,37.864288,-122.257339,0,1494,0.552,4.05,0,0
2525 Stuart St,0,0,37.859971,-122.256162,0,1699,0.856,3.975,2,0
2529 Benvenue Ave,0,0,37.86451,-122.254722,0,1761,0.585,4,0,0
2529 Dana St,0,0,37.863684,-122.260273,0,1650,0.582,4.05,0,0
2529 Ellsworth St,0,0,37.863529,-122.262572,0,1904,0.615,4.025,1,0
2529 Fulton St,0,0,37.863202,-122.264925,0,2741,0.683,4.05,1,1
2530 Hillegass Ave,0,0,37.864178,-122.256771,0,2022,0.566,4.025,0,0
2531 Benvenue Ave,0,0,37.864363,-122.254951,0,1138,0.588,4,0,0
2531 Regent St,0,0,37.864145,-122.257326,0,1167,0.561,4.05,0,0
2531 Ridge Rd,0,0,37.876439,-122.25903,0,1282,0.3,3.95,4,1
2532 College Ave,0,0,37.864554,-122.254172,0,1208,0.596,3.975,0,0
2532 Dana St,0,0,37.863402,-122.260686,0,1287,0.604,4.05,0,0
2532 Dwight Way,0,0,37.86511,-122.256864,0,971,0.503,4.025,0,0
2532 Regent St,0,0,37.863929,-122.257951,0,1320,0.57,4.05,0,0
2533 Durant Ave,0,0,37.86828,-122.257465,0,2661,0.286,3.925,1,0
2534 Benvenue Ave,0,0,37.864104,-122.255453,0,2247,0.594,3.975,0,0
2534 Benvenue Ave,1,1,37.864334,-122.255452,548,2150,0.579,4,0,0
2534 Piedmont Ave,0,0,37.864453,-122.251818,0,2976,0.673,3.95,1,0
2534 Piedmont Avenue,0,2,37.864233,-122.251697,0,1350,0.689,3.95,1,0
2535 Chilton Way,0,0,37.86356,-122.259497,0,3150,0.589,4.05,0,0
2535 College Ave,0,0,37.864298,-122.253589,0,2345,0.627,3.975,0,0
2535 Ellsworth St,0,0,37.8633,-122.262414,0,2346,0.628,4.025,1,0
2535 Ellsworth St.,2,2,37.863668,-122.263264,700,1300,0.618,4.025,1,1
2535 Regent St,0,0,37.864002,-122.257308,0,1787,0.571,4.05,0,0
2536 College Ave,0,0,37.864365,-122.254124,0,2288,0.609,3.975,0,0
2536 Fulton St,0,0,37.862979,-122.265123,0,2796,0.701,4.05,1,1
2536 Piedmont Ave,0,0,37.864333,-122.251734,0,1725,0.683,3.95,1,0
2536 Piedmont Crescent,0,0,37.865564,-122.250516,0,1725,0.666,3.975,0,0
2537 Benvenue Ave,0,0,37.864251,-122.254626,0,1740,0.603,3.975,0,0
2537 Ellsworth St,0,0,37.863181,-122.26239,0,1966,0.636,4.025,1,0
2537 Fulton St,0,0,37.862887,-122.264625,0,2876,0.695,4.05,1,1
2537 Regent St,0,0,37.863816,-122.257597,0,2008,0.581,4.05,0,0
2539 College Ave,0,0,37.864386,-122.253427,0,2345,0.627,3.975,0,0
2539 Durant Ave,0,2,37.867991,-122.258792,0,1625,0.286,4.025,2,2
2539 Durant Ave,0,0,37.868312,-122.257299,0,2173,0.287,4.125,1,2
2540 Benvenue Ave,0,0,37.863969,-122.255444,0,1738,0.603,3.95,0,0
2540 College Ave,0,0,37.86408,-122.254124,0,1664,0.626,3.95,0,0
2540 Regent St,0,0,37.863621,-122.257635,0,2810,0.594,4.05,1,0
2541 Dana St,0,0,37.863347,-122.260141,0,1794,0.605,4.05,0,0
2541 Le Conte Ave,0,0,37.877185,-122.259675,0,1909,0.351,4.025,4,0
2541 Piedmont Ave,0,0,37.864552,-122.251202,0,1619,0.69,3.95,1,0
2541 Regent St,0,0,37.863717,-122.25728,0,2239,0.591,4.05,0,0
2545 Benvenue Ave,0,0,37.863973,-122.25467,0,1387,0.619,3.975,0,0
2546 Warring St,0,0,37.864371,-122.250539,0,3621,0.723,3.95,1,0
2547 Le Conte Ave,0,0,37.877238,-122.259471,0,1909,0.354,4,2,2
2550 College Ave,0,0,37.863874,-122.254106,0,1649,0.639,3.95,1,0
2550 Telegraph Ave,0,0,37.864395,-122.258764,0,1699,0.533,4.05,0,0
2552 Le Conte Ave,0,0,37.876796,-122.259501,0,3058,0.324,4.025,3,1
2555 Benvenue Ave,0,0,37.863766,-122.254708,0,2563,0.631,3.95,1,0
2555 Oxford,0,2,37.888925,-122.26838,0,1997,1.258,3.95,3,1
2555 Virginia St,0,0,37.878175,-122.259703,0,1861,0.419,4.1,6,0
2555 Virginia Street,1,1,37.87779,-122.260088,580,1880,0.394,4.1,6,0
2559 Le Conte Ave,0,0,37.877327,-122.259527,0,1909,0.36,4.1,5,0
2572 Le Conte Ave,0,0,37.876841,-122.259163,0,1624,0.327,4.05,3,0
2575 Le Conte Ave,0,0,37.877364,-122.25927,0,2295,0.363,4,3,0
260 Caldecott Lane,1,1,37.858202,-122.220991,728,2250,2.312,4.125,2,0
2601 Channing Way,0,0,37.867499,-122.256302,0,2142,0.362,4.075,1,2
2601 Etna St,0,0,37.863848,-122.252333,0,1654,0.69,3.95,1,0
2601 Hilltop,1,1,37.978234,-122.333429,802,2089,8.361,3.675,0,0
2601 hilltop drive,2,2,37.978523,-122.332881,1029,1191,8.364,3.675,0,0
2602 Jetty Drive,0,1,37.918022,-122.346207,0,1800,5.701,3.95,3,1
2602 Jetty Drive,0,1,37.91803,-122.3461,0,1800,5.696,3.925,3,0
2603 Ellsworth St,0,0,37.862637,-122.262411,0,2750,0.673,4.025,1,0
2604 Fulton St,0,0,37.862159,-122.265074,0,2233,0.751,4.075,1,1
2605 Durant Ave,0,0,37.868387,-122.256378,0,688,0.307,4,2,2
2605 Ellsworth St,0,0,37.862528,-122.26244,0,1517,0.68,4.025,1,0
2606 Benvenue Ave,0,0,37.863232,-122.255017,0,2701,0.659,3.975,1,0
2607 Ellsworth St,0,0,37.862417,-122.26223,0,1776,0.685,4.025,1,0
2607 Fulton St,0,0,37.861986,-122.264447,0,2588,0.749,4.05,1,1
2608 Benvenue Ave,0,0,37.863081,-122.255343,0,3650,0.662,4,1,0
2608 Sacramento St,0,0,37.860275,-122.2807,0,2350,1.419,4.175,5,1
2609 Ellsworth St,0,0,37.862226,-122.26219,0,3057,0.697,4.025,1,0
2610 Benvenue Ave,0,0,37.862972,-122.255335,0,3000,0.669,4,1,0
2610 Hillegass Ave,0,0,37.863019,-122.256654,0,2717,0.645,4.05,1,0
2610 Regent St,0,0,37.862923,-122.257951,0,2576,0.639,4.05,1,0
2611 Benvenue Ave,0,0,37.863077,-122.254574,0,1800,0.678,3.975,1,0
2612 Alcatraz Ave,0,0,37.851068,-122.252617,0,2030,1.498,3.95,2,3
2612 Webster St,0,0,37.855706,-122.254471,0,1500,1.164,4,2,0
2615 Parker St,0,0,37.863651,-122.255564,0,3805,0.621,4.025,1,0
2615 Regent St,0,0,37.862831,-122.25719,0,3125,0.652,4.05,1,0
2615 Ridge Rd,0,0,37.876613,-122.257933,0,1925,0.322,4,3,0
2615 Stuart St,0,0,37.860103,-122.255147,0,1825,0.861,3.975,2,0
2616 Ashby Ave,0,0,37.856566,-122.254714,0,4176,1.103,4,2,0
2617 College Ave,0,0,37.863285,-122.253318,0,1972,0.695,3.975,1,0
2617 Hillegass Ave,0,0,37.862748,-122.25587,0,3168,0.675,4,1,0
2617 Hillegass Ave,1,3,37.862759,-122.255945,870,1200,0.673,4,1,0
2617 Hillegass Ave.,1,2,37.862725,-122.256052,820,1550,0.673,4,1,0
2617 Hillegass Ave.,1,3,37.862827,-122.255881,810,1100,0.669,4,1,0
2618 College Ave,0,0,37.862875,-122.254029,0,2861,0.703,3.975,1,0
2618 College Ave,3,4,37.863068,-122.254185,2000,2562,0.687,3.975,1,0
2618 Hillegass Ave,0,0,37.86273,-122.256626,0,1393,0.665,4.05,1,0
2618 Hillegass Avenue,0,5,37.863295,-122.256943,0,1399,0.623,4.05,1,0
2619 Benvenue Ave,0,0,37.862866,-122.254732,0,3136,0.688,3.975,1,0
2619 Regent St,0,0,37.862695,-122.257174,0,1827,0.661,4.05,1,0
2620 Benvenue Ave,0,0,37.862768,-122.255204,0,2766,0.685,4,1,0
2620 College Ave,0,0,37.862773,-122.253915,0,2760,0.712,3.95,1,0
2620 Dana St,0,0,37.862267,-122.260435,0,2113,0.681,4.025,0,0
2620 Dana St.,0,1,37.862126,-122.26068,0,2200,0.691,4.025,0,0
2620 Hillegass,0,1,37.863259,-122.256939,0,3195,0.626,4.05,1,0
2620 Hillegass Ave,0,0,37.862593,-122.256611,0,2171,0.674,4.05,1,0
2620 Regent St,3,4,37.863159,-122.258139,1750,1623,0.621,4.05,1,0
2620 Stuart St,0,0,37.859844,-122.254803,0,2975,0.883,3.975,2,0
2621 Regent St,0,0,37.862558,-122.257162,0,2350,0.67,4.05,1,0
2622 College,0,1,37.8629,-122.254164,0,995,0.698,3.975,1,0
2623 Parker St,0,0,37.863669,-122.255216,0,2900,0.627,3.95,1,0
2625 Regent St,0,0,37.86242,-122.257149,0,2730,0.68,4.05,1,0
2626 Etna St,0,0,37.863003,-122.252823,0,1825,0.725,3.95,1,0
2626 Regent St,0,0,37.862241,-122.257776,0,1500,0.687,4.05,1,0
2627 Ashby Ave,0,0,37.857196,-122.253921,0,2233,1.072,3.975,2,0
2627 California St,0,0,37.859665,-122.277813,0,1218,1.32,4.175,5,1
2627 Fulton St,0,0,37.861332,-122.264309,0,1816,0.789,4.05,1,0
2627 Hillegass Ave,0,0,37.862387,-122.255836,0,2527,0.699,4,1,0
2628 Martin Luthe King Jr Way,0,2,37.860201,-122.271888,0,1450,1.065,4.075,2,1
2629 Piedmont Ave,0,0,37.863274,-122.251024,0,1850,0.764,3.95,1,0
2631 Benvenue Ave,0,0,37.862407,-122.254512,0,1230,0.722,3.95,1,0
2631 College Ave,0,0,37.862817,-122.253273,0,3600,0.725,3.95,1,0
2632 Regent St,0,0,37.862098,-122.257868,0,2345,0.696,4.05,1,0
2633 Piedmont Ave,0,0,37.862884,-122.251084,0,1750,0.784,3.95,1,0
2633 Regent St,0,0,37.862145,-122.257121,0,1370,0.699,4.025,1,0
2634 College Ave,0,0,37.862483,-122.253881,0,2577,0.731,3.95,1,0
2635 California St,0,0,37.859511,-122.277801,0,1751,1.326,4.175,5,1
2635 College Ave,0,0,37.862707,-122.253259,0,2466,0.732,3.95,1,0
2635 Hillegass Ave,0,0,37.862182,-122.255815,0,3309,0.713,3.975,1,0
2636 College Ave,0,0,37.862472,-122.253769,0,2577,0.734,3.95,1,0
2636 Etna St,0,0,37.862588,-122.25278,0,1421,0.751,3.95,1,0
2636 Warring St,0,0,37.862758,-122.250503,0,2141,0.81,3.95,1,0
2637 Regent St,0,0,37.86201,-122.257108,0,2094,0.708,4.025,1,0
2638 Fulton St,0,0,37.861014,-122.264891,0,3069,0.82,4.05,1,1
2638 Woolsey,0,4,37.854029,-122.254441,0,1398,1.277,3.975,3,2
2639 College Ave,0,0,37.862596,-122.25325,0,1995,0.739,3.95,1,0
2639 Durant Ave,0,0,37.8686,-122.255065,0,1343,0.341,3.95,0,0
2639 Fulton St,0,0,37.86097,-122.264232,0,2250,0.811,4.05,1,0
2642 Derby St,0,0,37.861549,-122.254013,0,3200,0.787,3.975,1,0
2644 Dwight Way,0,0,37.865354,-122.254452,0,2065,0.54,3.975,0,0
2644 Hillegass,0,2,37.862818,-122.25689,0,1697,0.656,4.05,1,0
2646 Dwight Way,0,0,37.865583,-122.254278,0,1000,0.532,3.975,0,0
2646 Hillegass Ave,0,0,37.861844,-122.256352,0,2969,0.728,4,1,0
2663 Virginia St,0,0,37.8782,-122.257641,0,2182,0.432,4.15,6,0
2667 Derby St,0,0,37.861905,-122.254301,0,1309,0.758,3.95,1,0
2669 Virginia St,0,0,37.878447,-122.257619,0,2182,0.449,4.15,7,0
2699 Derby St,0,0,37.86191,-122.253821,0,2431,0.768,3.95,1,0
2700 Channing Way,0,0,37.867361,-122.25402,0,1400,0.443,4.125,1,2
2700 Prince St,0,0,37.854751,-122.252512,0,2000,1.256,3.975,3,2
2700 san pablo ave,1,2,37.857709,-122.288713,960,1350,1.882,4.1,5,1
2700 Woolsey St,0,0,37.853771,-122.252405,0,2700,1.322,3.95,3,2
2701 Durant Ave,0,0,37.868481,-122.254068,0,1952,0.387,4,2,2
2701 Prince St,0,0,37.855053,-122.252579,0,2873,1.235,3.95,3,2
2701 Prince Street,0,1,37.854926,-122.25338,0,2850,1.231,3.975,3,2
2701 Ridge Rd,0,0,37.876697,-122.25683,0,2506,0.348,4,3,0
2703 Benvenue Ave,0,0,37.86151,-122.25457,0,1878,0.778,3.975,1,0
2703 Forest Ave,0,0,37.86155,-122.253175,0,1750,0.805,3.95,1,0
2703 Mathews St,0,0,37.857701,-122.286309,0,1356,1.772,4.125,5,1
2703 Ridge Rd,0,0,37.876732,-122.256617,0,1929,0.355,4.05,3,0
2703 Stuart St,0,0,37.860037,-122.253167,0,1878,0.901,3.95,2,0
2703 Woolsey St,0,0,37.854131,-122.252442,0,1827,1.298,3.975,3,2
2704 College Ave,0,0,37.861491,-122.253751,0,2225,0.796,3.95,1,0
2704 Derby St,0,0,37.862016,-122.253111,0,1623,0.778,3.95,1,0
2704 Virginia,1,3,37.878122,-122.256374,625,1000,0.448,4.05,2,2
2704 Virginia St,1,1,37.878088,-122.256396,432,2100,0.446,4.15,7,0
2704 Virginia St,0,0,37.878138,-122.256404,0,3177,0.449,4.125,6,0
2704 Webster St,0,0,37.855661,-122.252479,0,2639,1.197,3.975,2,2
2705 Benvenue Ave,0,0,37.861451,-122.25444,0,1878,0.785,3.975,1,0
2705 Ridge Rd,0,0,37.876807,-122.256441,0,1818,0.364,4.15,6,0
2705 Virginia St,0,0,37.878495,-122.256631,0,2538,0.467,4.025,3,0
2708 College Ave,0,0,37.861352,-122.253826,0,1716,0.803,3.95,1,0
2708 Haste St,0,0,37.866368,-122.253482,0,1529,0.514,4.025,2,2
2709 Channing Way,0,0,37.86777,-122.253759,0,1742,0.432,4.075,1,2
2709 Dwight Way,0,0,37.866045,-122.253355,0,1423,0.535,3.975,0,0
2709 McGee Ave,0,0,37.858816,-122.275588,0,1700,1.271,4.15,4,1
2710 Haste St,0,0,37.866391,-122.25331,0,1557,0.518,3.925,1,0
2711 McGee Ave,0,0,37.858826,-122.275442,0,1700,1.265,4.15,4,1
2712 Derby St,0,0,37.86192,-122.25294,0,1947,0.788,3.95,1,0
2713 Ellsworth St,0,0,37.860563,-122.261948,0,1649,0.807,4.05,2,0
2714 Alcatraz Ave,0,0,37.851204,-122.251727,0,2330,1.502,3.95,2,3
2715 Benvenue Ave,0,0,37.861183,-122.254334,0,2690,0.804,3.975,1,0
2715 Hillegass Ave,0,0,37.861046,-122.255717,0,2361,0.79,4,1,0
2716 Webster St,0,0,37.855551,-122.252115,0,2532,1.21,3.975,2,2
2716 Webster St.,1,2,37.855576,-122.25234,850,1425,1.205,3.975,2,2
2717 channing way,0,1,37.867655,-122.253606,0,1500,0.444,4.1,0,0
2717 Channing Way,0,0,37.867851,-122.25342,0,1827,0.442,4.1,0,0
2717 Derby St,0,0,37.862378,-122.252757,0,1700,0.765,3.95,1,0
2718 College Ave,0,0,37.861072,-122.253804,0,2081,0.822,3.975,1,0
2721 Haste St,0,0,37.866943,-122.253058,0,2252,0.5,3.9,3,1
2721 Hillegass Ave,0,0,37.86083,-122.255636,0,2284,0.805,4,2,0
2722 Derby St,0,0,37.861954,-122.252375,0,1421,0.8,3.95,1,0
2722 Russell St,0,0,37.858271,-122.252095,0,2220,1.036,4,2,0
2723 Stuart St,0,0,37.860185,-122.252124,0,1800,0.915,3.95,2,0
2724 Channing Way,0,0,37.867327,-122.25323,0,3167,0.474,4.1,1,2
2725 Haste St,0,0,37.866852,-122.253088,0,2252,0.503,3.9,3,1
