address,bathrooms,bedrooms,latitude,longitude,sqft,price per room,distance,avg_rating,#cafes,#pubs
1811 Oregon St,0,0,37.857281,-122.272288,0,2750,1.24,4.075,4,0
1812 Delaware St,0,0,37.87373,-122.274921,0,1780,0.852,3.975,3,0
1812 Francisco St,0,0,37.874622,-122.275046,0,2664,0.869,4,4,0
1815 Addison St,0,0,37.870649,-122.274482,0,2088,0.827,3.9,4,3
1815 Delaware St,0,0,37.87427,-122.274863,0,2030,0.855,4.025,4,0
1815 Derby St,0,0,37.859889,-122.272716,0,1958,1.111,4.075,3,1
1815 Spruce St,0,0,37.875283,-122.265123,0,2733,0.379,4.125,5,0
1816 Carleton St,0,0,37.860212,-122.272855,0,1521,1.099,4.075,3,1
1816 Carleton Street,0,1,37.860475,-122.273786,0,1800,1.121,4.075,3,1
1816 Fairview St,0,0,37.850251,-122.272004,0,1497,1.656,4.025,3,0
1816 Woolsey St,0,0,37.85115,-122.272106,0,1650,1.602,4,3,0
1817 7th St,0,0,37.870144,-122.296897,0,1750,2.051,3.925,4,2
1817 Delaware St,0,0,37.874286,-122.274724,0,2200,0.847,3.925,1,1
1817 Oxford St,0,0,37.87493,-122.266125,0,1821,0.413,4.175,5,0
1817 Oxford St.,0,1,37.875243,-122.266946,0,800,0.462,3.975,4,0
1817 Prince St,0,0,37.852556,-122.272175,0,2182,1.517,4.025,3,0
1818 Alcatraz Ave,0,0,37.848697,-122.270697,0,1117,1.727,4.025,3,0
1818 Walnut St,0,0,37.874644,-122.267787,0,2180,0.487,3.975,3,1
1819 9th St,0,0,37.87053,-122.294712,0,1200,1.93,3.925,4,2
1819 Addison St,0,0,37.870611,-122.274306,0,2150,0.818,3.975,1,2
1819 Francisco St,0,0,37.875216,-122.274695,0,1822,0.86,3.95,3,2
1820 Berkeley Way,0,0,37.872034,-122.27439,0,2200,0.816,4.075,3,1
1820 Hearst Ave,0,0,37.872891,-122.274387,0,2000,0.817,4,4,0
1820 Spruce St,0,0,37.874822,-122.265723,0,1771,0.39,3.975,3,0
1820 West St,0,0,37.871923,-122.286887,0,1710,1.499,3.925,4,3
1821 Fairview St,0,0,37.850756,-122.271877,0,2005,1.621,4.025,3,0
1822 Francisco St,0,0,37.874686,-122.274539,0,2243,0.843,4.1,5,0
1822 Virginia St,0,0,37.875661,-122.274634,0,1850,0.865,4,3,0
1823 Blake St,0,0,37.862598,-122.273102,0,2200,0.993,4.05,1,2
1823 University Ave,0,0,37.871625,-122.274273,0,1643,0.81,4,3,1
1824 Monterey Ave,0,0,37.887335,-122.277149,0,1218,1.427,3.925,3,0
1824 Rose St,0,0,37.881191,-122.274944,0,1094,1.053,4.175,0,2
1824 Ward St,0,0,37.858528,-122.272161,0,2075,1.165,4.1,4,0
1826 Alcatraz Ave,0,1,37.848932,-122.271317,0,1795,1.724,4.025,3,0
1827 Spruce St,0,0,37.874902,-122.26543,0,2284,0.379,3.975,3,0
1829 Ashby Ave,0,0,37.854418,-122.271781,0,1582,1.393,4.05,3,0
1829 Spruce St,0,0,37.875124,-122.264889,0,2284,0.362,4.175,6,0
1829 Spruce St.,1,2,37.874938,-122.264936,645,1500,0.357,4.15,5,0
1830 Alcatraz Ave,0,0,37.848609,-122.270359,0,2200,1.726,4,3,0
1830 Parker St,0,0,37.861137,-122.272751,0,2975,1.049,4.1,2,2
1831 Delaware St,0,0,37.874362,-122.274129,0,2204,0.816,4.125,5,0
1832 Alcatraz Ave,0,0,37.848786,-122.270411,0,2200,1.716,4,3,0
1832 Delaware St,0,0,37.873823,-122.274094,0,1600,0.808,3.975,3,2
1833 63rd at Dover,1,2,37.848223,-122.269914,650,1300,1.743,4,4,0
1833 63rd at Dover,1,2,37.848239,-122.270064,650,1300,1.745,4,4,0
1833 63rd at Dover,1,2,37.848256,-122.26985,650,1300,1.74,4,4,0
1833 63rd at Dover,1,2,37.84829,-122.270021,650,1300,1.741,4,4,0
1833 63rd St at Dover,1,2,37.848307,-122.26985,650,1300,1.737,4,4,0
1835 Delaware St,0,0,37.874333,-122.273925,0,1761,0.805,4,4,0
1835 University Ave,0,0,37.871775,-122.274104,0,1643,0.8,4,3,1
1836 Francisco St,0,0,37.874765,-122.273926,0,1929,0.811,4,4,0
1836 Hearst Ave,0,0,37.872981,-122.273698,0,1950,0.78,4.025,4,0
1840 63rd St,0,0,37.847895,-122.269425,0,3050,1.756,4,4,0
1842 63rd St,0,0,37.847905,-122.2693,0,3050,1.753,4,4,0
1846 Spruce St,0,0,37.874687,-122.265709,0,1589,0.385,4.125,5,0
1849 Shattuck,0,1,37.874108,-122.268305,0,1975,0.502,3.975,3,1
1850 Arch St,0,0,37.875306,-122.264369,0,2268,0.347,4.1,5,0
1856 Spruce St,0,0,37.874546,-122.265693,0,1939,0.38,4.125,5,0
1856 Spruce St,0,1,37.8784,-122.2655,0,2595,0.545,4.1,5,0
1859 Alcatraz Ave,0,0,37.849193,-122.26996,0,1005,1.681,3.975,4,0
1862 Arch St,0,0,37.875098,-122.264346,0,1953,0.337,3.975,4,0
1865 Euclid Ave,0,0,37.875342,-122.259973,0,1768,0.225,4.15,5,0
1865 Euclid Avenue,0,1,37.875025,-122.26078,0,2200,0.214,4.1,5,0
1876 Arch St,0,0,37.874948,-122.264226,0,1649,0.326,4.2,6,0
1893 Alcatraz Ave.,1,1,37.849087,-122.26927,600,1750,1.676,4,3,1
1896 Alcatraz Ave,0,0,37.848763,-122.269334,0,1031,1.698,4,3,1
1898 Alcatraz Ave,0,0,37.848778,-122.269203,0,975,1.695,4,3,1
1900 University Ave,0,0,37.871322,-122.272801,0,1948,0.731,3.975,2,2
1902 Henry St,0,0,37.873469,-122.269878,0,2132,0.577,4,4,0
1903 Virginia St,0,0,37.876279,-122.273186,0,2042,0.803,4.15,6,0
1904 Sacramento St,0,0,37.871553,-122.282479,0,1695,1.259,3.95,4,1
1904 University Ave,0,0,37.871454,-122.272746,0,1948,0.727,3.95,3,2
1905 Curtis St,0,0,37.87065,-122.289374,0,1675,1.638,3.9,3,2
1905 Delaware St,0,0,37.874424,-122.272967,0,787,0.755,4,4,0
1905 Henry St,0,0,37.873548,-122.269526,0,2114,0.559,4,4,0
1906 Bonita Ave,0,0,37.873136,-122.272385,0,2487,0.71,4,2,2
1907 Center St,0,0,37.870027,-122.272269,0,1373,0.714,3.9,1,1
1907 Haste St,0,0,37.864572,-122.271854,0,1833,0.853,4.05,1,2
1908 California St,0,0,37.871902,-122.280163,0,1624,1.131,3.925,4,3
1908 Grant St,0,0,37.872601,-122.275573,0,1305,0.881,3.975,3,2
1909 Dwight Way,0,0,37.863687,-122.271612,0,2400,0.882,4.075,1,2
1910 9th St,0,0,37.869493,-122.295052,0,1790,1.954,3.975,1,2
1910 Berryman St,0,0,37.883096,-122.273531,0,2080,1.08,4.025,4,0
1910 Berryman Street,1,2,37.883308,-122.274163,760,1247,1.115,4.05,3,0
1910 Francisco St,0,0,37.874912,-122.272765,0,1624,0.752,4,3,2
1910 Oxford Street,1,2,37.874125,-122.26678,898,1964,0.423,3.975,3,1
1911 Ashby Ave,0,0,37.854575,-122.270771,0,1800,1.358,4.05,4,0
1912 Addison St,0,0,37.870407,-122.272144,0,1025,0.703,3.95,5,2
1912 Milvia St,0,0,37.872898,-122.27128,0,1798,0.648,4,4,0
1913 Berkeley Way,0,0,37.872752,-122.272491,0,2775,0.713,4,4,0
1913 Berryman St,0,0,37.883606,-122.273677,0,3350,1.11,4,2,0
1914 Channing Way,0,0,37.865003,-122.271416,0,1824,0.816,4.1,2,2
1914 Haste St,0,0,37.864078,-122.271491,0,1543,0.859,4.075,1,2
1914 Stuart St,0,0,37.857755,-122.270685,0,3100,1.164,4.05,3,0
1915 Addison St,0,0,37.870943,-122.272223,0,1394,0.702,3.95,4,1
1915 Berryman St,0,0,37.883627,-122.273441,0,2228,1.102,4.05,3,0
1915 Haste St,0,0,37.864613,-122.271555,0,2228,0.839,4.1,1,2
1916 Haste St,0,0,37.864101,-122.271298,0,1400,0.85,4.075,1,2
1917 6th St,0,0,37.868853,-122.297596,0,1370,2.096,3.95,0,0
1917 6th street at University Ave,1,2,37.869097,-122.298315,700,1050,2.134,3.975,2,2
1917 Delaware St,0,0,37.87457,-122.272508,0,1668,0.733,4,4,0
1918 Channing Way,0,0,37.865028,-122.271242,0,2108,0.808,4.1,2,2
1918 Harmon St,0,0,37.849669,-122.268922,0,1523,1.631,4,3,1
1919 Curtis St,0,0,37.870094,-122.289308,0,1707,1.637,3.975,1,2
1919 Dwight Way,0,0,37.863707,-122.271453,0,2002,0.874,4.075,1,2
1919 Haste St,0,0,37.864637,-122.27138,0,2888,0.83,4.1,1,2
1920 Blake St,0,0,37.86231,-122.270799,0,1979,0.917,4.075,1,2
1920 Francisco St,0,0,37.875108,-122.272526,0,2044,0.743,4,4,0
1920 Grant St,0,0,37.871887,-122.275602,0,2754,0.882,4.025,3,1
1920 Haste St,0,0,37.864125,-122.271117,0,1912,0.842,4.075,1,2
1921 Delaware St,0,0,37.874592,-122.272336,0,2267,0.724,4,4,0
1921 Dwight Way,0,0,37.863694,-122.271309,0,1370,0.869,4.075,1,2
1921 Francisco St,0,0,37.875514,-122.27236,0,1897,0.743,4,4,0
1921 Haste St,0,0,37.864462,-122.271175,0,3420,0.829,4.1,1,2
1922 Grant St,0,0,37.8718,-122.275381,0,1189,0.87,4,3,1
1922 Virginia St,0,0,37.875894,-122.272344,0,1934,0.751,4.175,6,0
1924 Haste St,0,0,37.864148,-122.270946,0,1887,0.834,4.075,1,2
1925 10th St,0,0,37.869367,-122.293196,0,1169,1.854,4.05,1,2
1925 Delaware St,0,0,37.874613,-122.272162,0,2479,0.715,3.975,3,0
1927 Dwight Way,1,2,37.863406,-122.271896,782,1247,0.906,4.075,1,2
1927 Dwight Way,0,0,37.863453,-122.271485,0,2236,0.887,4.075,1,2
1927 Stuart St,0,0,37.858362,-122.270256,0,1523,1.116,4.025,2,0
1929 California St,0,0,37.871363,-122.279644,0,1523,1.104,3.95,4,2
1929 Delaware,0,2,37.874335,-122.272498,0,1447,0.729,3.975,3,0
1929 Delaware St,0,0,37.874636,-122.271991,0,2298,0.706,4.025,4,0
1929 Fairview St,0,0,37.851242,-122.269093,0,2054,1.532,4,3,1
1930 Channing Way,0,0,37.86521,-122.270818,0,2118,0.782,4.1,2,2
1930 Curtis St,0,0,37.870313,-122.289939,0,1363,1.67,3.95,5,2
1930 Haste St,0,0,37.86417,-122.270771,0,1800,0.825,4.1,1,2
1930 Hearst Ave,0,0,37.873234,-122.271649,0,2289,0.67,4,4,0
1930 Vine St,0,0,37.879467,-122.272431,0,3290,0.872,4.05,3,0
1931 Berryman St,0,0,37.883653,-122.272994,0,2670,1.087,4.05,3,0
1931 Dwight Way,1,1,37.863418,-122.271807,374,1595,0.902,4.075,1,2
1931 Dwight Way,0,0,37.863708,-122.270966,0,1543,0.855,4.075,1,2
1931 Fairview St,0,0,37.851269,-122.268966,0,1726,1.528,4,3,1
1931 San Pablo Ave,0,0,37.86996,-122.291651,0,1613,1.766,3.95,4,2
1932 Haste St,0,0,37.864194,-122.270597,0,1658,0.817,4.1,1,2
1932 Hearst,0,3,37.873431,-122.272548,0,998,0.721,3.95,3,3
1932 Hearst Ave,0,0,37.873251,-122.271496,0,2569,0.662,3.975,3,0
1933 Delaware St,0,0,37.874654,-122.271818,0,2354,0.698,4.125,5,0
1933 Stuart St,0,0,37.858396,-122.269983,0,1847,1.107,4.025,2,0
1936 Berryman St,0,0,37.88328,-122.272508,0,2416,1.05,4,2,0
1936 Blake St,0,0,37.862473,-122.270244,0,1995,0.888,4.125,1,2
1936 Stuart St,0,0,37.85789,-122.26966,0,1380,1.128,4,3,0
1937 Carleton St,0,0,37.861126,-122.270083,0,2025,0.954,4.1,2,1
1937 Dwight Way,0,0,37.8637,-122.270332,0,1875,0.83,4.1,1,2
1937 Haste St,0,0,37.864748,-122.270495,0,878,0.788,4.1,1,2
1938 Channing Way,0,0,37.865116,-122.270543,0,3278,0.774,4.1,1,2
1939 Ashby Ave,0,0,37.854524,-122.27044,0,1250,1.353,4.05,4,0
1942 Channing Way,0,0,37.865171,-122.270166,0,1814,0.755,4.1,1,2
1942 Russell St,0,0,37.856138,-122.269405,0,1726,1.228,4.025,2,0
1944 Curtis St,0,0,37.870195,-122.289702,0,1318,1.658,3.95,4,2
1945 Berkeley Way,0,0,37.872759,-122.271201,0,1798,0.643,3.925,4,3
1945 Milvia St,0,0,37.872494,-122.270448,0,2022,0.601,3.95,1,1
1945 Milvia St.,1,2,37.872313,-122.270494,750,1100,0.603,4,3,1
1945 Stuart St,0,0,37.858406,-122.269492,0,2015,1.092,4.025,2,0
1947 Oregon St,0,0,37.8576,-122.269411,0,2046,1.139,4,3,0
1949 Milvia St,0,0,37.872192,-122.270435,0,1624,0.599,3.95,3,2
1951 Chestnut St,0,0,37.870303,-122.287757,0,1229,1.551,3.95,5,2
1951 Chestnut St.,1,1,37.870212,-122.287917,400,1550,1.561,3.925,3,1
1955 Chestnut St,0,0,37.870171,-122.287712,0,1495,1.55,4.05,1,2
1970 Curtis St,0,0,37.870009,-122.289897,0,1259,1.67,3.925,1,0
1980 Curtis St,0,0,37.869875,-122.289879,0,1045,1.67,4.125,1,2
1988 California St,0,0,37.870939,-122.279898,0,1725,1.12,4,1,2
1988 Martin Luther King Jr Way,0,1,37.871654,-122.273423,0,2675,0.763,3.9,4,3
1993 Ashby Ave,0,0,37.854633,-122.269678,0,1929,1.328,4,3,0
1993 El Dorado Ave,0,0,37.889186,-122.27283,0,2511,1.386,3.95,3,0
2001 5th St. at University,1,1,37.867726,-122.29918,709,2800,2.192,4,2,2
2001 Allston Way,0,0,37.869372,-122.269691,0,1115,0.59,3.975,1,2
2001 Fifth Street,1,1,37.8696,-122.2959,756,2950,1.999,3.95,1,2
2001 Haste St,0,0,37.864791,-122.269723,0,1700,0.754,4.125,1,2
2004 Emerson St,0,0,37.854126,-122.268642,0,1684,1.338,4.025,3,1
2005 Berkeley Way,0,0,37.873009,-122.270428,0,1748,0.602,3.975,3,2
2005 Lincoln St,0,0,37.877521,-122.271014,0,2366,0.733,4.05,3,0
2005 Lincoln Street,2,3,37.877411,-122.270644,851,1165,0.712,4.15,6,0
2007 Haste St,0,0,37.864877,-122.269582,0,1925,0.744,4.125,1,2
2007 Prince St,0,0,37.853134,-122.267646,0,2532,1.383,4,3,1
2008 Berkeley Way,0,0,37.872526,-122.270209,0,1083,0.588,3.95,1,1
2008 Emerson St,0,0,37.854135,-122.268545,0,1684,1.335,4.025,3,1
2008 Shattuck Ave,0,0,37.871753,-122.268745,0,1040,0.508,4,3,1
2008 Shattuck ave,1,1,37.872043,-122.268672,225,1295,0.503,3.925,4,3
2009 McGee Ave,0,0,37.870559,-122.277187,0,1345,0.974,3.925,1,1
2010 10th St,0,0,37.868335,-122.293369,0,1213,1.871,4.125,1,2
2010 Channing Way,0,0,37.865256,-122.269506,0,3099,0.724,4.125,1,2
2010 channing way,0,6,37.865503,-122.26912,0,1249,0.697,4.125,1,2
2010 channing way,0,4,37.865605,-122.269571,0,1150,0.711,3.95,4,1
2011 Haste St,0,0,37.864894,-122.269436,0,1835,0.738,4.125,1,2
2012 Dwight Way,0,0,37.863479,-122.269096,0,1475,0.794,4.125,1,2
2012 Stuart St,0,0,37.858009,-122.268738,0,2233,1.096,4,3,0
2013 Lincoln St,0,0,37.87756,-122.270711,0,1592,0.721,4.15,6,0
2013 McGee Ave,0,0,37.870443,-122.277171,0,1827,0.975,3.9,1,1
2014 Virginia St,0,0,37.876191,-122.270425,0,1408,0.662,4,3,2
2015 Channing Way,0,0,37.865797,-122.269434,0,2995,0.697,3.95,3,1
2015 Haste St,0,0,37.864918,-122.269264,0,3126,0.73,4.125,1,2
2015 Hearst Ave,0,0,37.873954,-122.270238,0,3075,0.602,4,4,0
2016 Blake St,0,0,37.862651,-122.268989,0,1757,0.834,4.15,1,2
2017 Berkeley Way,0,0,37.87307,-122.269961,0,2234,0.577,3.95,2,2
2017 Delaware St,0,0,37.874854,-122.270281,0,2211,0.621,4,4,0
2017 Durant Ave,0,0,37.866745,-122.269459,0,869,0.659,4.075,0,0
2017 Emerson St,0,0,37.854516,-122.268302,0,2510,1.306,4.025,3,1
2018 Francisco St,0,0,37.875237,-122.270201,0,2834,0.625,4.05,3,0
2018 University Ave,0,0,37.871602,-122.269959,0,1576,0.574,3.925,4,3
2019 Channing Way,0,0,37.865822,-122.269257,0,1726,0.689,4.1,1,2
2019 Delaware,0,1,37.87487,-122.269828,0,1875,0.598,4,4,0
2019 Delaware St,0,0,37.874873,-122.270126,0,1243,0.613,4.175,5,0
2020 Bancroft Way,1,2,37.867214,-122.26927,1000,1597,0.633,4.125,1,2
2020 Bancroft Way,0,0,37.867263,-122.269249,0,2011,0.63,4.1,1,2
2020 Bancroft Way,1,1,37.867265,-122.269185,500,1795,0.627,4.025,2,2
2020 Bancroft Way,1,1,37.867333,-122.269356,500,1795,0.633,4.025,2,2
2020 Bancroft Way,1,1,37.8674,-122.269249,500,1795,0.625,4.1,0,0
2020 Bancroft Way,1,1,37.867434,-122.269206,500,1795,0.622,4.025,2,2
2020 Bancroft Way,1,1,37.867468,-122.269056,500,1795,0.614,4.025,2,2
2020 Cedar St,0,0,37.878004,-122.270276,0,2511,0.717,4,3,0
2020 Channing Way,0,0,37.865582,-122.268689,0,1944,0.676,3.975,0,0
2020 Dwight Way,0,0,37.863525,-122.268766,0,1500,0.78,4.125,1,2
2020 Fourth St,1,1,37.867284,-122.300187,632,2398,2.251,3.95,0,0
2020 Kittredge St.,0,2,37.868309,-122.27018,0,1575,0.641,4.05,0,0
2020 Kittredge Street,0,2,37.867688,-122.268938,0,1805,0.601,4.075,1,2
2020 Kittredge Street,1,2,37.868061,-122.269399,707,1815,0.61,3.95,0,0
2021 Blake St,0,0,37.863281,-122.268739,0,1336,0.792,4.125,1,2
2021 Carleton St,0,0,37.861319,-122.26865,0,1726,0.897,4.125,2,1
2021 Channing Way,0,0,37.865842,-122.269098,0,1797,0.681,4.05,4,2
2021 Francisco St,0,0,37.875779,-122.270237,0,2200,0.641,4,4,0
2021 Haste St,0,0,37.864939,-122.269081,0,1695,0.721,4.125,1,2
2021 Vine St,0,0,37.880191,-122.270874,0,1700,0.836,4.05,5,0
2022 Virginia St,0,0,37.876182,-122.270091,0,2815,0.645,4,4,0
2023 Blake St,0,0,37.863175,-122.26869,0,1336,0.796,4.125,1,2
2023 Channing Way,1,3,37.865693,-122.269996,600,1100,0.726,4.025,1,0
2023 Channing Way,0,0,37.86586,-122.268975,0,2563,0.675,4.05,4,2
2023 Parker St,0,0,37.86225,-122.268574,0,2500,0.842,4.125,1,1
2024 Durant Ave.,2,2,37.866524,-122.269917,840,2075,0.689,4.05,1,1
2024 University Ave,0,0,37.871703,-122.270017,0,1576,0.577,3.95,3,2
2024 Vine St,0,0,37.879898,-122.270245,0,2850,0.797,4.1,6,0
2025 Durant Ave,0,0,37.867002,-122.26922,0,2011,0.639,3.925,1,0
2025 Francisco St,0,0,37.8758,-122.270083,0,2182,0.634,4.175,6,0
2025 Hearst Ave,0,0,37.874001,-122.269823,0,2450,0.581,3.975,3,0
2025 McGee Ave,0,0,37.870193,-122.277136,0,1726,0.975,3.95,5,2
2028 Delaware St,0,0,37.874522,-122.269626,0,1916,0.58,4.1,5,0
2028 Dwight Way,0,0,37.863572,-122.268399,0,2179,0.765,4.125,1,2
2029 Hearst Ave,0,0,37.874037,-122.269547,0,1600,0.567,3.975,3,0
2030 Ashby Ave,0,0,37.854898,-122.267548,0,1239,1.266,3.975,3,0
2030 Bancroft Way,0,0,37.86721,-122.268684,0,990,0.606,4.1,1,2
2030 Cedar St,0,0,37.878046,-122.269966,0,1237,0.705,4.1,6,0
2030 Delaware St,0,0,37.874418,-122.269488,0,1916,0.57,4,4,0
2030 Dwight Way,0,0,37.863593,-122.268239,0,2258,0.758,4.15,1,2
2030 Dwight Way,0,2,37.863748,-122.269484,0,1297,0.795,4.125,1,2
2030 Essex St,0,0,37.853523,-122.26684,0,1724,1.343,4,3,1
2031 Shoreline Dr.,0,2,37.757184,-122.257469,0,1247,7.927,3.9,3,1
2032 Delaware St,0,0,37.874576,-122.269381,0,1916,0.568,4,4,0
2033 Haste St,0,0,37.864997,-122.268665,0,1941,0.702,4.125,1,2
2034 6th St,0,0,37.866949,-122.297648,0,2284,2.117,3.95,0,0
2034 Ashby Ave,0,0,37.854927,-122.267379,0,1095,1.261,3.975,3,0
2034 Essex St,0,0,37.85358,-122.266691,0,1675,1.337,4,3,1
2035 Channing,0,3,37.86573,-122.269678,0,965,0.71,4,2,2
2035 Channing Way,0,0,37.865967,-122.268341,0,2324,0.644,4.075,5,1
2036 6th St,0,0,37.866856,-122.297615,0,2030,2.117,4.075,1,2
2037 Hearst Ave,0,0,37.87409,-122.269138,0,1796,0.546,4.025,4,0
2037 Vine St,0,0,37.88038,-122.270046,0,2436,0.812,4.05,5,0
2038 Hearst Ave,0,0,37.873577,-122.26921,0,1919,0.542,3.95,2,3
2040 Hearst Ave,0,0,37.873553,-122.26907,0,2036,0.534,4,4,0
2041 Oregon St,0,0,37.857503,-122.26896,0,2538,1.133,4,3,0
2055 Center St.,1,1,37.87019,-122.269647,864,3150,0.572,3.95,1,2
2057 University Ave,0,0,37.87233,-122.269313,0,980,0.538,4,3,0
2057 University Avenue,1,1,37.871996,-122.269709,153,1295,0.56,4,3,1
207 Vista Heights Road,0,3,37.932124,-122.29588,1298,1000,4.593,3.6,1,1
2070 University Ave,0,0,37.871896,-122.269079,0,1365,0.526,3.9,1,1
2075 Emerson St,0,0,37.854696,-122.266975,0,1827,1.269,4,3,0
2076 ashby,1,1,37.855051,-122.267017,550,1798,1.246,3.975,3,0
2076 ashby ave,1,2,37.854881,-122.267039,950,1394,1.258,4,3,1
2076 ashby ave,1,2,37.855378,-122.26741,1100,1397,1.233,4,2,0
2079 Delaware,0,2,37.874743,-122.269631,0,1697,0.585,4.15,5,0
2079 Delaware St,0,0,37.874813,-122.26924,0,2685,0.566,4.075,5,0
2083 Delaware St,0,0,37.874799,-122.269193,0,2685,0.563,4.125,5,0
2087 Delaware,0,2,37.874776,-122.269411,0,1197,0.574,4,4,0
2100 6th St,0,0,37.866506,-122.297499,0,2600,2.115,4.125,1,2
2103 Grant St,0,0,37.87012,-122.274916,0,1507,0.855,3.925,1,1
2108 E 23rd St,2,2,37.791466,-122.23257,1400,1675,5.753,4.15,1,0
2108 Stuart St,0,0,37.858353,-122.266229,0,1517,1.018,4.05,3,0
2108 Stuart St.,1,1,37.858608,-122.266352,500,1945,1.004,4.05,3,0
2109 Cedar St,0,0,37.878695,-122.268545,0,2200,0.673,3.7,2,0
2109 Shattuck Ave,0,0,37.871025,-122.26735,0,1662,0.437,3.975,4,2
2110 Acton St,0,0,37.868631,-122.284342,0,2036,1.381,3.975,2,2
2110 Ashby Ave,0,0,37.855198,-122.265888,0,944,1.218,4.025,3,0
2110 Bonar St,0,0,37.868226,-122.287512,0,2413,1.556,4.05,0,0
2110 Haste St,1,2,37.865046,-122.267676,707,1783,0.662,4.125,1,2
2110 Haste Street,1,2,37.864673,-122.26691,824,1640,0.654,4.15,1,2
2110 Kittredge St,0,0,37.868334,-122.267423,0,1627,0.507,3.975,4,1
2110 Stuart St,0,0,37.858384,-122.265973,0,1555,1.011,4.05,3,0
2111 Ashby Ave,0,0,37.8556,-122.266092,0,1030,1.195,4.025,2,0
2112 9th St,0,0,37.866786,-122.294183,0,939,1.933,4.025,2,2
2112 Addison St,0,0,37.871103,-122.267061,0,1343,0.421,3.9,3,2
2112 Roosevelt Ave,0,0,37.869574,-122.276556,0,1901,0.95,3.9,3,1
2112 Virginia St,0,0,37.876501,-122.268225,0,2050,0.567,3.95,4,1
2113 10th St,0,0,37.867188,-122.2924,0,1644,1.832,4.1,1,2
2113 Rose St,0,0,37.882352,-122.268942,0,2100,0.876,4.05,5,0
2114 Parker St,0,0,37.862027,-122.266117,0,1548,0.784,4.075,1,1
2114 Ward St,0,0,37.85927,-122.266217,0,837,0.959,4.05,2,0
2115 Grant St,0,0,37.86974,-122.274818,0,1500,0.855,3.925,4,2
2115 Haste St,0,0,37.865245,-122.266719,0,1423,0.617,4.125,1,2
2116 Acton St,0,0,37.868475,-122.284322,0,1550,1.382,3.95,0,0
2116 Stuart St,0,0,37.858519,-122.265955,0,1555,1.002,4.05,3,0
2117 Haste St,0,0,37.865283,-122.266364,0,2935,0.603,4.125,1,2
2117 Rose St,0,0,37.882376,-122.26878,0,2585,0.872,4.05,4,0
2118 California St,0,0,37.868909,-122.279939,0,1650,1.141,4,2,2
2118 Channing Way,0,0,37.865656,-122.266438,0,2641,0.586,4.125,1,2
2118 Spaulding Ave,0,0,37.868834,-122.281102,0,2067,1.204,3.9,2,1
2118 Spaulding Ave,0,2,37.869259,-122.281143,0,1187,1.201,3.975,1,2
2118 Ward St,0,0,37.859287,-122.266078,0,1550,0.955,4.05,2,0
2119 Addison St,0,0,37.871583,-122.267161,0,1271,0.422,4,3,1
2119 Carleton St,0,0,37.861609,-122.265983,0,2030,0.807,4.075,1,1
2119 Hearst Ave,0,0,37.87424,-122.268045,0,1536,0.491,3.975,3,0
2119 Russell St,0,0,37.857075,-122.266121,0,1850,1.099,4.025,3,0
2119 University Avenue,1,2,37.872267,-122.267891,677,1858,0.461,3.95,3,2
2120 Delaware St,0,0,37.874772,-122.268114,0,2090,0.507,4,4,0
2120 Grant St,0,0,37.869352,-122.27528,0,2846,0.885,3.95,5,2
2120 McGee Ave,0,0,37.869203,-122.277599,0,1312,1.011,3.975,1,2
2120 Parker St,0,0,37.862046,-122.265947,0,2076,0.779,4.075,1,1
2120 Roosevelt Ave,0,0,37.869314,-122.276526,0,1641,0.952,3.95,5,2
2120 Sacramento St,0,0,37.868555,-122.282259,0,1507,1.27,3.975,0,0
2122 Dwight Way - 5,1,1,37.864093,-122.267253,350,1600,0.697,4.15,1,2
2123 Spaulding Ave,0,0,37.86876,-122.280366,0,1750,1.165,3.95,0,0
2124 Blake St,0,0,37.86295,-122.266068,0,1848,0.727,4.075,1,2
2124 Kittredge St,0,0,37.868466,-122.267206,0,744,0.492,3.975,3,3
2124 McKinley Ave,0,0,37.869446,-122.27429,0,1453,0.831,3.9,3,1
2124 Parker St,0,0,37.862092,-122.265604,0,2310,0.768,4.075,1,1
2124 Roosevelt Ave,0,0,37.869177,-122.276519,0,1345,0.954,3.975,4,2
2124 Sacramento St,0,0,37.868356,-122.282243,0,2200,1.272,3.95,0,0
2125 Channing Way,0,0,37.866163,-122.266273,0,1748,0.553,4.05,0,0
2125 Delaware St,0,0,37.875153,-122.26798,0,2884,0.511,4.075,5,0
2125 Durant Ave,0,1,37.86685,-122.267715,0,2495,0.578,3.95,0,0
2125 Hearst Ave,0,0,37.874072,-122.267873,0,2005,0.479,4,4,0
2125 Roosevelt Ave,0,0,37.869262,-122.275828,0,1400,0.916,3.975,1,2
2126 Bancroft Way,0,0,37.867565,-122.266416,0,2795,0.492,3.925,1,0
2126 Dwight Way,0,0,37.863927,-122.266497,0,611,0.682,4.125,1,2
2126 McGee Ave,1,2,37.869621,-122.277827,1000,1625,1.018,3.95,4,2
2127 McGee Ave,0,0,37.868983,-122.276945,0,2400,0.979,3.95,5,2
2127 Roosevelt Ave,0,0,37.869221,-122.27604,0,1400,0.927,3.95,5,2
2127 Spaulding Ave,0,0,37.868537,-122.280343,0,2300,1.167,4.075,0,0
2128 Dwight Way,0,0,37.863892,-122.266388,0,611,0.681,4.125,1,2
2128 Ward St,0,0,37.859346,-122.265605,0,1475,0.942,4.05,2,0
2129 Channing Way,0,0,37.866127,-122.266113,0,1928,0.549,4.025,2,2
