,Unnamed: 0,address,bathrooms,bedrooms,latitude,longitude,sqft,price per room,distance,avg_rating,#cafes,#pubs,edge_distance
1069,1069,2223 Ward St,0,0,37.86016,-122.263435,0,1649,0.852,4.025,1,0,1.02726349291
1070,1070,2224 Dwight Way,0,0,37.864272,-122.264159,0,1107,0.598,4.05,1,1,0.665862360172
1071,1071,2224 Grant St,0,0,37.867476,-122.2752,0,1497,0.917,3.975,0,0,0.887320451408
1072,1072,2225 8th St,0,0,37.864801,-122.294002,0,2100,1.954,3.95,3,1,2.54225508489
1073,1073,2225 Hearst Ave,0,0,37.874377,-122.26577,0,1232,0.378,3.975,3,0,0.369785591324
1074,1074,2225 Hearst Avenue,230,1,37.87418,-122.266289,230,1375,0.399,4.125,4,1,0.353905638754
1075,1075,2225 Spaulding Ave,0,0,37.866813,-122.280154,0,1270,1.188,3.925,1,0,1.31617745595
1076,1076,2226 7th St,0,0,37.864197,-122.29566,0,1979,2.052,3.95,3,1,2.70072789916
1077,1077,2226 Durant Ave,0,0,37.866799,-122.264534,0,1257,0.459,4.05,4,1,0.487976893546
1078,1078,2226 Dwight Way,0,0,37.864319,-122.264003,0,2007,0.591,4.05,1,1,0.65288506831
1079,1079,2227 Derby St,0,0,37.861103,-122.263256,0,2344,0.787,4.05,1,0,0.924294922676
1080,1080,2227 Parker St,0,0,37.862901,-122.263575,0,1370,0.673,4.025,1,1,0.758645913996
1081,1081,2228 Dwight Way,0,0,37.864147,-122.263878,0,2007,0.599,4.05,1,1,0.66042289934
1082,1082,2228 San Pablo Ave,0,0,37.865382,-122.291239,0,1950,1.798,3.975,3,1,2.29121062405
1083,1083,2229 mcgee,1,1,37.865093,-122.275493,750,2000,1.001,4.025,3,2,1.05216050722
1084,1084,2229 McGee Ave,0,0,37.867051,-122.276736,0,1725,1.006,3.925,1,0,1.02934094724
1085,1085,2230 Durant Ave,0,0,37.866825,-122.264325,0,1249,0.451,3.925,1,0,0.490835828817
1086,1086,2230 Dwight Way,0,0,37.864191,-122.263534,0,2435,0.589,4.025,1,1,0.637836986246
1087,1087,2230 Haste St,0,0,37.865041,-122.264094,0,2105,0.549,4.075,1,1,0.600485286269
1088,1088,2230 Prince St,0,0,37.853429,-122.262537,0,2530,1.299,4.025,3,1,1.72966658194
1089,1089,2231 Dwight Way,0,0,37.864706,-122.263743,0,4359,0.561,4.05,1,1,0.605537211698
1090,1090,2231 Shattuck Ave,0,0,37.868727,-122.267477,0,715,0.496,4.0,2,2,0.279015879382
1091,1091,2231 Ward St,0,0,37.86023,-122.262915,0,3597,0.84,4.025,2,0,1.0039542226
1092,1092,2232 Blake St,0,0,37.863305,-122.263353,0,2500,0.643,4.025,1,1,0.710125094315
1093,1093,2232 Blake St.,1,2,37.863538,-122.264485,1000,1400,0.651,4.025,1,1,0.746602573718
1094,1094,2232 Durant Ave,0,0,37.866843,-122.264164,0,1256,0.444,4.125,1,2,0.490989840794
1095,1095,2232 Haste St,0,0,37.865074,-122.263839,0,2629,0.541,4.05,1,1,0.581811346204
1096,1096,2233 Channing Way,0,0,37.866482,-122.264191,0,1922,0.466,4.025,2,2,0.511632818739
1097,1097,2233 Dwight Way,0,0,37.864484,-122.263687,0,4359,0.574,4.05,1,1,0.620881277408
1098,1098,2233 Grant St,1,1,37.867938,-122.27528,700,1750,0.911,4.1,0,0,0.872305979744
1099,1099,2233 Grant St,0,0,37.867272,-122.27468,0,1738,0.896,3.875,2,1,0.857343953824
1100,1100,2233 McKinley Ave,0,0,37.867453,-122.273367,0,2005,0.825,4.125,1,2,0.747677261728
1101,1101,2235 Ashby Ave,0,0,37.856155,-122.261867,0,2772,1.108,4.0,3,0,1.42086281225
1102,1102,2235 Blake St,0,0,37.863835,-122.263378,0,2900,0.609,4.025,1,1,0.661867742172
1103,1103,2235 Bonar St,0,0,37.865623,-122.286359,0,2573,1.537,4.125,1,2,1.87387011153
1104,1104,2235 Hearst Ave,0,0,37.874397,-122.265576,0,1189,0.369,4.0,4,0,0.352609752231
1105,1105,2235 McKinley Ave,0,0,37.867345,-122.273356,0,2081,0.827,4.075,1,2,0.753272824547
1106,1106,2236 Browning St,0,0,37.865397,-122.28798,0,3553,1.626,4.125,1,2,2.01689828217
1107,1107,2236 Channing Way,0,0,37.866031,-122.263707,0,2642,0.479,4.025,3,2,0.5034505579
1108,1108,2236 Durant Ave,0,0,37.866864,-122.264011,0,1356,0.439,3.95,0,0,0.477873097026
1109,1109,2237 Haste St,0,0,37.865551,-122.263631,0,1446,0.506,4.125,1,2,0.532162164962
1110,1110,2238 Curtis St,0,0,37.865281,-122.288932,0,1400,1.678,3.95,4,1,2.10042951856
1111,1111,2240 Blake St,0,0,37.863344,-122.26306,0,2775,0.635,4.025,1,0,0.693232817782
1112,1112,2240 Ward St,0,0,37.859839,-122.262214,0,2944,0.859,4.025,2,0,1.02708978516
1113,1113,2241 Durant Ave,0,0,37.867359,-122.263864,0,1926,0.406,3.95,0,0,0.444347653926
1114,1114,2243 Ashby Ave,0,0,37.856183,-122.261648,0,2030,1.105,4.0,3,0,1.41464547555
1115,1115,2243 Oregon St,0,0,37.858467,-122.262305,0,1295,0.953,4.05,3,0,1.1768168747
1116,1116,2244 Russell St,0,0,37.85721,-122.261721,0,1599,1.035,4.05,3,0,1.30306750735
1117,1117,2246 10th St,0,0,37.864493,-122.292054,0,1320,1.857,3.95,3,1,2.38823811012
1118,1118,2247 Dwight Way,0,0,37.864723,-122.263226,0,1600,0.549,4.025,1,1,0.574598056373
1119,1119,2247 Prince St,0,0,37.853797,-122.262246,0,2716,1.272,4.0,3,1,1.68501689398
1120,1120,2249 Bonar St,0,0,37.865393,-122.286314,0,2336,1.539,3.975,4,1,1.87846686369
1121,1121,2249 Spaulding Ave,0,0,37.866207,-122.280298,0,2250,1.209,4.025,2,2,1.35312802797
1122,1122,2252 Parker St,0,0,37.862459,-122.262854,0,2254,0.691,4.025,1,0,0.772206413724
1123,1123,2255 Hearst Ave,0,0,37.874549,-122.265082,0,1359,0.35,4.0,4,0,0.307447120331
1124,1124,2259 Cedar Street,1,1,37.878758,-122.26598,850,2950,0.581,4.15,6,0,0.580285423013
1125,1125,2267 Cedar St,0,0,37.87916,-122.26528,0,1900,0.581,4.05,4,0,0.578033957589
1126,1126,2267 Hearst Ave,0,0,37.874507,-122.264736,0,2522,0.332,4.0,4,0,0.277872875055
1127,1127,2283 Hearst Ave,0,0,37.874745,-122.264502,0,1511,0.33,4.025,4,0,0.254963166424
1128,1128,2301 Ashby Ave,0,0,37.856299,-122.261103,0,2132,1.094,4.025,3,0,1.39511851636
1129,1129,2301 Cedar St,0,0,37.879155,-122.264387,0,2284,0.556,4.025,3,0,0.537672528508
1130,1130,2301 Haste St,0,0,37.865703,-122.263031,0,1832,0.483,3.975,0,0,0.482170323187
1131,1131,2301 Spaulding Ave,0,0,37.865857,-122.280281,0,2132,1.217,4.0,2,2,1.36758142494
1132,1132,2301 Woolsey St,0,0,37.852903,-122.261683,0,1776,1.33,4.05,3,1,1.7762503727
1133,1133,2302 Webster St,0,0,37.854756,-122.262002,0,1900,1.205,4.025,3,1,1.57628891695
1134,1134,2304 Dwight Way,0,0,37.864381,-122.262639,0,1734,0.56,4.025,1,0,0.575411141619
1135,1135,2304 Roosevelt Ave,0,0,37.866255,-122.276161,0,1547,0.998,3.95,4,1,1.02651242911
1136,1136,2305 Acton St,0,0,37.865311,-122.283361,0,1672,1.388,4.025,4,1,1.63965444596
1137,1137,2306 Ellsworth St,0,0,37.867702,-122.263925,0,1430,0.389,3.875,2,1,0.414994028828
1138,1138,2307 Woolsey St,0,0,37.852977,-122.261515,0,1776,1.324,4.05,3,1,1.76626697011
1139,1139,2308 Dwight Way,0,0,37.86449,-122.262555,0,1834,0.552,4.025,1,0,0.561223159414
1140,1140,2308 Warring St,0,0,37.868869,-122.2512,0,2971,0.504,4.0,2,2,0.50975031858
1141,1141,2308 Woolsey St,0,0,37.852492,-122.261268,0,1250,1.356,4.05,3,1,1.81745641384
1142,1142,2309 Acton St,0,0,37.865181,-122.283327,0,1013,1.389,4.025,4,1,1.64254612181
1143,1143,2309 Blake St,0,0,37.863974,-122.262339,0,1514,0.582,4.025,1,0,0.601234137161
1144,1144,2309 Haste St,0,0,37.865678,-122.262824,0,1653,0.48,3.975,0,0,0.471396246821
1145,1145,2310 Dwight Way,0,0,37.864399,-122.262497,0,1834,0.557,4.025,1,0,0.567100247704
1146,1146,2310 Piedmont Ave,0,0,37.869027,-122.252588,0,2249,0.432,3.95,5,2,0.433624310525
1147,1147,2310 Roosevelt Ave,0,0,37.866032,-122.276207,0,2065,1.006,4.05,0,0,1.04290813026
1148,1148,2311 McGee Ave,0,0,37.866022,-122.276628,0,1751,1.028,4.075,1,1,1.07500855755
1149,1149,2312 Durant Ave,0,0,37.867028,-122.26273,0,1294,0.393,4.025,2,2,0.370206211385
1150,1150,2312 Ellsworth,0,1,37.867818,-122.264142,0,1295,0.391,3.95,0,0,0.394830720194
1151,1151,2312 Ellsworth St,0,0,37.867508,-122.263884,0,2165,0.398,3.925,1,0,0.43580748622
1152,1152,2312 Fulton St,1,1,37.867259,-122.266347,600,2641,0.503,4.1,1,2,0.416573136943
1153,1153,2313 9th St,0,0,37.86368,-122.29242,0,1827,1.893,3.95,3,2,2.4474749758
1154,1154,2313 Channing Way,0,0,37.866663,-122.262767,0,2690,0.416,4.075,1,1,0.395306969197
1155,1155,2313 Roosevelt,0,1,37.865859,-122.275751,0,1590,0.989,4.1,1,2,1.01984061186
1156,1156,2313 Roosevelt Ave,0,0,37.865894,-122.275483,0,1878,0.975,3.9,3,1,0.998223416961
1157,1157,2314 Bonar St,0,0,37.864624,-122.286765,0,2309,1.579,4.0,5,2,1.94540087125
1158,1158,2314 Dwight Way,0,0,37.86435,-122.262329,0,2355,0.557,4.05,1,0,0.564235415638
1159,1159,2314 Howe St,0,0,37.856728,-122.26058,0,1979,1.062,4.025,3,0,1.3426202341
1160,1160,2314 Parker St,0,0,37.862591,-122.261784,0,1975,0.668,4.025,1,0,0.723298752542
1161,1161,2314 Prince St,0,0,37.853472,-122.261184,0,1250,1.289,3.975,3,1,1.70828286212
1162,1162,2315 Dwight Way,0,0,37.865081,-122.262354,0,528,0.509,4.05,1,0,0.496735984003
1163,1163,2315 Grant St,0,0,37.86615,-122.274369,0,2116,0.912,4.125,1,2,0.902160231908
1164,1164,2315 Jefferson Ave,0,0,37.865724,-122.277745,0,2086,1.092,4.1,1,2,1.17635647584
1165,1165,2315 Parker St,0,0,37.863101,-122.262019,0,1762,0.636,4.025,1,0,0.677369567996
1166,1166,2315 Woolsey St,0,0,37.85308,-122.261326,0,1776,1.316,4.05,3,1,1.75297888159
1167,1167,2316 Ward St,0,0,37.859908,-122.261223,0,2300,0.847,4.025,1,0,1.00000726176
1168,1168,2317 Blake St,0,0,37.864015,-122.262015,0,863,0.575,4.025,1,0,0.584274721588
1169,1169,2317 Hearst Ave,0,0,37.874899,-122.263034,0,1566,0.274,4.1,5,0,0.125926586155
1170,1170,2317 Webster St,0,0,37.855257,-122.261572,0,1459,1.168,4.0,4,1,1.51548486407
1171,1171,2318 Durant Ave,0,0,37.867059,-122.262498,0,2167,0.385,4.1,0,0,0.351054030481
1172,1172,2319 Grant St,0,0,37.865996,-122.274358,0,1821,0.917,4.025,3,2,0.911742221192
1173,1173,2319 Roosevelt Ave,0,0,37.865741,-122.275468,0,2150,0.979,3.975,0,0,1.00693178721
1174,1174,2319 Ward St,0,0,37.86043,-122.261399,0,1950,0.812,4.025,1,0,0.946161335074
1175,1175,2320 Bonar St,0,0,37.864379,-122.286714,0,2000,1.582,4.0,5,2,1.95135537301
1176,1176,2320 Haste St,0,0,37.865287,-122.262173,0,1936,0.493,4.05,1,0,0.46885087831
1177,1177,2320 Le Conte Ave,1,1,37.874852,-122.264333,850,2500,0.326,4.0,4,0,0.239857297264
1178,1178,2320 Le Conte Ave,0,0,37.874931,-122.263384,0,2293,0.289,4.125,5,0,0.156796338194
1179,1179,2321 Blake St,0,0,37.864035,-122.261878,0,1843,0.572,4.025,1,0,0.577117479347
1180,1180,2321 Dwight Way,1,1,37.864687,-122.263031,550,1800,0.547,4.025,1,1,0.567184694858
1181,1181,2321 Dwight Way,0,0,37.864927,-122.262055,0,1841,0.515,4.05,1,0,0.496751102658
1182,1182,2321 Russell St,0,0,37.857997,-122.260716,0,1462,0.975,4.025,2,0,1.20353204171
1183,1183,2321 Shattuck Ave.,2,2,37.867366,-122.26818,1090,2250,0.578,3.95,0,0,0.442371614766
1184,1184,2321 Webster,0,2,37.855117,-122.26178,0,1447,1.178,4.0,4,1,1.53357839699
1185,1185,2321 Webster St,0,0,37.855321,-122.261369,0,2665,1.162,4.0,4,1,1.50599494639
1186,1186,2322 Bonar St,0,0,37.86441,-122.286528,0,2000,1.572,3.975,4,2,1.93493202568
1187,1187,2322 Haste St,0,0,37.865312,-122.261974,0,1772,0.488,4.05,1,0,0.456748028647
1188,1188,2324 Carleton St,0,0,37.861724,-122.261299,0,3860,0.723,4.025,1,0,0.803937350714
1189,1189,2324 Dwight Way,0,0,37.864337,-122.261662,0,1548,0.549,4.025,1,0,0.538676114762
1190,1190,2325 Blake St,0,0,37.863922,-122.261613,0,1556,0.576,4.025,1,0,0.579350616368
1191,1191,2325 Channing Way,0,0,37.866704,-122.262419,0,1642,0.406,4.1,1,2,0.368138304382
1192,1192,2325 McKinley,0,3,37.866485,-122.274082,0,1165,0.888,3.95,0,0,0.859806472243
1193,1193,2325 McKinley Ave,0,0,37.865889,-122.273208,0,2573,0.865,4.0,2,2,0.842040442529
1194,1194,2325 Woolsey St,0,0,37.853092,-122.260762,0,2068,1.313,4.025,3,1,1.74686154465
1195,1195,2326 le conte ave,2,3,37.874887,-122.263507,1500,1900,0.292,4.175,5,0,0.167387300352
1196,1196,2327 Blake St,0,0,37.864064,-122.261654,0,1556,0.567,4.025,1,0,0.566168428019
1197,1197,2327 Carleton St,0,0,37.862272,-122.261358,0,1578,0.686,4.025,1,0,0.746232278648
1198,1198,2327 Prince St,0,0,37.854023,-122.260623,0,2182,1.249,3.975,3,1,1.64265909874
1199,1199,2327 Russell St,0,0,37.857817,-122.260437,0,2695,0.987,4.025,2,0,1.22084935183
1200,1200,2328 7th St,0,0,37.862579,-122.295135,0,1613,2.058,4.075,5,2,2.713287961
1201,1201,2328 Fulton St,0,0,37.86652,-122.2661,0,1800,0.529,4.075,0,0,0.49835820167
1202,1202,2329 Channing Way,0,0,37.866729,-122.262252,0,2786,0.401,4.1,1,2,0.354942539123
1203,1203,2329 Derby St,0,0,37.861403,-122.261018,0,1675,0.743,4.025,1,0,0.833365014275
1204,1204,2329 Dwight Way,0,0,37.864954,-122.261846,0,3500,0.51,4.05,1,0,0.484860275386
1205,1205,2329 Parker St,0,0,37.863185,-122.26137,0,2200,0.624,4.025,0,0,0.649149398096
1206,1206,2330 Fulton St,0,0,37.86638,-122.265969,0,1800,0.531,4.1,1,2,0.514125082045
1207,1207,2330 Grant St,0,0,37.865715,-122.275018,0,2350,0.958,4.025,3,1,0.97678000371
1208,1208,2330 Haste St,0,0,37.865345,-122.261738,0,1933,0.482,4.05,1,0,0.442564205254
1209,1209,2330 Warring St,0,0,37.868158,-122.250887,0,2030,0.542,3.95,0,0,0.590507361705
1210,1210,2331 9th St,0,0,37.863135,-122.292242,0,1473,1.896,4.0,4,2,2.45370306471
1211,1211,2331 Blake St,0,0,37.8641,-122.261376,0,1594,0.562,4.05,0,0,0.553276595683
1212,1212,2331 Ninth Street,0,1,37.86303,-122.292488,0,1550,1.911,4.0,4,2,2.47805137205
1213,1213,2331 Sacramento St,0,0,37.864777,-122.28099,0,1066,1.281,4.075,5,2,1.47672354083
1214,1214,2332 9th St,0,0,37.862867,-122.292911,0,1500,1.936,4.05,5,2,2.5192262674
1215,1215,2332 Fulton St,0,0,37.866268,-122.265999,0,827,0.538,3.95,0,0,0.526511709935
1216,1216,2333 Channing Way,0,1,37.866557,-122.263229,0,1864,0.434,3.95,3,1,0.435328453796
1217,1217,2333 Channing Way,0,0,37.86675,-122.262074,0,2288,0.396,4.1,1,2,0.341442174489
1218,1218,2333 Dwight Way,0,0,37.864973,-122.26171,0,1395,0.507,4.05,1,0,0.477212889496
1219,1219,2333 Stuart St,0,0,37.859599,-122.260802,0,2025,0.866,4.025,1,0,1.02783424193
1220,1220,2334 10th St,0,0,37.862949,-122.291718,0,2920,1.873,4.0,4,2,2.4183593336
1221,1221,2334 Browning St,0,0,37.863831,-122.287654,0,1975,1.643,4.0,5,2,2.05095516694
1222,1222,2335 7th St,0,0,37.862572,-122.294451,0,1416,2.022,4.075,5,2,2.6572763811
1223,1223,2335 Dwight Way,0,0,37.864999,-122.261515,0,1810,0.503,4.05,1,0,0.466702639857
1224,1224,2335 Russell St,0,0,37.857861,-122.260097,0,2393,0.983,4.025,2,0,1.21349584544
1225,1225,2336 Channing Way,0,0,37.866285,-122.261569,0,2578,0.417,4.1,1,2,0.348047593936
1226,1226,2336 Piedmont Ave,0,0,37.868263,-122.252376,0,646,0.47,4.05,0,0,0.519164310585
1227,1227,2337 8th St,0,0,37.8627,-122.293484,0,1200,1.97,4.05,5,2,2.57285619239
1228,1228,2338 Channing,0,1,37.866581,-122.263088,0,2450,0.429,3.925,1,0,0.423595034959
1229,1229,2339 Hilgard Ave,0,0,37.878508,-122.26381,0,995,0.501,4.05,3,0,0.450712268845
1230,1230,2339 Oregon St,0,0,37.858784,-122.259955,0,2295,0.919,4.025,2,0,1.11022021715
1231,1231,2339 Oregon Street - Apt F,0,1,37.858481,-122.261388,0,1850,0.945,4.025,2,0,1.15876790555
1232,1232,2340 Grant St,0,0,37.865386,-122.274986,0,2400,0.967,3.975,4,1,0.997041068207
1233,1233,2340 Hilgard Ave,0,0,37.87812,-122.26372,0,3350,0.475,4.075,6,0,0.40851627165
1234,1234,2340 Le Conte Ave,0,0,37.87515,-122.263088,0,2119,0.288,4.0,4,0,0.134744070882
1235,1235,2341 8th St,0,0,37.86271,-122.293328,0,1200,1.961,4.025,5,2,2.55967432682
1236,1236,2341 Acton St,0,0,37.864187,-122.283024,0,2150,1.399,4.025,4,1,1.66544793111
1237,1237,2341 Ellsworth St,0,0,37.866678,-122.263224,0,3425,0.427,4.1,1,2,0.427584280535
1238,1238,2345 Fulton St,0,0,37.866325,-122.26539,0,1885,0.513,4.1,1,2,0.524125300704
1239,1239,2345 West St,0,0,37.864536,-122.284924,0,1370,1.486,3.975,4,2,1.7997329176
1240,1240,2355 Hilgard Ave,0,0,37.87853,-122.263638,0,2332,0.498,4.05,4,0,0.446664971282
1241,1241,2360 Ellsworth St,1,1,37.86686,-122.26398,400,2350,0.438,4.075,1,2,0.475622781991
1242,1242,2360 Ellsworth St,0,0,37.866771,-122.26373,0,2413,0.435,4.1,1,2,0.460650826046
1243,1243,2371 San Pablo Ave,0,0,37.863398,-122.290038,0,1775,1.776,4.05,4,2,2.26284746419
1244,1244,2377-B Virginia st.,1,1,37.87753,-122.263091,400,1850,0.423,4.15,6,0,0.325515940357
1245,1245,2380 Hilgard Ave,0,0,37.878078,-122.263158,0,1320,0.459,4.075,6,0,0.384168938457
1246,1246,2380 Telegraph Ave,300,1,37.867426,-122.259417,300,850,0.323,4.1,1,2,0.148909175903
1247,1247,2393 Virginia St,0,0,37.877633,-122.26289,0,1568,0.425,4.125,6,0,0.329569642861
1248,1248,2398 Parker St,0,0,37.862756,-122.260514,0,2045,0.647,4.05,0,0,0.677190130907
1249,1249,2399 Prospect St,0,0,37.868106,-122.249588,0,1691,0.607,3.925,1,0,0.664447934007
1250,1250,2400 Dana St,0,0,37.866432,-122.261335,0,1200,0.404,4.0,3,1,0.322547511869
1251,1251,2401 Ward St,0,0,37.8606,-122.25966,0,2791,0.794,4.05,1,0,0.907046234355
1252,1252,2402 Dana St,0,0,37.866307,-122.261307,0,4047,0.412,3.95,3,1,0.332307652329
1253,1253,2404 Dana,0,3,37.866735,-122.261671,0,1658,0.389,4.1,1,2,0.31654877656
1254,1254,2404 Fulton St,0,0,37.865523,-122.265893,0,2940,0.574,4.125,1,2,0.609609192533
1255,1255,2404 Fulton Street,1,2,37.865554,-122.265816,784,1497,0.57,3.975,0,0,0.606436923233
1256,1256,2405 Fulton St,0,0,37.86569,-122.26548,0,2259,0.551,4.1,1,2,0.59345177145
1257,1257,2405 McKinley Ave,0,0,37.86482,-122.273153,0,1780,0.901,4.025,2,2,0.923253658128
1258,1258,2405 Sacramento St,0,0,37.863787,-122.280889,0,1878,1.304,4.1,5,1,1.52389235154
1259,1259,2407 Ward St,0,0,37.860555,-122.259464,0,1725,0.797,4.025,1,0,0.911307022088
1260,1260,2409 Carleton St,0,0,37.862416,-122.259744,0,1210,0.668,4.05,1,0,0.705955194568
1261,1261,2409 College Ave,0,0,37.867173,-122.25384,0,1833,0.459,4.0,3,1,0.495195515792
1262,1262,2409 Jefferson Ave,0,0,37.864116,-122.277885,0,1523,1.148,4.05,3,2,1.28490178435
1263,1263,2409 Webster St,0,0,37.85543,-122.259191,0,1475,1.15,4.025,3,1,1.4808465322
1264,1264,2410 5th St,0,0,37.861076,-122.296988,0,1500,2.188,4.1,5,1,2.92546252945
1265,1265,2410 Russell St,0,2,37.857776,-122.25968,1200,2250,0.988,4.0,2,0,1.22089654734
1266,1266,2411 8th St,0,0,37.86185,-122.293059,0,2106,1.968,4.075,5,2,2.57396896064
1267,1267,2411 Durant Ave,0,0,37.867865,-122.260799,0,1797,0.301,4.1,0,0,0.177091120763
1268,1268,2411 Durant Ave.,0,1,37.867657,-122.261545,0,2295,0.327,4.1,0,0,0.245063400591
1269,1269,2411 Ward St,0,0,37.860595,-122.259285,0,1725,0.794,4.025,1,0,0.90646862197
1270,1270,2412 Atherton St,0,0,37.865662,-122.264757,0,975,0.53,4.025,1,0,0.602269910118
1271,1271,2412 Ellsworth St,0,0,37.865785,-122.263617,0,2085,0.491,4.1,1,2,0.514213582229
1272,1272,2412 Fulton St,0,0,37.865446,-122.265709,0,1751,0.572,3.975,0,0,0.618932200997
1273,1273,2414 California St,0,0,37.863781,-122.279468,0,2000,1.235,4.05,4,2,1.4197128742
1274,1274,2414 Dwight Way,0,0,37.864659,-122.259955,0,1118,0.514,4.05,0,0,0.46024404377
1275,1275,2414 Parker,0,2,37.863214,-122.260205,0,1647,0.615,4.05,0,0,0.622421389783
1276,1276,2414 Parker St,0,0,37.862881,-122.259537,0,3295,0.636,4.05,1,0,0.653127090406
1277,1277,2414 sacramento,0,1,37.863769,-122.281637,0,1625,1.341,4.15,4,1,1.58112680743
1278,1278,2414 Telegraph Ave,0,0,37.866523,-122.25911,0,2201,0.385,4.1,1,2,0.247000241211
1279,1279,2414 Telegraph Ave,0,1,37.866655,-122.258574,0,1695,0.379,4.075,1,1,0.237161124705
1280,1280,2415 7th St,0,0,37.86142,-122.294063,0,1650,2.03,4.075,5,2,2.67387595482
1281,1281,2415 College Ave,0,0,37.866914,-122.253787,0,1671,0.474,4.125,1,2,0.510342057497
1282,1282,2416 Dwight Way,0,0,37.864847,-122.259976,0,1118,0.501,4.05,0,0,0.439927474055
1283,1283,2416 Fulton St,0,0,37.865369,-122.26577,0,1751,0.578,4.125,1,2,0.62718552093
1284,1284,2417 6th St,0,0,37.861209,-122.295173,0,1791,2.092,4.075,5,1,2.77267790493
1285,1285,2417 Blake St,0,0,37.864309,-122.259728,0,2431,0.538,4.05,0,0,0.496162678062
1286,1286,2417 Browning St,0,0,37.862628,-122.286766,0,1500,1.629,4.075,5,2,2.03695599892
1287,1287,2417 Ellsworth St,0,0,37.865779,-122.263107,0,1832,0.479,3.975,0,0,0.481116391821
1288,1288,2417 Prospect St,0,0,37.867056,-122.249618,0,3146,0.641,4.1,1,0,0.754586358059
1289,1289,2417 Webster St,0,0,37.855586,-122.258899,0,2460,1.14,4.05,3,1,1.46360630425
1290,1290,2418 Atherton St,0,0,37.865534,-122.264666,0,1381,0.535,4.05,1,1,0.604021472526
1291,1291,2418 Dwight Way,0,0,37.864678,-122.259794,0,1915,0.513,4.05,0,0,0.456101330768
1292,1292,2418 Roosevelt Ave,0,0,37.863981,-122.275977,0,1200,1.062,4.025,3,2,1.16470611072
1293,1293,2419 Curtis St.,2,2,37.862714,-122.288325,1500,2100,1.705,4.1,6,2,2.15550161249
1294,1294,2419 Durant Ave,0,0,37.867893,-122.260444,0,1779,0.295,4.1,0,0,0.150090828771
1295,1295,2419 Durant Ave.,0,1,37.867681,-122.261358,0,2395,0.322,4.125,1,2,0.229536018396
1296,1296,2420 Acton St,0,0,37.863029,-122.283435,0,2900,1.452,4.0,4,1,1.75894975834
1297,1297,2420 Dwight Way,0,0,37.864696,-122.259635,0,1614,0.511,4.05,0,0,0.452500808689
1298,1298,2420 Fulton St,0,0,37.865308,-122.265612,0,2795,0.577,4.125,1,2,0.634812217496
1299,1299,2420 Hilgard Ave,0,0,37.878327,-122.262419,0,2000,0.458,4.15,6,0,0.393334013609
1300,1300,2420 Milvia St,0,0,37.864733,-122.270111,0,2275,0.773,4.125,1,2,0.779682806448
1301,1301,2420 Virginia St,0,0,37.877439,-122.262076,0,1355,0.395,4.025,4,0,0.290957603634
1302,1302,2421 Durant Ave,0,0,37.867894,-122.260169,0,1802,0.293,4.1,0,0,0.13214663774
1303,1303,2421 Grant St,0,0,37.864073,-122.274153,0,1320,0.975,4.025,2,2,1.04378021381
1304,1304,2421 Prospect St,0,0,37.866829,-122.249451,0,748,0.658,4.1,1,2,0.783670543149
1305,1305,2421 San Pablo Ave,0,0,37.862127,-122.289526,0,1539,1.782,4.1,6,2,2.27879772292
1306,1306,2422 Grant St,0,0,37.863957,-122.274837,0,2581,1.011,4.025,3,2,1.09439993968
1307,1307,2422 Hilgard Ave,0,0,37.878212,-122.262375,0,2000,0.45,4.1,5,0,0.380055531515
1308,1308,2422 McKinley Ave,0,0,37.864102,-122.273709,0,1516,0.954,4.025,2,2,1.01544858717
1309,1309,2423 Blake St,0,0,37.864335,-122.259522,0,3300,0.536,4.05,0,0,0.491649764115
1310,1310,2423 Blake St.,0,3,37.864419,-122.248406,0,1331,0.804,3.95,1,0,1.05637568432
1311,1311,2423 Blake Street,0,4,37.864141,-122.260107,0,1248,0.55,4.05,0,0,0.519267066708
1312,1312,2423 Haste St,0,0,37.866037,-122.25986,0,665,0.419,3.975,0,0,0.308041559222
1313,1313,2424 Spaulding Ave,0,0,37.863109,-122.280486,0,1736,1.306,4.15,4,1,1.53574790719
1314,1314,2425 Durant Ave,0,0,37.867899,-122.260048,0,1802,0.292,4.025,2,2,0.124531948689
1315,1315,2425 Fulton St,0,0,37.864928,-122.26531,0,1332,0.589,4.125,1,2,0.679285461834
1316,1316,2425 Grant St,0,0,37.863901,-122.274138,0,2185,0.981,4.025,2,2,1.05710584348
1317,1317,2425 Prospect St.,0,1,37.866824,-122.249551,0,1205,0.653,4.1,1,2,0.779112138864
1318,1318,2426 Fulton St,0,0,37.864828,-122.265754,0,3575,0.608,4.125,1,2,0.687354355908
1319,1319,2426 stuart st,1,3,37.859794,-122.257984,1300,1150,0.853,4.0,2,0,1.00040092916
1320,1320,2427 Hilgard Ave,0,0,37.878702,-122.262307,0,1951,0.481,4.05,4,0,0.432892678365
1321,1321,2427 Hilgard Ave,1,1,37.878331,-122.262923,850,2550,0.469,4.05,3,0,0.404189405763
1322,1322,2427 Hilgard Ave,0,1,37.878444,-122.262533,0,1995,0.468,4.075,6,0,0.40802433404
1323,1323,2427 McKinley Ave,0,0,37.864082,-122.273017,0,1658,0.925,4.025,2,2,0.978477541404
1324,1324,2427 San Pablo Ave,0,0,37.861779,-122.289589,0,1450,1.794,4.075,5,1,2.30078179114
